call_id,account_id,agent_id,department,started_at,duration_minutes,wait_minutes,recording_ref
CL00640,AC0117,A042,Sales,2025-12-24 15:00:00,20,2.0,recording://CL00640
CL00641,AC0099,A052,Sales,2025-11-02 11:00:00,37,2.8,recording://CL00641
CL00642,AC0015,A010,Support,2025-12-18 16:00:00,17,3.7,recording://CL00642
CL00643,AC0046,A056,Sales,2025-09-27 17:00:00,28,2.3,recording://CL00643
CL00644,AC0099,A036,Support,2026-07-23 16:00:00,5,3.1,recording://CL00644
CL00645,AC0149,A008,Support,2026-06-11 10:00:00,13,3.1,recording://CL00645
CL00646,AC0140,A047,Sales,2026-02-28 16:00:00,18,0.9,recording://CL00646
CL00647,AC0049,A046,Sales,2026-05-21 18:00:00,21,0.5,recording://CL00647
CL00648,AC0129,A046,Sales,2026-04-29 12:00:00,5,1.8,recording://CL00648
CL00649,AC0009,A053,Sales,2025-09-26 14:00:00,7,2.4,recording://CL00649
CL00650,AC0065,A025,Support,2026-05-10 18:00:00,10,1.7,recording://CL00650
CL00651,AC0117,A010,Support,2026-05-13 15:00:00,17,2.4,recording://CL00651
CL00652,AC0100,A002,Support,2025-09-17 17:00:00,13,2.4,recording://CL00652
CL00653,AC0113,A015,Support,2026-02-28 18:00:00,18,1.9,recording://CL00653
CL00654,AC0041,A037,Support,2026-08-25 14:00:00,23,1.6,recording://CL00654
CL00655,AC0100,A001,Support,2026-08-24 08:00:00,4,1.7,recording://CL00655
CL00656,AC0085,A043,Sales,2026-05-24 17:00:00,17,3.1,recording://CL00656
CL00657,AC0121,A042,Sales,2026-05-09 11:00:00,10,1.2,recording://CL00657
CL00658,AC0088,A053,Sales,2026-05-01 18:00:00,23,3.4,recording://CL00658
CL00659,AC0130,A046,Sales,2025-11-19 19:00:00,3,2.5,recording://CL00659
CL00660,AC0011,A017,Support,2025-10-27 18:00:00,10,2.3,recording://CL00660
CL00661,AC0126,A039,Sales,2026-01-03 08:00:00,14,2.0,recording://CL00661
CL00662,AC0003,A014,Support,2025-09-28 15:00:00,14,0.6,recording://CL00662
CL00663,AC0054,A045,Sales,2026-02-18 17:00:00,34,1.6,recording://CL00663
CL00664,AC0102,A010,Support,2026-05-27 10:00:00,21,0.4,recording://CL00664
CL00665,AC0099,A033,Support,2026-02-03 08:00:00,14,1.6,recording://CL00665
CL00666,AC0100,A053,Sales,2025-09-02 17:00:00,7,2.0,recording://CL00666
CL00667,AC0113,A032,Support,2025-10-11 18:00:00,4,1.7,recording://CL00667
CL00668,AC0093,A007,Support,2026-06-28 14:00:00,20,3.5,recording://CL00668
CL00669,AC0080,A049,Sales,2026-02-19 13:00:00,15,2.8,recording://CL00669
CL00670,AC0148,A045,Sales,2026-01-15 17:00:00,23,2.8,recording://CL00670
CL00671,AC0105,A041,Sales,2026-02-10 18:00:00,12,3.0,recording://CL00671
CL00672,AC0037,A027,Support,2026-02-09 14:00:00,10,2.0,recording://CL00672
CL00673,AC0006,A047,Sales,2026-06-02 19:00:00,5,1.8,recording://CL00673
CL00674,AC0065,A052,Sales,2026-04-27 15:00:00,11,1.6,recording://CL00674
CL00675,AC0017,A030,Support,2025-12-28 15:00:00,6,0.7,recording://CL00675
CL00676,AC0065,A025,Support,2025-12-22 15:00:00,14,1.3,recording://CL00676
CL00677,AC0088,A027,Support,2026-03-31 12:00:00,19,1.2,recording://CL00677
CL00678,AC0087,A006,Support,2026-01-11 16:00:00,18,0.8,recording://CL00678
CL00679,AC0107,A035,Support,2026-08-27 15:00:00,26,1.7,recording://CL00679
CL00680,AC0105,A051,Sales,2025-11-22 17:00:00,6,0.6,recording://CL00680
CL00681,AC0114,A006,Support,2026-05-27 14:00:00,31,1.6,recording://CL00681
CL00682,AC0007,A051,Sales,2025-11-27 18:00:00,18,1.4,recording://CL00682
CL00683,AC0065,A012,Support,2025-10-26 18:00:00,11,2.1,recording://CL00683
CL00684,AC0073,A002,Support,2025-10-12 11:00:00,13,1.0,recording://CL00684
CL00685,AC0117,A054,Sales,2025-09-11 13:00:00,31,0.9,recording://CL00685
CL00686,AC0065,A023,Support,2026-01-22 09:00:00,5,1.5,recording://CL00686
CL00687,AC0141,A040,Sales,2026-07-24 18:00:00,8,1.6,recording://CL00687
CL00688,AC0105,A048,Sales,2026-02-11 11:00:00,21,2.5,recording://CL00688
CL00689,AC0101,A014,Support,2025-09-10 09:00:00,20,2.7,recording://CL00689
CL00690,AC0139,A050,Sales,2025-09-13 09:00:00,5,2.1,recording://CL00690
CL00691,AC0103,A011,Support,2026-04-15 08:00:00,2,1.4,recording://CL00691
CL00692,AC0033,A056,Sales,2026-06-22 08:00:00,13,1.1,recording://CL00692
CL00693,AC0103,A041,Sales,2026-03-26 09:00:00,6,0.3,recording://CL00693
CL00694,AC0063,A021,Support,2025-09-26 15:00:00,11,2.3,recording://CL00694
CL00695,AC0017,A044,Sales,2026-07-07 09:00:00,18,1.4,recording://CL00695
CL00696,AC0120,A024,Support,2026-03-31 18:00:00,6,1.7,recording://CL00696
CL00697,AC0020,A037,Support,2026-07-25 13:00:00,14,0.7,recording://CL00697
CL00698,AC0125,A003,Support,2025-09-15 16:00:00,26,2.6,recording://CL00698
CL00699,AC0059,A027,Support,2025-10-26 16:00:00,41,2.6,recording://CL00699
CL00700,AC0008,A043,Sales,2026-04-20 10:00:00,6,0.9,recording://CL00700
CL00701,AC0087,A056,Sales,2025-11-23 19:00:00,31,0.8,recording://CL00701
CL00702,AC0085,A050,Sales,2026-05-22 14:00:00,13,2.0,recording://CL00702
CL00703,AC0127,A008,Support,2026-06-14 16:00:00,11,1.2,recording://CL00703
CL00704,AC0144,A002,Support,2026-06-20 15:00:00,24,1.6,recording://CL00704
CL00705,AC0074,A051,Sales,2026-07-07 08:00:00,9,2.5,recording://CL00705
CL00706,AC0049,A042,Sales,2026-05-18 11:00:00,18,2.3,recording://CL00706
CL00707,AC0077,A049,Sales,2026-01-13 12:00:00,20,3.0,recording://CL00707
CL00708,AC0143,A053,Sales,2026-05-07 15:00:00,11,3.4,recording://CL00708
CL00709,AC0140,A053,Sales,2026-03-09 12:00:00,21,1.8,recording://CL00709
CL00710,AC0048,A048,Sales,2025-09-16 16:00:00,15,3.0,recording://CL00710
CL00711,AC0102,A020,Support,2026-03-01 15:00:00,17,2.1,recording://CL00711
CL00712,AC0144,A037,Support,2026-04-15 10:00:00,7,0.8,recording://CL00712
CL00713,AC0142,A003,Support,2026-02-14 15:00:00,12,1.5,recording://CL00713
CL00714,AC0003,A023,Support,2026-03-18 14:00:00,14,2.2,recording://CL00714
CL00715,AC0110,A044,Sales,2026-06-21 15:00:00,17,3.9,recording://CL00715
CL00716,AC0143,A053,Sales,2025-12-25 08:00:00,9,1.7,recording://CL00716
CL00717,AC0087,A053,Sales,2026-06-03 18:00:00,5,2.0,recording://CL00717
CL00718,AC0132,A054,Sales,2026-03-19 15:00:00,9,1.2,recording://CL00718
CL00719,AC0085,A048,Sales,2026-01-03 08:00:00,16,2.7,recording://CL00719
CL00720,AC0105,A014,Support,2026-03-01 19:00:00,5,1.6,recording://CL00720
CL00721,AC0085,A027,Support,2026-01-26 14:00:00,15,2.1,recording://CL00721
CL00722,AC0027,A048,Sales,2026-02-22 13:00:00,8,1.0,recording://CL00722
CL00723,AC0124,A002,Support,2026-03-15 16:00:00,3,2.2,recording://CL00723
CL00724,AC0099,A053,Sales,2026-01-16 19:00:00,11,1.0,recording://CL00724
CL00725,AC0139,A054,Sales,2026-02-28 19:00:00,29,2.8,recording://CL00725
CL00726,AC0137,A009,Support,2025-09-09 10:00:00,8,2.5,recording://CL00726
CL00727,AC0126,A005,Support,2026-05-31 19:00:00,7,0.0,recording://CL00727
CL00728,AC0062,A051,Sales,2025-11-19 17:00:00,17,1.2,recording://CL00728
CL00729,AC0090,A013,Support,2025-09-01 10:00:00,5,1.4,recording://CL00729
CL00730,AC0040,A027,Support,2026-05-13 17:00:00,26,2.8,recording://CL00730
CL00731,AC0150,A041,Sales,2026-01-26 11:00:00,36,1.1,recording://CL00731
CL00732,AC0019,A040,Sales,2025-12-07 09:00:00,13,3.1,recording://CL00732
CL00733,AC0008,A046,Sales,2026-01-16 17:00:00,7,2.9,recording://CL00733
CL00734,AC0089,A047,Sales,2026-07-11 11:00:00,19,1.0,recording://CL00734
CL00735,AC0100,A052,Sales,2025-10-10 16:00:00,3,0.7,recording://CL00735
CL00736,AC0144,A052,Sales,2026-06-22 08:00:00,18,0.9,recording://CL00736
CL00737,AC0130,A041,Sales,2026-06-15 14:00:00,23,1.3,recording://CL00737
CL00738,AC0049,A053,Sales,2025-12-24 13:00:00,21,2.4,recording://CL00738
CL00739,AC0067,A030,Support,2026-08-03 18:00:00,17,0.4,recording://CL00739
CL00740,AC0034,A039,Sales,2026-05-25 14:00:00,15,2.9,recording://CL00740
CL00741,AC0131,A042,Sales,2026-07-24 11:00:00,13,2.0,recording://CL00741
CL00742,AC0089,A046,Sales,2026-03-14 15:00:00,20,1.1,recording://CL00742
CL00743,AC0105,A004,Support,2025-10-21 12:00:00,18,2.1,recording://CL00743
CL00744,AC0104,A046,Sales,2025-12-22 12:00:00,7,1.1,recording://CL00744
CL00745,AC0067,A035,Support,2025-09-05 19:00:00,24,2.8,recording://CL00745
CL00746,AC0004,A044,Sales,2026-05-06 08:00:00,10,2.0,recording://CL00746
CL00747,AC0132,A045,Sales,2026-07-26 11:00:00,16,1.0,recording://CL00747
CL00748,AC0039,A023,Support,2025-12-11 17:00:00,22,1.3,recording://CL00748
CL00749,AC0128,A046,Sales,2025-11-07 08:00:00,15,2.8,recording://CL00749
CL00750,AC0114,A001,Support,2026-05-26 11:00:00,6,2.6,recording://CL00750
CL00751,AC0044,A046,Sales,2026-08-17 16:00:00,18,2.4,recording://CL00751
CL00752,AC0044,A009,Support,2026-01-27 10:00:00,34,0.0,recording://CL00752
CL00753,AC0105,A046,Sales,2025-10-05 14:00:00,29,0.8,recording://CL00753
CL00754,AC0012,A052,Sales,2026-06-25 09:00:00,20,2.0,recording://CL00754
CL00755,AC0117,A045,Sales,2026-04-06 09:00:00,16,1.4,recording://CL00755
CL00756,AC0136,A051,Sales,2026-08-16 09:00:00,33,0.2,recording://CL00756
CL00757,AC0057,A056,Sales,2026-02-12 16:00:00,7,1.6,recording://CL00757
CL00758,AC0101,A055,Sales,2026-05-07 14:00:00,8,2.2,recording://CL00758
CL00759,AC0090,A045,Sales,2025-11-28 19:00:00,13,1.1,recording://CL00759
CL00760,AC0015,A007,Support,2025-12-07 17:00:00,8,2.6,recording://CL00760
CL00761,AC0140,A054,Sales,2025-11-07 08:00:00,13,0.8,recording://CL00761
CL00762,AC0048,A052,Sales,2025-10-11 18:00:00,11,1.8,recording://CL00762
CL00763,AC0091,A050,Sales,2025-10-04 10:00:00,8,3.7,recording://CL00763
CL00764,AC0075,A020,Support,2025-10-11 14:00:00,8,0.7,recording://CL00764
CL00765,AC0100,A041,Sales,2026-02-25 18:00:00,15,2.0,recording://CL00765
CL00766,AC0004,A008,Support,2026-07-21 11:00:00,11,3.5,recording://CL00766
CL00767,AC0077,A044,Sales,2025-11-01 14:00:00,61,2.0,recording://CL00767
CL00768,AC0090,A052,Sales,2025-09-12 08:00:00,15,0.6,recording://CL00768
CL00769,AC0024,A053,Sales,2026-08-04 08:00:00,29,1.6,recording://CL00769
CL00770,AC0025,A048,Sales,2026-01-10 16:00:00,7,0.7,recording://CL00770
CL00771,AC0014,A035,Support,2026-05-26 10:00:00,14,1.5,recording://CL00771
CL00772,AC0099,A010,Support,2026-06-24 10:00:00,32,0.3,recording://CL00772
CL00773,AC0065,A016,Support,2026-05-08 11:00:00,12,2.0,recording://CL00773
CL00774,AC0032,A038,Support,2026-06-15 09:00:00,17,1.4,recording://CL00774
CL00775,AC0149,A039,Sales,2026-07-11 16:00:00,11,2.9,recording://CL00775
CL00776,AC0004,A045,Sales,2026-05-17 13:00:00,23,1.9,recording://CL00776
CL00777,AC0090,A002,Support,2025-12-26 13:00:00,8,1.8,recording://CL00777
CL00778,AC0140,A049,Sales,2026-07-07 13:00:00,12,2.4,recording://CL00778
CL00779,AC0088,A043,Sales,2026-03-03 12:00:00,16,2.2,recording://CL00779
CL00780,AC0022,A045,Sales,2026-08-13 18:00:00,44,1.9,recording://CL00780
CL00781,AC0129,A024,Support,2026-05-25 13:00:00,19,2.1,recording://CL00781
CL00782,AC0062,A052,Sales,2026-05-25 11:00:00,13,2.8,recording://CL00782
CL00783,AC0148,A039,Sales,2026-01-06 18:00:00,16,1.8,recording://CL00783
CL00784,AC0005,A021,Support,2026-03-20 10:00:00,22,2.3,recording://CL00784
CL00785,AC0017,A039,Sales,2026-01-16 16:00:00,12,2.4,recording://CL00785
CL00786,AC0113,A015,Support,2026-05-06 10:00:00,13,2.0,recording://CL00786
CL00787,AC0028,A035,Support,2025-09-25 09:00:00,13,0.7,recording://CL00787
CL00788,AC0137,A046,Sales,2025-12-11 08:00:00,2,2.7,recording://CL00788
CL00789,AC0071,A045,Sales,2026-02-09 18:00:00,16,2.4,recording://CL00789
CL00790,AC0049,A051,Sales,2026-01-15 12:00:00,17,2.2,recording://CL00790
CL00791,AC0137,A052,Sales,2026-03-05 15:00:00,11,1.3,recording://CL00791
CL00792,AC0003,A040,Sales,2026-06-10 13:00:00,22,2.4,recording://CL00792
CL00793,AC0046,A008,Support,2025-09-28 12:00:00,15,1.3,recording://CL00793
CL00794,AC0017,A052,Sales,2025-11-17 12:00:00,24,1.4,recording://CL00794
CL00795,AC0048,A048,Sales,2026-04-15 08:00:00,30,2.5,recording://CL00795
CL00796,AC0089,A045,Sales,2026-06-03 11:00:00,6,2.6,recording://CL00796
CL00797,AC0148,A033,Support,2026-04-16 11:00:00,25,1.8,recording://CL00797
CL00798,AC0142,A032,Support,2026-03-12 17:00:00,5,2.1,recording://CL00798
CL00799,AC0104,A053,Sales,2026-03-31 17:00:00,7,3.5,recording://CL00799
CL00800,AC0024,A055,Sales,2026-02-09 10:00:00,10,1.4,recording://CL00800
CL00801,AC0062,A033,Support,2025-12-27 09:00:00,7,1.8,recording://CL00801
CL00802,AC0058,A042,Sales,2025-10-10 08:00:00,13,2.3,recording://CL00802
CL00803,AC0087,A054,Sales,2026-01-29 08:00:00,11,1.9,recording://CL00803
CL00804,AC0105,A046,Sales,2026-07-11 18:00:00,19,2.4,recording://CL00804
CL00805,AC0030,A051,Sales,2025-12-27 11:00:00,4,0.2,recording://CL00805
CL00806,AC0062,A021,Support,2026-02-07 19:00:00,13,2.6,recording://CL00806
CL00807,AC0135,A048,Sales,2026-04-17 16:00:00,19,1.9,recording://CL00807
CL00808,AC0068,A016,Support,2026-06-21 19:00:00,13,3.5,recording://CL00808
CL00809,AC0049,A033,Support,2026-08-02 16:00:00,10,1.9,recording://CL00809
CL00810,AC0046,A016,Support,2026-07-18 14:00:00,13,0.6,recording://CL00810
CL00811,AC0088,A050,Sales,2026-07-30 17:00:00,14,2.1,recording://CL00811
CL00812,AC0103,A030,Support,2026-05-28 19:00:00,27,4.0,recording://CL00812
CL00813,AC0071,A041,Sales,2026-06-24 19:00:00,7,1.0,recording://CL00813
CL00814,AC0089,A043,Sales,2026-01-06 19:00:00,21,3.2,recording://CL00814
CL00815,AC0008,A019,Support,2025-10-06 16:00:00,10,2.7,recording://CL00815
CL00816,AC0139,A047,Sales,2026-03-15 13:00:00,13,2.1,recording://CL00816
CL00817,AC0137,A055,Sales,2026-01-24 19:00:00,6,1.0,recording://CL00817
CL00818,AC0127,A020,Support,2026-07-27 13:00:00,7,1.7,recording://CL00818
CL00819,AC0006,A020,Support,2026-04-16 17:00:00,14,2.2,recording://CL00819
CL00820,AC0137,A013,Support,2026-02-07 19:00:00,33,2.7,recording://CL00820
CL00821,AC0064,A050,Sales,2026-07-01 08:00:00,19,0.7,recording://CL00821
CL00822,AC0105,A049,Sales,2025-11-12 14:00:00,10,2.6,recording://CL00822
CL00823,AC0086,A023,Support,2026-03-04 12:00:00,7,2.0,recording://CL00823
CL00824,AC0117,A001,Support,2026-02-13 13:00:00,25,1.7,recording://CL00824
CL00825,AC0055,A045,Sales,2025-09-01 19:00:00,23,3.4,recording://CL00825
CL00826,AC0110,A007,Support,2025-10-06 10:00:00,21,0.7,recording://CL00826
CL00827,AC0088,A049,Sales,2026-05-23 15:00:00,25,2.2,recording://CL00827
CL00828,AC0067,A007,Support,2026-04-04 17:00:00,7,1.0,recording://CL00828
CL00829,AC0114,A047,Sales,2026-03-28 13:00:00,11,4.2,recording://CL00829
CL00830,AC0015,A020,Support,2026-04-14 14:00:00,15,2.1,recording://CL00830
CL00831,AC0100,A050,Sales,2026-08-14 18:00:00,14,2.3,recording://CL00831
CL00832,AC0015,A052,Sales,2025-12-25 11:00:00,10,2.2,recording://CL00832
CL00833,AC0105,A041,Sales,2026-03-28 14:00:00,11,1.5,recording://CL00833
CL00834,AC0094,A003,Support,2026-05-11 10:00:00,43,1.6,recording://CL00834
CL00835,AC0102,A053,Sales,2026-08-27 18:00:00,16,1.2,recording://CL00835
CL00836,AC0055,A051,Sales,2026-04-27 15:00:00,29,2.0,recording://CL00836
CL00837,AC0105,A051,Sales,2026-02-18 15:00:00,9,1.0,recording://CL00837
CL00838,AC0003,A035,Support,2025-11-22 14:00:00,18,2.8,recording://CL00838
CL00839,AC0064,A044,Sales,2026-03-01 09:00:00,34,1.0,recording://CL00839
CL00840,AC0140,A056,Sales,2025-12-17 17:00:00,23,1.2,recording://CL00840
CL00841,AC0037,A048,Sales,2025-10-04 19:00:00,18,1.9,recording://CL00841
CL00842,AC0126,A040,Sales,2025-11-12 15:00:00,14,1.9,recording://CL00842
CL00843,AC0023,A049,Sales,2026-08-09 08:00:00,32,3.4,recording://CL00843
CL00844,AC0148,A046,Sales,2025-11-04 15:00:00,12,1.0,recording://CL00844
CL00845,AC0143,A048,Sales,2026-05-05 14:00:00,10,0.9,recording://CL00845
CL00846,AC0027,A056,Sales,2026-03-18 08:00:00,16,1.9,recording://CL00846
CL00847,AC0087,A048,Sales,2025-09-14 15:00:00,4,2.7,recording://CL00847
CL00848,AC0076,A006,Support,2026-07-04 17:00:00,7,2.2,recording://CL00848
CL00849,AC0120,A041,Sales,2026-08-13 12:00:00,14,3.0,recording://CL00849
CL00850,AC0047,A056,Sales,2025-10-08 18:00:00,14,1.2,recording://CL00850
CL00851,AC0112,A032,Support,2025-09-09 12:00:00,24,0.5,recording://CL00851
CL00852,AC0074,A055,Sales,2026-08-25 08:00:00,20,2.0,recording://CL00852
CL00853,AC0023,A019,Support,2025-10-02 09:00:00,22,1.3,recording://CL00853
CL00854,AC0096,A007,Support,2026-01-11 18:00:00,8,0.1,recording://CL00854
CL00855,AC0050,A039,Sales,2026-04-14 17:00:00,17,1.8,recording://CL00855
CL00856,AC0011,A051,Sales,2026-07-28 16:00:00,62,2.1,recording://CL00856
CL00857,AC0016,A042,Sales,2025-10-18 19:00:00,10,1.9,recording://CL00857
CL00858,AC0105,A049,Sales,2026-04-22 11:00:00,22,1.2,recording://CL00858
CL00859,AC0048,A051,Sales,2026-06-18 11:00:00,14,2.5,recording://CL00859
CL00860,AC0046,A049,Sales,2026-01-19 10:00:00,13,2.5,recording://CL00860
CL00861,AC0085,A039,Sales,2025-11-20 09:00:00,32,2.4,recording://CL00861
CL00862,AC0030,A027,Support,2026-05-01 10:00:00,12,1.3,recording://CL00862
CL00863,AC0117,A052,Sales,2026-04-14 11:00:00,3,0.4,recording://CL00863
CL00864,AC0065,A007,Support,2025-09-23 10:00:00,9,1.2,recording://CL00864
CL00865,AC0030,A041,Sales,2026-01-28 10:00:00,28,1.8,recording://CL00865
CL00866,AC0064,A050,Sales,2026-06-15 15:00:00,14,1.7,recording://CL00866
CL00867,AC0137,A040,Sales,2026-05-02 13:00:00,8,2.4,recording://CL00867
CL00868,AC0117,A033,Support,2025-09-07 11:00:00,7,2.7,recording://CL00868
CL00869,AC0132,A055,Sales,2025-09-04 15:00:00,16,2.9,recording://CL00869
CL00870,AC0140,A048,Sales,2026-04-06 19:00:00,20,2.4,recording://CL00870
CL00871,AC0129,A051,Sales,2026-07-28 19:00:00,21,1.9,recording://CL00871
CL00872,AC0105,A024,Support,2026-01-16 08:00:00,40,1.5,recording://CL00872
CL00873,AC0006,A002,Support,2026-03-12 10:00:00,12,2.4,recording://CL00873
CL00874,AC0066,A054,Sales,2025-12-10 09:00:00,16,2.4,recording://CL00874
CL00875,AC0024,A056,Sales,2025-10-19 18:00:00,14,1.0,recording://CL00875
CL00876,AC0132,A019,Support,2026-04-19 09:00:00,22,2.1,recording://CL00876
CL00877,AC0047,A036,Support,2026-04-14 11:00:00,18,1.6,recording://CL00877
CL00878,AC0008,A052,Sales,2026-03-30 15:00:00,17,0.3,recording://CL00878
CL00879,AC0105,A027,Support,2026-07-26 16:00:00,11,1.0,recording://CL00879
CL00880,AC0103,A023,Support,2025-09-24 18:00:00,17,2.1,recording://CL00880
CL00881,AC0005,A004,Support,2026-05-04 09:00:00,17,0.0,recording://CL00881
CL00882,AC0047,A015,Support,2026-03-26 13:00:00,14,2.6,recording://CL00882
CL00883,AC0150,A022,Support,2025-09-05 16:00:00,10,3.6,recording://CL00883
CL00884,AC0053,A050,Sales,2025-11-01 15:00:00,10,1.5,recording://CL00884
CL00885,AC0132,A041,Sales,2025-12-12 15:00:00,12,1.0,recording://CL00885
CL00886,AC0054,A011,Support,2025-10-15 12:00:00,19,1.1,recording://CL00886
CL00887,AC0015,A055,Sales,2025-10-29 15:00:00,16,2.0,recording://CL00887
CL00888,AC0131,A049,Sales,2026-03-25 19:00:00,20,1.9,recording://CL00888
CL00889,AC0034,A035,Support,2026-07-20 18:00:00,14,2.2,recording://CL00889
CL00890,AC0099,A003,Support,2026-08-09 08:00:00,18,3.4,recording://CL00890
CL00891,AC0057,A018,Support,2026-03-09 12:00:00,25,2.0,recording://CL00891
CL00892,AC0008,A048,Sales,2026-03-26 11:00:00,18,3.2,recording://CL00892
CL00893,AC0040,A052,Sales,2026-04-12 15:00:00,11,1.1,recording://CL00893
CL00894,AC0105,A056,Sales,2026-03-06 16:00:00,12,1.3,recording://CL00894
CL00895,AC0140,A044,Sales,2026-02-09 12:00:00,35,2.8,recording://CL00895
CL00896,AC0014,A042,Sales,2026-02-05 17:00:00,8,2.7,recording://CL00896
CL00897,AC0129,A046,Sales,2026-04-29 17:00:00,17,2.0,recording://CL00897
CL00898,AC0140,A045,Sales,2025-09-08 12:00:00,15,3.4,recording://CL00898
CL00899,AC0010,A025,Support,2026-01-15 08:00:00,3,1.8,recording://CL00899
CL00900,AC0014,A041,Sales,2025-10-09 12:00:00,20,2.1,recording://CL00900
CL00901,AC0090,A051,Sales,2026-08-22 18:00:00,19,3.1,recording://CL00901
CL00902,AC0073,A015,Support,2026-03-25 13:00:00,7,2.6,recording://CL00902
CL00903,AC0089,A001,Support,2026-07-08 13:00:00,22,1.9,recording://CL00903
CL00904,AC0126,A046,Sales,2026-02-02 12:00:00,4,1.2,recording://CL00904
CL00905,AC0024,A043,Sales,2026-01-14 08:00:00,18,1.6,recording://CL00905
CL00906,AC0137,A043,Sales,2026-07-23 17:00:00,20,0.7,recording://CL00906
CL00907,AC0085,A050,Sales,2026-08-01 16:00:00,37,1.2,recording://CL00907
CL00908,AC0091,A017,Support,2026-02-20 19:00:00,24,1.6,recording://CL00908
CL00909,AC0088,A045,Sales,2026-08-23 15:00:00,7,0.1,recording://CL00909
CL00910,AC0113,A038,Support,2026-04-09 11:00:00,20,0.9,recording://CL00910
CL00911,AC0117,A049,Sales,2026-07-08 10:00:00,7,1.6,recording://CL00911
CL00912,AC0024,A026,Support,2025-09-06 10:00:00,31,2.5,recording://CL00912
CL00913,AC0139,A053,Sales,2026-06-16 09:00:00,7,1.5,recording://CL00913
CL00914,AC0027,A038,Support,2026-06-13 08:00:00,24,2.0,recording://CL00914
CL00915,AC0063,A054,Sales,2026-05-25 12:00:00,22,2.0,recording://CL00915
CL00916,AC0132,A011,Support,2025-09-09 13:00:00,18,0.7,recording://CL00916
CL00917,AC0012,A054,Sales,2026-02-11 09:00:00,17,1.7,recording://CL00917
CL00918,AC0057,A024,Support,2025-12-29 14:00:00,20,0.5,recording://CL00918
CL00919,AC0129,A037,Support,2026-04-05 18:00:00,17,1.7,recording://CL00919
CL00920,AC0125,A041,Sales,2026-08-24 15:00:00,40,1.5,recording://CL00920
CL00921,AC0047,A032,Support,2026-08-13 17:00:00,19,3.1,recording://CL00921
CL00922,AC0027,A056,Sales,2025-11-01 16:00:00,33,2.9,recording://CL00922
CL00923,AC0001,A023,Support,2025-10-19 17:00:00,11,3.5,recording://CL00923
CL00924,AC0121,A050,Sales,2026-06-07 15:00:00,15,1.0,recording://CL00924
CL00925,AC0071,A033,Support,2026-06-25 10:00:00,15,2.9,recording://CL00925
CL00926,AC0121,A032,Support,2026-05-13 11:00:00,13,1.6,recording://CL00926
CL00927,AC0018,A049,Sales,2025-11-18 18:00:00,20,1.6,recording://CL00927
CL00928,AC0062,A046,Sales,2025-11-19 13:00:00,19,2.6,recording://CL00928
CL00929,AC0118,A039,Sales,2026-05-19 18:00:00,27,1.8,recording://CL00929
CL00930,AC0117,A024,Support,2026-03-26 11:00:00,10,2.6,recording://CL00930
CL00931,AC0139,A045,Sales,2026-06-08 08:00:00,12,2.8,recording://CL00931
CL00932,AC0130,A026,Support,2025-11-13 13:00:00,13,1.4,recording://CL00932
CL00933,AC0061,A047,Sales,2025-11-13 15:00:00,6,0.4,recording://CL00933
CL00934,AC0090,A011,Support,2026-02-16 11:00:00,19,2.0,recording://CL00934
CL00935,AC0130,A044,Sales,2025-10-18 13:00:00,6,1.8,recording://CL00935
CL00936,AC0085,A023,Support,2026-08-06 18:00:00,14,0.7,recording://CL00936
CL00937,AC0114,A043,Sales,2026-02-06 12:00:00,22,2.0,recording://CL00937
CL00938,AC0008,A047,Sales,2026-01-01 17:00:00,17,1.4,recording://CL00938
CL00939,AC0140,A046,Sales,2026-04-21 11:00:00,15,0.0,recording://CL00939
CL00940,AC0058,A009,Support,2025-11-11 16:00:00,23,3.2,recording://CL00940
CL00941,AC0100,A004,Support,2025-11-29 13:00:00,22,1.2,recording://CL00941
CL00942,AC0075,A026,Support,2026-04-30 11:00:00,10,1.6,recording://CL00942
CL00943,AC0127,A056,Sales,2025-11-21 16:00:00,16,3.2,recording://CL00943
CL00944,AC0057,A030,Support,2026-08-04 09:00:00,16,0.5,recording://CL00944
CL00945,AC0103,A031,Support,2026-04-06 12:00:00,10,2.0,recording://CL00945
CL00946,AC0024,A015,Support,2026-01-19 09:00:00,8,1.4,recording://CL00946
CL00947,AC0057,A056,Sales,2025-12-10 19:00:00,22,0.9,recording://CL00947
CL00948,AC0080,A053,Sales,2026-03-27 08:00:00,9,5.6,recording://CL00948
CL00949,AC0089,A043,Sales,2025-11-27 17:00:00,24,3.1,recording://CL00949
CL00950,AC0026,A032,Support,2025-11-11 11:00:00,4,0.4,recording://CL00950
CL00951,AC0022,A052,Sales,2026-03-17 18:00:00,18,0.3,recording://CL00951
CL00952,AC0132,A008,Support,2025-12-26 10:00:00,8,0.5,recording://CL00952
CL00953,AC0088,A056,Sales,2026-03-25 09:00:00,8,2.2,recording://CL00953
CL00954,AC0074,A043,Sales,2026-06-26 15:00:00,15,2.0,recording://CL00954
CL00955,AC0033,A040,Sales,2025-12-21 15:00:00,30,2.2,recording://CL00955
CL00956,AC0137,A051,Sales,2026-02-03 16:00:00,19,3.4,recording://CL00956
CL00957,AC0140,A049,Sales,2026-04-10 18:00:00,8,0.9,recording://CL00957
CL00958,AC0075,A045,Sales,2025-12-15 08:00:00,8,1.5,recording://CL00958
CL00959,AC0067,A052,Sales,2026-04-20 18:00:00,20,1.3,recording://CL00959
