qa_review_id,ticket_id,agent_id,account_id,review_date,communication,resolution,accuracy,process_adherence,documentation,ownership,critical_failure,overall_score,agent_controlled
QA00488,TK02091,A028,AC0015,2026-04-06,3.0,4.9,4.4,3.3,4.0,4.6,0,80.7,1
QA00489,TK00205,A007,AC0059,2025-09-25,4.2,2.9,4.5,3.9,2.4,5.0,0,76.1,1
QA00490,TK03483,A033,AC0076,2026-08-24,3.9,3.8,3.2,4.3,3.3,4.7,0,77.4,0
QA00491,TK00662,A010,AC0088,2025-11-08,4.7,5.0,4.3,2.6,4.7,4.2,0,85.1,1
QA00492,TK03020,A025,AC0030,2026-07-04,4.8,4.0,3.5,4.2,4.1,3.7,0,81.4,1
QA00493,TK03149,A018,AC0066,2026-07-18,3.7,3.1,3.6,4.2,4.9,4.6,0,80.1,1
QA00494,TK00677,A003,AC0122,2025-11-10,4.1,3.9,4.0,4.6,2.9,3.9,0,78.1,1
QA00495,TK00981,A019,AC0030,2025-12-10,3.7,4.2,4.6,4.3,5.0,4.0,0,85.9,1
QA00496,TK03314,A021,AC0010,2026-08-06,4.2,3.2,4.6,3.4,2.8,4.0,0,74.2,1
QA00497,TK02053,A033,AC0013,2026-04-01,5.0,4.9,4.4,4.4,3.1,4.0,0,86.2,1
QA00498,TK01354,A001,AC0101,2026-01-20,4.6,5.0,4.9,3.3,3.8,1.3,0,76.2,1
QA00499,TK02020,A033,AC0105,2026-03-30,4.9,5.0,4.3,4.1,4.3,4.4,0,89.9,1
QA00500,TK02216,A035,AC0132,2026-04-20,3.4,3.8,3.6,4.0,3.5,2.0,0,68.1,1
QA00501,TK02881,A030,AC0017,2026-06-20,4.1,3.1,3.5,3.7,2.5,4.4,0,71.2,1
QA00502,TK00399,A030,AC0024,2025-10-15,5.0,5.0,4.2,4.3,4.6,4.3,0,91.5,1
QA00503,TK00832,A017,AC0069,2025-11-24,4.6,4.1,4.5,3.0,3.3,4.7,0,81.0,1
QA00504,TK03339,A019,AC0100,2026-08-08,4.3,2.3,4.3,4.8,5.0,3.5,0,81.1,1
QA00505,TK02469,A017,AC0121,2026-05-13,5.0,5.0,4.5,4.8,4.8,2.0,0,86.9,1
QA00506,TK02772,A024,AC0101,2026-06-10,5.0,4.8,3.8,3.9,4.2,4.1,0,86.1,1
QA00507,TK01303,A016,AC0003,2026-01-13,4.5,3.6,4.1,3.5,4.3,4.3,0,81.1,1
QA00508,TK00054,A002,AC0061,2025-09-07,4.4,3.8,5.0,3.8,2.2,2.1,0,70.8,1
QA00509,TK02157,A010,AC0139,2026-04-14,4.2,3.5,5.0,4.0,4.3,5.0,0,86.7,1
QA00510,TK01291,A033,AC0119,2026-01-12,4.5,4.4,3.7,3.8,3.3,3.7,0,78.3,1
QA00511,TK02566,A038,AC0056,2026-05-24,3.3,4.1,4.5,4.8,3.4,3.9,0,79.9,1
QA00512,TK01035,A016,AC0119,2025-12-16,4.5,2.5,4.3,3.9,3.2,5.0,0,77.9,1
QA00513,TK03109,A011,AC0057,2026-07-14,4.2,4.6,4.5,4.4,4.4,4.2,0,87.4,1
QA00514,TK03333,A007,AC0087,2026-08-07,5.0,4.2,4.1,3.9,3.0,3.8,0,80.0,1
QA00515,TK02326,A020,AC0089,2026-04-29,4.9,4.5,3.1,4.2,3.6,4.3,0,82.0,1
QA00516,TK02370,A003,AC0078,2026-05-04,3.7,3.9,3.4,4.9,4.1,5.0,0,82.9,1
QA00517,TK02594,A032,AC0101,2026-05-27,4.6,2.5,5.0,4.1,4.6,5.0,1,59.0,1
QA00518,TK03133,A009,AC0137,2026-07-16,5.0,5.0,3.6,4.5,4.2,4.7,0,89.8,1
QA00519,TK02927,A014,AC0120,2026-06-24,4.4,3.4,4.0,3.3,4.4,3.7,0,77.1,1
QA00520,TK00630,A033,AC0002,2025-11-06,4.1,4.9,3.8,4.4,3.1,5.0,0,83.9,1
QA00521,TK00334,A016,AC0047,2025-10-11,4.1,2.2,4.4,4.9,4.3,3.2,0,77.3,1
QA00522,TK00940,A026,AC0020,2025-12-06,4.0,4.1,4.0,4.3,4.1,4.5,0,83.6,1
QA00523,TK01653,A023,AC0085,2026-02-22,3.7,4.2,3.0,4.2,2.7,3.5,0,71.1,1
QA00524,TK00059,A009,AC0054,2025-09-07,4.1,4.4,3.7,3.8,5.0,3.3,0,80.8,1
QA00525,TK01063,A002,AC0088,2025-12-18,4.0,4.2,3.9,5.0,3.8,3.2,0,80.7,1
QA00526,TK03283,A003,AC0103,2026-08-02,4.4,3.4,3.9,3.0,4.1,4.0,0,76.1,1
QA00527,TK00999,A025,AC0038,2025-12-12,3.3,3.7,4.4,5.0,3.8,3.5,0,78.9,1
QA00528,TK00581,A037,AC0086,2025-11-01,2.9,4.4,5.0,3.2,4.8,3.3,0,78.7,1
QA00529,TK02689,A033,AC0061,2026-06-04,4.3,4.8,4.5,3.9,3.4,3.9,0,82.4,1
QA00530,TK01943,A012,AC0061,2026-03-23,4.0,4.0,3.9,3.6,3.9,3.9,0,77.3,1
QA00531,TK00007,A002,AC0087,2025-09-01,4.8,3.3,3.6,3.4,4.1,3.9,0,76.5,1
QA00532,TK02617,A021,AC0007,2026-05-29,4.6,2.8,4.6,3.8,3.9,3.8,0,78.8,0
QA00533,TK01912,A002,AC0082,2026-03-20,3.7,4.6,3.4,4.0,4.4,5.0,0,83.7,1
QA00534,TK03476,A028,AC0121,2026-08-24,5.0,3.5,4.6,4.5,3.1,5.0,0,85.8,1
QA00535,TK00156,A024,AC0037,2025-09-18,3.2,3.9,4.0,4.4,3.9,4.9,0,81.3,1
QA00536,TK00255,A015,AC0121,2025-09-30,5.0,4.7,3.9,3.6,5.0,3.1,0,84.5,1
QA00537,TK02389,A014,AC0024,2026-05-06,4.9,2.7,4.4,3.6,3.8,4.6,0,79.9,0
QA00538,TK02230,A034,AC0065,2026-04-21,4.2,5.0,4.6,3.7,2.6,2.6,0,75.6,1
QA00539,TK00295,A022,AC0135,2025-10-06,5.0,2.7,3.8,4.5,2.9,4.6,0,78.1,1
QA00540,TK01953,A001,AC0099,2026-03-24,5.0,5.0,4.5,4.1,5.0,3.1,0,89.2,1
QA00541,TK00706,A036,AC0140,2025-11-11,4.7,2.7,5.0,3.7,5.0,3.4,0,81.5,0
QA00542,TK02454,A012,AC0097,2026-05-12,4.1,3.0,5.0,3.8,4.2,5.0,0,83.9,1
QA00543,TK01211,A019,AC0025,2026-01-03,4.5,2.8,3.8,5.0,3.0,4.1,0,77.1,1
QA00544,TK01360,A022,AC0098,2026-01-20,4.3,3.9,4.7,5.0,2.9,3.9,0,82.1,1
QA00545,TK03375,A029,AC0049,2026-08-11,3.8,4.3,4.1,3.2,5.0,3.7,0,80.3,1
QA00546,TK01422,A031,AC0012,2026-01-27,4.1,4.4,3.7,4.8,3.8,4.1,0,82.7,1
QA00547,TK02545,A018,AC0087,2026-05-21,4.1,2.9,4.7,3.4,1.6,4.5,0,70.3,1
QA00548,TK00443,A035,AC0117,2025-10-19,4.1,2.2,5.0,4.0,4.1,3.9,0,77.7,1
QA00549,TK00340,A035,AC0050,2025-10-11,4.2,4.1,3.7,5.0,5.0,4.9,0,89.6,1
QA00550,TK02699,A025,AC0051,2026-06-06,3.9,2.9,2.6,3.3,4.8,4.0,0,71.9,1
QA00551,TK02417,A003,AC0053,2026-05-09,4.7,3.8,4.8,4.9,2.8,3.6,0,82.1,1
QA00552,TK01125,A017,AC0092,2025-12-25,5.0,3.9,3.9,4.3,4.1,4.6,0,85.9,1
QA00553,TK02353,A028,AC0088,2026-05-02,4.4,2.6,4.0,3.9,2.6,4.2,0,72.3,1
QA00554,TK01606,A025,AC0150,2026-02-16,4.2,5.0,4.8,3.3,4.9,4.5,0,88.5,1
QA00555,TK02307,A018,AC0124,2026-04-27,4.1,4.1,4.5,3.7,4.0,4.8,0,84.3,1
QA00556,TK01429,A026,AC0029,2026-01-28,4.6,5.0,5.0,3.6,3.6,4.3,0,86.6,1
QA00557,TK03468,A018,AC0069,2026-08-22,4.9,4.3,4.3,3.7,2.9,4.0,0,80.2,1
QA00558,TK02819,A035,AC0082,2026-06-14,3.6,3.3,4.3,3.7,4.8,5.0,0,82.4,1
QA00559,TK00339,A028,AC0058,2025-10-11,4.6,4.6,5.0,4.4,3.9,3.7,0,87.3,1
QA00560,TK00436,A008,AC0046,2025-10-18,4.9,3.3,5.0,4.5,2.9,5.0,0,85.5,1
QA00561,TK01643,A013,AC0137,2026-02-20,4.2,4.5,4.4,4.1,2.6,3.7,0,78.1,1
QA00562,TK00906,A038,AC0008,2025-12-01,3.4,3.9,4.7,4.3,3.5,5.0,0,82.6,1
QA00563,TK02585,A010,AC0037,2026-05-26,4.3,4.3,3.3,5.0,4.8,3.7,1,59.0,1
QA00564,TK01329,A012,AC0011,2026-01-17,4.4,3.3,3.9,3.4,4.5,5.0,0,81.7,1
QA00565,TK00063,A027,AC0068,2025-09-08,4.0,4.5,3.8,4.5,3.2,3.3,0,77.9,1
QA00566,TK00215,A003,AC0007,2025-09-26,5.0,3.3,4.1,3.4,5.0,4.1,1,59.0,0
QA00567,TK01241,A023,AC0088,2026-01-07,4.4,4.3,4.6,3.5,4.9,4.2,0,86.4,1
QA00568,TK02219,A029,AC0081,2026-04-21,4.6,3.4,3.4,3.6,4.9,4.7,0,82.0,1
QA00569,TK00917,A037,AC0140,2025-12-02,4.8,3.7,3.5,4.4,3.7,4.4,0,82.0,1
QA00570,TK00584,A011,AC0086,2025-11-02,4.4,2.3,3.5,4.2,4.8,4.3,0,78.6,1
QA00571,TK02712,A023,AC0085,2026-06-06,3.7,4.5,4.0,3.2,4.0,4.3,0,79.0,1
QA00572,TK03372,A027,AC0059,2026-08-11,4.2,4.7,3.4,5.0,2.7,2.3,0,74.0,1
QA00573,TK02721,A033,AC0072,2026-06-07,4.3,3.5,3.1,4.1,4.9,4.3,1,59.0,1
QA00574,TK03034,A036,AC0047,2026-07-06,4.8,3.9,4.1,4.0,3.5,3.8,0,80.2,1
QA00575,TK02587,A016,AC0024,2026-05-26,4.5,4.5,4.2,2.3,5.0,3.9,0,81.6,1
QA00576,TK02204,A010,AC0046,2026-04-19,4.6,3.8,4.0,5.0,4.0,3.9,0,84.2,1
QA00577,TK01119,A037,AC0134,2025-12-24,4.3,3.8,4.0,3.1,5.0,3.7,1,59.0,1
QA00578,TK00452,A022,AC0085,2025-10-20,4.5,1.8,3.6,4.6,4.6,4.3,0,77.9,1
QA00579,TK00392,A002,AC0137,2025-10-15,3.6,3.5,4.2,5.0,3.9,4.5,0,82.1,1
QA00580,TK01043,A012,AC0085,2025-12-16,5.0,4.0,4.7,3.9,3.2,2.8,0,78.5,1
QA00581,TK01902,A028,AC0131,2026-03-19,4.3,4.2,3.5,3.7,3.1,4.0,0,76.1,1
QA00582,TK00118,A033,AC0094,2025-09-14,3.9,4.8,4.5,4.4,4.0,4.3,0,86.0,1
QA00583,TK00439,A028,AC0073,2025-10-19,3.6,3.7,3.7,2.6,3.4,5.0,0,73.5,1
QA00584,TK00692,A020,AC0100,2025-11-11,4.8,2.6,4.3,4.7,3.9,4.5,0,83.1,1
QA00585,TK03480,A021,AC0133,2026-08-24,4.2,3.9,4.7,4.2,3.8,4.7,0,85.1,1
QA00586,TK03461,A036,AC0024,2026-08-22,5.0,3.3,3.3,3.4,4.2,4.2,0,78.0,1
QA00587,TK00787,A033,AC0061,2025-11-19,4.3,4.3,5.0,3.7,4.2,4.0,0,85.4,1
QA00588,TK00103,A033,AC0050,2025-09-12,3.2,3.6,3.9,4.1,4.4,3.2,0,75.0,1
QA00589,TK01547,A014,AC0110,2026-02-11,4.1,3.2,5.0,3.8,4.6,4.3,0,83.3,1
QA00590,TK01296,A027,AC0047,2026-01-12,5.0,3.9,3.8,4.2,4.3,4.1,0,84.3,1
QA00591,TK00069,A017,AC0059,2025-09-08,4.3,4.1,3.4,4.7,4.5,3.6,1,59.0,1
QA00592,TK02852,A013,AC0125,2026-06-17,3.8,5.0,4.2,4.4,3.4,3.7,0,81.8,1
QA00593,TK01457,A037,AC0126,2026-01-31,5.0,3.9,4.4,4.7,5.0,3.3,0,87.7,1
QA00594,TK00368,A013,AC0129,2025-10-13,4.4,3.6,5.0,2.6,3.9,4.6,0,80.3,1
QA00595,TK01427,A031,AC0085,2026-01-28,4.8,5.0,2.9,4.0,4.3,5.0,0,86.6,1
QA00596,TK01312,A022,AC0088,2026-01-14,3.4,4.4,4.0,4.1,2.7,3.7,0,74.7,1
QA00597,TK00615,A014,AC0062,2025-11-05,4.4,4.7,4.4,3.0,5.0,4.6,0,87.0,1
QA00598,TK02841,A002,AC0015,2026-06-16,3.2,3.2,3.9,5.0,4.1,3.2,0,75.7,1
QA00599,TK02985,A014,AC0044,2026-06-30,4.6,3.1,5.0,5.0,4.4,4.9,0,89.8,1
QA00600,TK02923,A021,AC0023,2026-06-24,4.2,3.7,4.2,3.5,4.9,4.4,0,82.9,1
QANS001,TKNS001,A001,AC0150,2026-08-25,4.8,4.0,4.9,4.8,4.7,4.8,0,93.3,0
QANS002,TKNS002,A002,AC0150,2026-08-26,4.7,4.1,4.8,4.9,4.6,4.7,0,92.7,0
