ticket_id,account_id,agent_id,created_at,resolved_at,contact_reason,resolution_status,first_response_minutes,escalation_required,escalation_reason,complaint_flag,repeat_contact,related_sop
TK01503,AC0090,A037,2026-02-06 14:00:00,2026-02-07 16:27:12.698032944,Account,Resolved,26,0,None,0,0,None
TK01504,AC0085,A034,2026-02-06 19:00:00,2026-02-07 02:17:05.942835712,Feature Request,Resolved,46,0,None,0,1,SOP-12
TK01505,AC0127,A022,2026-02-06 20:00:00,,Feature Request,Unresolved,27,0,None,0,1,SOP-07
TK01506,AC0150,A011,2026-02-06 11:00:00,2026-02-07 01:36:46.404195901,Account,Resolved,67,0,None,0,0,None
TK01507,AC0080,A012,2026-02-06 15:00:00,2026-02-07 11:34:30.415629900,How-to,Resolved,49,0,None,0,0,SOP-18
TK01508,AC0032,A016,2026-02-07 10:00:00,,Technical,Escalated,63,1,Technical,0,0,None
TK01509,AC0133,A028,2026-02-07 16:00:00,2026-02-08 09:43:29.802578304,Account,Resolved,31,0,None,0,0,SOP-23
TK01510,AC0052,A015,2026-02-07 17:00:00,2026-02-08 06:38:28.331523181,Bug,Resolved,47,1,Billing,0,0,None
TK01511,AC0017,A033,2026-02-07 10:00:00,2026-02-09 09:21:54.198582992,Integration,Resolved,5,0,None,0,0,None
TK01512,AC0123,A036,2026-02-07 10:00:00,2026-02-08 09:57:16.074272464,Feature Request,Resolved,90,0,None,0,0,SOP-23
TK01513,AC0039,A015,2026-02-07 09:00:00,2026-02-07 17:53:53.625226278,Bug,Resolved,88,1,Operations,0,0,SOP-07
TK01514,AC0087,A033,2026-02-07 10:00:00,2026-02-08 03:55:32.374614591,Integration,Resolved,99,0,None,0,0,SOP-12
TK01515,AC0030,A002,2026-02-07 14:00:00,,Billing,Waiting Internally,8,1,Operations,0,0,None
TK01516,AC0126,A005,2026-02-07 15:00:00,,Integration,Escalated,16,1,Billing,0,0,None
TK01517,AC0144,A030,2026-02-08 17:00:00,2026-02-09 23:54:11.118736222,Feature Request,Resolved,30,0,None,0,0,None
TK01518,AC0033,A013,2026-02-08 16:00:00,2026-02-09 08:12:21.560158520,Feature Request,Resolved,28,0,None,0,0,None
TK01519,AC0019,A016,2026-02-08 13:00:00,2026-02-08 16:30:07.808593565,Billing,Resolved,25,0,None,0,0,None
TK01520,AC0100,A010,2026-02-08 16:00:00,2026-02-08 19:38:11.660343969,How-to,Resolved,13,0,None,0,0,None
TK01521,AC0007,A028,2026-02-08 12:00:00,2026-02-09 08:18:27.551236478,Technical,Resolved,65,0,None,0,0,SOP-23
TK01522,AC0139,A028,2026-02-08 09:00:00,,Technical,Escalated,50,1,Billing,0,0,SOP-23
TK01523,AC0010,A037,2026-02-08 12:00:00,,Technical,Unresolved,64,0,None,0,0,SOP-07
TK01524,AC0100,A036,2026-02-08 08:00:00,2026-02-09 09:34:36.162491140,Integration,Resolved,94,0,None,0,0,SOP-18
TK01525,AC0088,A004,2026-02-08 19:00:00,2026-02-09 03:36:03.219587795,Account,Resolved,13,0,None,0,0,None
TK01526,AC0023,A004,2026-02-08 15:00:00,2026-02-09 19:09:09.781264232,Technical,Resolved,42,0,None,0,0,SOP-07
TK01527,AC0025,A006,2026-02-08 08:00:00,2026-02-09 09:17:08.647473855,Technical,Resolved,10,0,None,1,0,SOP-18
TK01528,AC0041,A013,2026-02-09 08:00:00,,Billing,Waiting Internally,32,1,Product,1,0,SOP-23
TK01529,AC0117,A031,2026-02-09 14:00:00,2026-02-10 02:27:48.845864854,Account,Resolved,42,0,None,0,0,None
TK01530,AC0085,A017,2026-02-09 14:00:00,2026-02-10 09:21:58.929318766,Technical,Resolved,24,0,None,0,1,None
TK01531,AC0047,A024,2026-02-09 19:00:00,2026-02-10 11:20:54.059235929,Account,Resolved,91,0,None,0,0,SOP-23
TK01532,AC0134,A008,2026-02-09 15:00:00,2026-02-10 00:43:26.833292490,Bug,Resolved,101,1,Product,0,1,None
TK01533,AC0100,A005,2026-02-09 11:00:00,,Account,Unresolved,8,0,None,0,0,None
TK01534,AC0132,A007,2026-02-09 19:00:00,2026-02-11 04:07:08.539100211,Account,Resolved,62,0,None,0,0,SOP-07
TK01535,AC0069,A026,2026-02-09 19:00:00,2026-02-11 05:44:49.520363632,Technical,Resolved,38,0,None,0,0,SOP-07
TK01536,AC0099,A001,2026-02-09 19:00:00,2026-02-10 21:57:35.773657194,Billing,Resolved,143,0,None,0,0,None
TK01537,AC0018,A017,2026-02-09 11:00:00,,Feature Request,Unresolved,118,0,None,0,0,SOP-07
TK01538,AC0113,A014,2026-02-10 13:00:00,2026-02-10 22:45:57.817546960,How-to,Resolved,24,0,None,0,0,SOP-07
TK01539,AC0018,A026,2026-02-10 12:00:00,2026-02-11 04:54:17.086777606,Feature Request,Resolved,16,0,None,0,0,SOP-18
TK01540,AC0046,A022,2026-02-10 15:00:00,2026-02-10 22:42:54.245027472,How-to,Resolved,26,0,None,0,0,None
TK01541,AC0087,A033,2026-02-10 08:00:00,2026-02-11 00:50:21.404418998,Account,Resolved,36,0,None,0,1,SOP-18
TK01542,AC0124,A016,2026-02-10 17:00:00,,Technical,Partially Resolved,2,0,None,0,0,None
TK01543,AC0092,A002,2026-02-10 10:00:00,2026-02-10 22:32:50.208678991,Technical,Resolved,15,0,None,0,0,SOP-23
TK01544,AC0082,A027,2026-02-11 16:00:00,2026-02-12 15:21:15.865130208,Integration,Resolved,17,0,None,0,0,SOP-18
TK01545,AC0104,A005,2026-02-11 12:00:00,2026-02-12 11:07:58.225542513,Account,Resolved,29,0,None,0,0,None
TK01546,AC0047,A014,2026-02-11 20:00:00,,Integration,Unresolved,65,0,None,0,0,None
TK01547,AC0110,A014,2026-02-11 13:00:00,2026-02-11 21:12:27.313694825,Integration,Resolved,22,0,None,0,0,None
TK01548,AC0132,A004,2026-02-11 18:00:00,2026-02-12 01:05:38.373641587,How-to,Resolved,26,0,None,0,0,None
TK01549,AC0035,A035,2026-02-11 09:00:00,,Technical,Escalated,48,1,Billing,0,0,SOP-07
TK01550,AC0021,A015,2026-02-11 15:00:00,2026-02-13 02:23:56.537943022,Technical,Resolved,41,0,None,0,0,None
TK01551,AC0101,A001,2026-02-11 08:00:00,,How-to,Escalated,33,1,Product,0,0,SOP-07
TK01552,AC0065,A010,2026-02-11 11:00:00,2026-02-12 14:25:02.195846272,Technical,Resolved,45,0,None,0,0,SOP-18
TK01553,AC0085,A014,2026-02-11 12:00:00,2026-02-12 00:23:40.094104241,Integration,Resolved,69,0,None,0,0,None
TK01554,AC0100,A009,2026-02-11 16:00:00,2026-02-12 20:18:21.839402897,Bug,Resolved,54,1,Billing,0,0,SOP-18
TK01555,AC0013,A023,2026-02-11 14:00:00,2026-02-12 14:13:36.646014779,Integration,Resolved,42,0,None,0,0,SOP-23
TK01556,AC0075,A016,2026-02-12 15:00:00,2026-02-13 14:05:26.027877505,Bug,Resolved,36,0,None,0,1,None
TK01557,AC0052,A016,2026-02-12 17:00:00,2026-02-15 12:11:01.449307980,Account,Resolved,23,0,None,0,0,None
TK01558,AC0126,A030,2026-02-12 10:00:00,2026-02-12 20:33:46.136007580,Technical,Resolved,21,0,None,0,0,None
TK01559,AC0113,A006,2026-02-12 09:00:00,,Technical,Waiting Customer,20,0,None,0,1,SOP-12
TK01560,AC0138,A018,2026-02-12 11:00:00,,Technical,Escalated,43,1,Technical,0,0,SOP-12
TK01561,AC0088,A009,2026-02-12 10:00:00,2026-02-12 17:06:03.551156327,Integration,Resolved,57,0,None,0,0,None
TK01562,AC0024,A036,2026-02-12 13:00:00,,How-to,Waiting Internally,141,1,Billing,0,0,SOP-23
TK01563,AC0027,A029,2026-02-12 08:00:00,2026-02-13 07:05:55.925657983,How-to,Resolved,60,0,None,0,0,None
TK01564,AC0058,A018,2026-02-13 17:00:00,2026-02-14 03:24:15.468195436,Integration,Resolved,11,0,None,0,0,None
TK01565,AC0090,A002,2026-02-13 13:00:00,2026-02-13 19:35:18.123232048,How-to,Resolved,22,0,None,0,0,SOP-12
TK01566,AC0003,A021,2026-02-13 12:00:00,,Bug,Partially Resolved,94,1,Billing,0,0,None
TK01567,AC0085,A034,2026-02-13 14:00:00,,Account,Unresolved,36,0,None,0,0,None
TK01568,AC0073,A004,2026-02-13 15:00:00,2026-02-14 03:56:02.096775729,Technical,Resolved,15,0,None,0,0,None
TK01569,AC0086,A006,2026-02-13 10:00:00,2026-02-13 19:37:48.236851524,Account,Resolved,20,0,None,0,0,SOP-18
TK01570,AC0100,A038,2026-02-13 09:00:00,2026-02-14 05:55:52.881654561,Technical,Resolved,54,0,None,0,1,SOP-07
TK01571,AC0057,A002,2026-02-13 20:00:00,2026-02-14 11:37:05.583026467,Technical,Resolved,21,0,None,0,0,SOP-23
TK01572,AC0049,A002,2026-02-13 16:00:00,2026-02-15 13:25:37.466857253,How-to,Resolved,15,0,None,0,0,None
TK01573,AC0125,A012,2026-02-13 15:00:00,2026-02-14 03:05:30.648807953,Billing,Resolved,29,0,None,0,0,None
TK01574,AC0127,A011,2026-02-13 15:00:00,2026-02-13 23:24:11.722269547,How-to,Resolved,22,0,None,0,0,None
TK01575,AC0099,A011,2026-02-13 19:00:00,,Account,Waiting Customer,8,0,None,0,0,SOP-18
TK01576,AC0130,A008,2026-02-13 17:00:00,2026-02-14 10:09:56.828932897,Technical,Resolved,46,0,None,0,1,SOP-23
TK01577,AC0112,A022,2026-02-13 08:00:00,,Technical,Escalated,17,1,Product,0,0,SOP-18
TK01578,AC0101,A007,2026-02-14 12:00:00,2026-02-15 12:24:24.537653740,How-to,Resolved,45,0,None,0,0,SOP-12
TK01579,AC0127,A021,2026-02-14 09:00:00,2026-02-14 20:02:25.729818945,Integration,Resolved,43,0,None,0,0,SOP-23
TK01580,AC0099,A029,2026-02-14 11:00:00,2026-02-14 16:14:42.706599111,Feature Request,Resolved,16,0,None,0,0,SOP-23
TK01581,AC0046,A015,2026-02-14 10:00:00,2026-02-15 05:51:46.246440848,Technical,Resolved,9,0,None,0,0,None
TK01582,AC0061,A013,2026-02-14 17:00:00,2026-02-14 17:18:01.022712392,Technical,Resolved,12,0,None,0,0,SOP-23
TK01583,AC0086,A023,2026-02-14 13:00:00,2026-02-15 04:33:02.441841038,How-to,Resolved,20,0,None,0,0,None
TK01584,AC0146,A008,2026-02-14 08:00:00,2026-02-14 15:28:48.847106358,Technical,Resolved,88,0,None,0,0,SOP-18
TK01585,AC0044,A006,2026-02-14 10:00:00,2026-02-15 23:14:21.012742767,Bug,Resolved,59,1,Billing,0,0,SOP-12
TK01586,AC0067,A002,2026-02-15 17:00:00,2026-02-16 02:39:24.219016489,Integration,Resolved,40,0,None,1,0,None
TK01587,AC0090,A023,2026-02-15 09:00:00,2026-02-16 05:04:41.752641070,Integration,Resolved,64,0,None,0,0,SOP-23
TK01588,AC0068,A028,2026-02-15 08:00:00,2026-02-17 07:18:51.062286590,Feature Request,Resolved,49,0,None,0,0,None
TK01589,AC0025,A002,2026-02-15 10:00:00,2026-02-15 21:25:00.886777698,Feature Request,Resolved,35,0,None,0,0,SOP-07
TK01590,AC0064,A037,2026-02-15 12:00:00,,How-to,Waiting Internally,52,1,Product,0,0,None
TK01591,AC0101,A030,2026-02-15 20:00:00,2026-02-16 11:31:24.950443527,Account,Resolved,3,0,None,0,0,SOP-23
TK01592,AC0049,A027,2026-02-15 09:00:00,,Bug,Escalated,6,1,Billing,1,0,SOP-18
TK01593,AC0035,A024,2026-02-15 09:00:00,2026-02-15 23:07:46.913741941,Feature Request,Resolved,12,0,None,0,0,SOP-18
TK01594,AC0061,A038,2026-02-15 18:00:00,,Technical,Escalated,102,1,Billing,0,1,SOP-12
TK01595,AC0132,A036,2026-02-15 16:00:00,,Bug,Escalated,37,1,Billing,0,0,None
TK01596,AC0137,A008,2026-02-15 18:00:00,2026-02-16 06:53:11.549042427,Bug,Resolved,48,0,None,0,0,SOP-07
TK01597,AC0054,A032,2026-02-15 15:00:00,2026-02-15 15:56:58.938749406,How-to,Resolved,15,0,None,0,0,SOP-18
TK01598,AC0003,A007,2026-02-15 16:00:00,2026-02-17 00:50:07.151253640,How-to,Resolved,29,0,None,0,1,SOP-12
TK01599,AC0132,A032,2026-02-15 10:00:00,2026-02-16 17:27:29.719076437,Technical,Resolved,22,0,None,0,0,None
TK01600,AC0128,A012,2026-02-15 17:00:00,,Integration,Partially Resolved,101,0,None,0,0,None
TK01601,AC0030,A025,2026-02-16 19:00:00,2026-02-16 20:11:35.420237448,Technical,Resolved,48,0,None,1,0,None
TK01602,AC0088,A015,2026-02-16 12:00:00,2026-02-16 20:57:54.841477700,Billing,Resolved,10,0,None,0,0,SOP-18
TK01603,AC0073,A010,2026-02-16 10:00:00,,Account,Escalated,44,1,Technical,0,0,SOP-18
TK01604,AC0057,A011,2026-02-16 12:00:00,2026-02-16 18:39:15.780159787,Account,Resolved,56,0,None,0,0,None
TK01605,AC0065,A006,2026-02-16 13:00:00,2026-02-18 01:09:57.134031743,Bug,Resolved,48,1,Product,0,1,SOP-12
TK01606,AC0150,A025,2026-02-16 20:00:00,2026-02-18 20:25:15.337623182,Billing,Resolved,54,0,None,0,0,SOP-23
TK01607,AC0113,A027,2026-02-16 17:00:00,,Account,Unresolved,14,0,None,0,1,SOP-23
TK01608,AC0009,A018,2026-02-16 10:00:00,2026-02-16 13:40:52.663477335,How-to,Resolved,33,0,None,0,0,None
TK01609,AC0105,A015,2026-02-16 12:00:00,2026-02-17 19:11:30.829721622,How-to,Resolved,20,0,None,0,0,None
TK01610,AC0056,A021,2026-02-17 16:00:00,2026-02-18 04:29:31.289190230,Technical,Resolved,9,0,None,0,1,None
TK01611,AC0094,A010,2026-02-17 09:00:00,,Feature Request,Waiting Customer,102,0,None,0,0,None
TK01612,AC0024,A025,2026-02-17 16:00:00,2026-02-18 17:10:32.685348833,How-to,Resolved,56,0,None,0,1,SOP-12
TK01613,AC0065,A016,2026-02-17 09:00:00,2026-02-18 04:21:15.060503123,Account,Resolved,16,0,None,0,0,SOP-23
TK01614,AC0006,A032,2026-02-17 20:00:00,2026-02-18 12:17:10.891717733,How-to,Resolved,20,0,None,0,1,SOP-23
TK01615,AC0049,A002,2026-02-17 15:00:00,,Integration,Unresolved,20,0,None,0,0,None
TK01616,AC0037,A030,2026-02-17 20:00:00,2026-02-18 03:00:35.378162130,How-to,Resolved,23,0,None,0,1,None
TK01617,AC0094,A013,2026-02-17 12:00:00,2026-02-18 04:18:22.075595127,Technical,Resolved,80,0,None,0,0,SOP-12
TK01618,AC0018,A026,2026-02-17 08:00:00,2026-02-17 15:19:28.810182118,Technical,Resolved,52,0,None,0,0,SOP-18
TK01619,AC0056,A021,2026-02-17 13:00:00,,Billing,Escalated,7,1,Technical,0,0,SOP-23
TK01620,AC0065,A027,2026-02-17 16:00:00,2026-02-17 22:31:51.252441666,How-to,Resolved,59,0,None,0,1,SOP-07
TK01621,AC0085,A011,2026-02-18 10:00:00,2026-02-19 14:30:25.150942242,How-to,Resolved,30,0,None,0,0,SOP-18
TK01622,AC0099,A007,2026-02-18 17:00:00,2026-02-19 12:09:14.980169629,Account,Resolved,21,0,None,0,1,None
TK01623,AC0017,A006,2026-02-18 11:00:00,2026-02-18 19:27:05.013794451,Bug,Resolved,36,1,Technical,0,0,None
TK01624,AC0010,A035,2026-02-18 19:00:00,2026-02-19 00:31:35.153049157,Technical,Resolved,50,0,None,0,0,SOP-23
TK01625,AC0062,A009,2026-02-18 09:00:00,2026-02-20 03:15:26.785403521,Bug,Resolved,28,1,Product,0,0,None
TK01626,AC0085,A036,2026-02-18 08:00:00,2026-02-19 07:04:19.980229409,Integration,Resolved,15,0,None,0,1,SOP-18
TK01627,AC0100,A035,2026-02-18 08:00:00,2026-02-19 05:04:19.252554650,Integration,Resolved,19,0,None,1,0,SOP-07
TK01628,AC0117,A034,2026-02-18 17:00:00,2026-02-19 02:05:39.931241850,Technical,Resolved,21,0,None,0,0,SOP-07
TK01629,AC0140,A022,2026-02-19 18:00:00,2026-02-20 08:52:01.771801018,Technical,Resolved,79,0,None,0,0,SOP-23
TK01630,AC0008,A012,2026-02-19 20:00:00,,Bug,Waiting Internally,102,1,Product,1,0,None
TK01631,AC0068,A015,2026-02-19 14:00:00,2026-02-20 14:04:43.539302747,How-to,Resolved,23,0,None,1,0,SOP-18
TK01632,AC0138,A033,2026-02-19 18:00:00,2026-02-20 09:52:38.731373008,Bug,Resolved,10,0,None,0,0,None
TK01633,AC0021,A014,2026-02-19 10:00:00,2026-02-19 16:57:45.677315145,Feature Request,Resolved,25,0,None,0,0,SOP-18
TK01634,AC0088,A031,2026-02-19 10:00:00,,Bug,Waiting Internally,62,1,Technical,0,0,None
TK01635,AC0061,A038,2026-02-19 11:00:00,2026-02-19 16:01:31.301092064,Account,Resolved,13,0,None,0,0,SOP-18
TK01636,AC0142,A033,2026-02-20 20:00:00,2026-02-21 03:58:37.919472777,Billing,Resolved,22,0,None,0,0,SOP-07
TK01637,AC0127,A001,2026-02-20 14:00:00,2026-02-20 15:57:45.421951044,Bug,Resolved,6,0,None,0,0,SOP-12
TK01638,AC0004,A008,2026-02-20 15:00:00,2026-02-20 17:06:23.830946104,Account,Resolved,12,0,None,0,0,None
TK01639,AC0053,A033,2026-02-20 10:00:00,2026-02-21 00:03:13.893530463,Bug,Resolved,5,0,None,0,0,SOP-12
TK01640,AC0101,A038,2026-02-20 18:00:00,2026-02-22 04:55:25.150504355,Integration,Resolved,50,0,None,0,0,SOP-07
TK01641,AC0139,A038,2026-02-20 16:00:00,,Feature Request,Waiting Customer,58,0,None,0,0,None
TK01642,AC0137,A023,2026-02-20 19:00:00,,Account,Waiting Customer,18,0,None,0,0,SOP-23
TK01643,AC0137,A013,2026-02-20 11:00:00,2026-02-21 03:52:57.351605225,Feature Request,Resolved,48,0,None,0,0,None
TK01644,AC0086,A032,2026-02-20 09:00:00,,Billing,Escalated,147,1,Product,0,0,None
TK01645,AC0050,A037,2026-02-20 09:00:00,2026-02-20 13:09:57.136012370,Billing,Resolved,25,0,None,0,0,SOP-12
TK01646,AC0132,A029,2026-02-20 14:00:00,2026-02-21 20:41:05.897159156,Bug,Resolved,19,0,None,0,1,SOP-18
TK01647,AC0114,A027,2026-02-21 18:00:00,2026-02-22 16:18:58.964375569,Bug,Resolved,52,0,None,0,1,None
TK01648,AC0089,A023,2026-02-21 10:00:00,2026-02-22 06:20:32.381470472,Technical,Resolved,47,0,None,0,0,None
TK01649,AC0062,A038,2026-02-21 13:00:00,2026-02-22 05:41:49.296518758,Billing,Resolved,26,0,None,0,0,SOP-07
TK01650,AC0104,A026,2026-02-21 08:00:00,2026-02-22 03:16:10.805763406,Billing,Resolved,48,0,None,0,0,SOP-12
TK01651,AC0030,A013,2026-02-21 19:00:00,2026-02-23 03:20:45.603011405,How-to,Resolved,58,0,None,0,0,SOP-23
TK01652,AC0130,A013,2026-02-21 19:00:00,2026-02-22 12:06:08.248987482,How-to,Resolved,16,0,None,0,0,None
TK01653,AC0085,A023,2026-02-22 13:00:00,2026-02-22 22:51:20.578567545,Bug,Resolved,22,1,Billing,1,1,None
TK01654,AC0101,A022,2026-02-22 10:00:00,2026-02-22 18:05:59.075726652,Technical,Resolved,67,0,None,0,1,SOP-18
TK01655,AC0076,A036,2026-02-22 12:00:00,2026-02-23 01:07:15.352239197,Account,Resolved,19,0,None,0,0,SOP-23
TK01656,AC0061,A023,2026-02-22 15:00:00,2026-02-23 12:04:40.329961954,Technical,Resolved,33,0,None,0,0,None
TK01657,AC0132,A009,2026-02-22 19:00:00,2026-02-24 18:26:16.260256344,How-to,Resolved,28,0,None,0,0,SOP-12
TK01658,AC0018,A032,2026-02-22 18:00:00,2026-02-22 19:26:42.146250491,How-to,Resolved,28,0,None,0,0,None
TK01659,AC0101,A012,2026-02-23 13:00:00,2026-02-24 03:43:37.140379820,Account,Resolved,28,0,None,0,0,SOP-23
TK01660,AC0023,A033,2026-02-23 10:00:00,2026-02-23 21:01:52.600137633,Technical,Resolved,17,0,None,0,1,SOP-07
TK01661,AC0103,A003,2026-02-23 09:00:00,2026-02-24 01:02:49.872393237,Account,Resolved,23,0,None,0,0,SOP-07
TK01662,AC0065,A032,2026-02-23 13:00:00,,Billing,Escalated,36,1,Billing,0,0,SOP-23
TK01663,AC0104,A026,2026-02-23 14:00:00,2026-02-24 11:35:34.377976831,How-to,Resolved,87,0,None,0,0,SOP-12
TK01664,AC0058,A009,2026-02-23 15:00:00,,How-to,Escalated,31,1,Operations,0,0,None
TK01665,AC0040,A028,2026-02-23 18:00:00,,How-to,Unresolved,25,0,None,0,0,None
TK01666,AC0130,A027,2026-02-24 09:00:00,2026-02-25 07:34:25.204736957,Technical,Resolved,54,0,None,0,0,SOP-18
TK01667,AC0140,A007,2026-02-24 19:00:00,2026-02-25 08:30:16.332805362,How-to,Resolved,59,0,None,0,0,SOP-12
TK01668,AC0064,A031,2026-02-24 14:00:00,2026-02-25 00:26:23.921562022,Billing,Resolved,17,0,None,1,0,SOP-23
TK01669,AC0069,A014,2026-02-24 17:00:00,2026-02-25 05:51:30.379944628,Bug,Resolved,11,0,None,0,0,SOP-07
TK01670,AC0044,A010,2026-02-24 16:00:00,2026-02-25 18:21:57.407139798,Integration,Resolved,5,0,None,0,0,None
TK01671,AC0058,A026,2026-02-24 08:00:00,2026-02-24 19:19:22.041218635,Technical,Resolved,39,0,None,0,0,SOP-23
TK01672,AC0101,A001,2026-02-24 12:00:00,,Technical,Escalated,22,1,Operations,0,0,None
TK01673,AC0121,A038,2026-02-24 12:00:00,,Integration,Waiting Customer,9,0,None,0,1,SOP-12
TK01674,AC0030,A020,2026-02-24 08:00:00,2026-02-24 20:03:06.679325278,Billing,Resolved,19,0,None,0,0,SOP-12
TK01675,AC0132,A032,2026-02-24 14:00:00,2026-02-25 10:42:40.639723188,Billing,Resolved,38,0,None,0,1,None
TK01676,AC0137,A003,2026-02-24 17:00:00,2026-02-25 20:29:50.729445363,Integration,Resolved,24,0,None,1,0,SOP-23
TK01677,AC0009,A004,2026-02-24 15:00:00,2026-02-25 05:45:31.592872163,Technical,Resolved,8,0,None,0,0,SOP-07
TK01678,AC0006,A005,2026-02-24 18:00:00,,Technical,Unresolved,16,0,None,0,0,SOP-07
TK01679,AC0088,A002,2026-02-24 18:00:00,2026-02-25 17:40:27.195834928,How-to,Resolved,49,0,None,0,0,None
TK01680,AC0107,A024,2026-02-24 12:00:00,,Bug,Partially Resolved,7,0,None,0,0,None
TK01681,AC0125,A030,2026-02-25 18:00:00,2026-02-25 21:26:32.247659702,Technical,Resolved,14,0,None,1,0,SOP-12
TK01682,AC0024,A037,2026-02-25 13:00:00,2026-02-26 07:45:06.242320769,Billing,Resolved,20,0,None,0,0,None
TK01683,AC0113,A015,2026-02-25 11:00:00,2026-02-25 13:01:36.685843164,Integration,Resolved,122,0,None,0,0,None
TK01684,AC0050,A019,2026-02-25 20:00:00,2026-02-26 04:30:50.132429651,Technical,Resolved,59,0,None,0,0,SOP-07
TK01685,AC0100,A001,2026-02-25 20:00:00,2026-02-26 02:00:01.095312339,Technical,Resolved,110,0,None,0,0,None
TK01686,AC0085,A020,2026-02-25 08:00:00,,Bug,Escalated,45,1,Technical,0,0,SOP-23
TK01687,AC0044,A032,2026-02-25 18:00:00,2026-02-26 11:15:05.340161701,Technical,Resolved,11,0,None,0,0,None
TK01688,AC0024,A013,2026-02-25 14:00:00,,How-to,Waiting Customer,8,0,None,0,0,None
TK01689,AC0080,A033,2026-02-25 20:00:00,2026-02-26 08:31:50.961740642,Feature Request,Resolved,75,0,None,0,0,None
TK01690,AC0026,A028,2026-02-25 14:00:00,,Feature Request,Waiting Customer,17,0,None,0,0,None
TK01691,AC0114,A005,2026-02-26 09:00:00,2026-02-27 03:01:53.274395280,How-to,Resolved,47,0,None,0,0,SOP-18
TK01692,AC0087,A030,2026-02-26 10:00:00,2026-02-26 19:14:03.573866455,Technical,Resolved,26,0,None,0,0,None
TK01693,AC0080,A023,2026-02-26 14:00:00,2026-02-27 04:40:18.416107691,Technical,Resolved,55,0,None,0,0,SOP-23
TK01694,AC0074,A032,2026-02-26 10:00:00,2026-02-27 12:33:07.588915431,How-to,Resolved,37,0,None,0,0,None
TK01695,AC0061,A020,2026-02-27 16:00:00,2026-02-28 02:28:50.565090437,Technical,Resolved,45,0,None,0,0,SOP-23
TK01696,AC0011,A022,2026-02-27 10:00:00,2026-02-27 14:32:32.135980937,Integration,Resolved,47,0,None,0,0,None
TK01697,AC0105,A012,2026-02-27 11:00:00,,Billing,Escalated,35,1,Technical,0,0,SOP-18
TK01698,AC0017,A020,2026-02-27 15:00:00,2026-02-27 20:15:36.620947785,Account,Resolved,82,0,None,1,0,SOP-18
TK01699,AC0024,A008,2026-02-27 15:00:00,2026-02-28 01:43:34.863473959,Technical,Resolved,8,0,None,0,0,SOP-07
TK01700,AC0048,A031,2026-02-27 11:00:00,2026-02-28 02:39:30.306490194,Billing,Resolved,45,0,None,0,1,SOP-23
TK01701,AC0024,A036,2026-02-27 13:00:00,2026-02-28 20:01:44.334556015,Integration,Resolved,22,0,None,0,0,None
TK01702,AC0143,A025,2026-02-27 09:00:00,2026-02-28 13:55:57.721888886,Account,Resolved,74,0,None,0,0,SOP-12
TK01703,AC0137,A016,2026-02-27 12:00:00,,Integration,Escalated,16,1,Operations,0,0,None
TK01704,AC0088,A006,2026-02-27 15:00:00,2026-02-27 20:24:32.742977749,Technical,Resolved,13,0,None,0,0,None
TK01705,AC0061,A010,2026-02-28 17:00:00,,Technical,Waiting Internally,19,1,Product,0,0,SOP-12
TK01706,AC0020,A016,2026-02-28 12:00:00,2026-02-28 22:28:02.584672413,Technical,Resolved,42,0,None,0,0,None
TK01707,AC0047,A027,2026-02-28 19:00:00,2026-03-01 04:27:15.223477826,Integration,Resolved,6,0,None,0,0,SOP-23
TK01708,AC0071,A017,2026-02-28 16:00:00,,Feature Request,Waiting Customer,44,0,None,0,0,SOP-07
TK01709,AC0142,A027,2026-02-28 18:00:00,2026-03-01 12:44:45.902325902,Technical,Resolved,32,0,None,0,0,SOP-12
TK01710,AC0150,A026,2026-02-28 08:00:00,,Feature Request,Escalated,7,1,Product,0,0,None
TK01711,AC0121,A005,2026-02-28 14:00:00,2026-02-28 19:46:01.681983452,Integration,Resolved,17,0,None,0,1,SOP-23
TK01712,AC0004,A022,2026-03-01 20:00:00,2026-03-02 09:16:27.857868348,How-to,Resolved,29,0,None,1,0,SOP-23
TK01713,AC0112,A018,2026-03-01 13:00:00,,Technical,Unresolved,11,0,None,0,0,SOP-12
TK01714,AC0088,A004,2026-03-01 16:00:00,,Account,Escalated,16,1,Billing,0,0,None
TK01715,AC0100,A002,2026-03-01 13:00:00,2026-03-03 21:14:19.422400509,How-to,Resolved,3,0,None,0,0,SOP-12
TK01716,AC0075,A037,2026-03-01 11:00:00,2026-03-01 19:22:58.428210103,Account,Resolved,31,0,None,0,0,None
TK01717,AC0018,A036,2026-03-01 11:00:00,2026-03-01 19:12:58.867566077,How-to,Resolved,26,0,None,0,0,SOP-18
TK01718,AC0103,A005,2026-03-01 17:00:00,2026-03-02 10:57:33.110856843,How-to,Resolved,6,0,None,0,0,SOP-07
TK01719,AC0070,A018,2026-03-01 12:00:00,2026-03-03 05:21:32.369831081,Integration,Resolved,11,0,None,0,0,None
TK01720,AC0087,A013,2026-03-01 14:00:00,2026-03-01 21:35:04.199933932,Bug,Resolved,7,0,None,0,0,SOP-07
TK01721,AC0090,A027,2026-03-02 08:00:00,2026-03-03 00:50:33.034224945,How-to,Resolved,47,0,None,0,0,SOP-18
TK01722,AC0105,A022,2026-03-02 11:00:00,2026-03-03 05:12:44.826942468,Integration,Resolved,15,0,None,0,0,SOP-18
