usage_id,account_id,week_start,weekly_logins,active_users,seat_utilization,feature_adoption
PU-AC0078-2026-02-23,AC0078,2026-02-23,28,8,0.669,0.744
PU-AC0078-2026-03-02,AC0078,2026-03-02,26,10,0.732,0.668
PU-AC0078-2026-03-09,AC0078,2026-03-09,31,7,0.535,0.626
PU-AC0078-2026-03-16,AC0078,2026-03-16,30,9,0.688,0.649
PU-AC0078-2026-03-23,AC0078,2026-03-23,30,9,0.751,0.74
PU-AC0078-2026-03-30,AC0078,2026-03-30,31,8,0.749,0.651
PU-AC0078-2026-04-06,AC0078,2026-04-06,30,9,0.688,0.565
PU-AC0078-2026-04-13,AC0078,2026-04-13,25,9,0.53,0.53
PU-AC0078-2026-04-20,AC0078,2026-04-20,27,9,0.609,0.677
PU-AC0078-2026-04-27,AC0078,2026-04-27,31,8,0.588,0.584
PU-AC0078-2026-05-04,AC0078,2026-05-04,29,8,0.795,0.577
PU-AC0078-2026-05-11,AC0078,2026-05-11,28,8,0.838,0.695
PU-AC0078-2026-05-18,AC0078,2026-05-18,29,9,0.698,0.727
PU-AC0078-2026-05-25,AC0078,2026-05-25,28,9,0.678,0.494
PU-AC0078-2026-06-01,AC0078,2026-06-01,28,8,0.595,0.651
PU-AC0078-2026-06-08,AC0078,2026-06-08,26,9,0.634,0.688
PU-AC0078-2026-06-15,AC0078,2026-06-15,30,8,0.724,0.788
PU-AC0078-2026-06-22,AC0078,2026-06-22,31,9,0.527,0.738
PU-AC0078-2026-06-29,AC0078,2026-06-29,28,9,0.747,0.767
PU-AC0078-2026-07-06,AC0078,2026-07-06,29,8,0.477,0.736
PU-AC0078-2026-07-13,AC0078,2026-07-13,27,9,0.693,0.481
PU-AC0078-2026-07-20,AC0078,2026-07-20,29,9,0.627,0.408
PU-AC0078-2026-07-27,AC0078,2026-07-27,28,8,0.792,0.732
PU-AC0078-2026-08-03,AC0078,2026-08-03,30,8,0.821,0.704
PU-AC0078-2026-08-10,AC0078,2026-08-10,30,9,0.569,0.561
PU-AC0078-2026-08-17,AC0078,2026-08-17,29,8,0.751,0.5
PU-AC0078-2026-08-24,AC0078,2026-08-24,27,7,0.756,0.642
PU-AC0079-2025-09-01,AC0079,2025-09-01,29,11,1.0,0.748
PU-AC0079-2025-09-08,AC0079,2025-09-08,29,10,0.725,0.369
PU-AC0079-2025-09-15,AC0079,2025-09-15,27,9,0.682,0.679
PU-AC0079-2025-09-22,AC0079,2025-09-22,30,8,0.882,0.441
PU-AC0079-2025-09-29,AC0079,2025-09-29,29,10,0.4,0.462
PU-AC0079-2025-10-06,AC0079,2025-10-06,29,9,0.557,0.519
PU-AC0079-2025-10-13,AC0079,2025-10-13,28,10,0.493,0.753
PU-AC0079-2025-10-20,AC0079,2025-10-20,31,9,0.668,0.796
PU-AC0079-2025-10-27,AC0079,2025-10-27,27,10,0.756,0.594
PU-AC0079-2025-11-03,AC0079,2025-11-03,30,9,0.683,0.603
PU-AC0079-2025-11-10,AC0079,2025-11-10,27,8,0.783,0.436
PU-AC0079-2025-11-17,AC0079,2025-11-17,32,8,0.803,0.63
PU-AC0079-2025-11-24,AC0079,2025-11-24,28,10,0.76,0.624
PU-AC0079-2025-12-01,AC0079,2025-12-01,30,9,0.678,0.529
PU-AC0079-2025-12-08,AC0079,2025-12-08,27,8,0.828,0.564
PU-AC0079-2025-12-15,AC0079,2025-12-15,26,9,0.67,0.663
PU-AC0079-2025-12-22,AC0079,2025-12-22,26,10,0.693,0.54
PU-AC0079-2025-12-29,AC0079,2025-12-29,29,8,0.627,0.567
PU-AC0079-2026-01-05,AC0079,2026-01-05,31,9,0.77,0.849
PU-AC0079-2026-01-12,AC0079,2026-01-12,30,9,0.71,0.624
PU-AC0079-2026-01-19,AC0079,2026-01-19,29,10,0.908,0.558
PU-AC0079-2026-01-26,AC0079,2026-01-26,30,9,0.684,0.532
PU-AC0079-2026-02-02,AC0079,2026-02-02,27,10,0.864,0.747
PU-AC0079-2026-02-09,AC0079,2026-02-09,28,9,0.67,0.684
PU-AC0079-2026-02-16,AC0079,2026-02-16,28,9,0.46,0.421
PU-AC0079-2026-02-23,AC0079,2026-02-23,26,10,0.791,0.552
PU-AC0079-2026-03-02,AC0079,2026-03-02,25,9,0.876,0.626
PU-AC0079-2026-03-09,AC0079,2026-03-09,31,10,0.752,0.549
PU-AC0079-2026-03-16,AC0079,2026-03-16,27,9,0.531,0.334
PU-AC0079-2026-03-23,AC0079,2026-03-23,29,9,0.734,0.952
PU-AC0079-2026-03-30,AC0079,2026-03-30,27,10,0.645,0.562
PU-AC0079-2026-04-06,AC0079,2026-04-06,30,8,0.774,0.601
PU-AC0079-2026-04-13,AC0079,2026-04-13,30,10,0.7,0.611
PU-AC0079-2026-04-20,AC0079,2026-04-20,32,9,0.76,0.745
PU-AC0079-2026-04-27,AC0079,2026-04-27,29,10,0.499,0.676
PU-AC0079-2026-05-04,AC0079,2026-05-04,30,10,0.733,0.58
PU-AC0079-2026-05-11,AC0079,2026-05-11,30,10,0.665,0.79
PU-AC0079-2026-05-18,AC0079,2026-05-18,30,8,0.641,0.774
PU-AC0079-2026-05-25,AC0079,2026-05-25,29,8,0.894,0.466
PU-AC0079-2026-06-01,AC0079,2026-06-01,28,8,0.748,0.597
PU-AC0079-2026-06-08,AC0079,2026-06-08,30,8,0.752,0.723
PU-AC0079-2026-06-15,AC0079,2026-06-15,30,8,0.65,0.9
PU-AC0079-2026-06-22,AC0079,2026-06-22,30,10,0.793,0.845
PU-AC0079-2026-06-29,AC0079,2026-06-29,27,10,0.406,0.89
PU-AC0079-2026-07-06,AC0079,2026-07-06,31,10,0.674,0.618
PU-AC0079-2026-07-13,AC0079,2026-07-13,30,10,0.729,0.679
PU-AC0079-2026-07-20,AC0079,2026-07-20,31,8,0.732,0.722
PU-AC0079-2026-07-27,AC0079,2026-07-27,30,9,0.638,0.59
PU-AC0079-2026-08-03,AC0079,2026-08-03,28,10,0.557,0.533
PU-AC0079-2026-08-10,AC0079,2026-08-10,25,9,0.795,0.683
PU-AC0079-2026-08-17,AC0079,2026-08-17,30,9,0.5,0.529
PU-AC0079-2026-08-24,AC0079,2026-08-24,32,10,0.634,0.564
PU-AC0080-2025-09-01,AC0080,2025-09-01,58,19,0.674,0.712
PU-AC0080-2025-09-08,AC0080,2025-09-08,61,18,0.804,0.427
PU-AC0080-2025-09-15,AC0080,2025-09-15,63,16,0.589,0.727
PU-AC0080-2025-09-22,AC0080,2025-09-22,71,18,0.691,0.653
PU-AC0080-2025-09-29,AC0080,2025-09-29,53,18,0.523,0.53
PU-AC0080-2025-10-06,AC0080,2025-10-06,68,18,0.647,0.701
PU-AC0080-2025-10-13,AC0080,2025-10-13,68,16,0.706,0.561
PU-AC0080-2025-10-20,AC0080,2025-10-20,64,20,0.955,0.597
PU-AC0080-2025-10-27,AC0080,2025-10-27,61,17,0.813,0.633
PU-AC0080-2025-11-03,AC0080,2025-11-03,62,19,0.747,0.711
PU-AC0080-2025-11-10,AC0080,2025-11-10,60,17,0.676,0.497
PU-AC0080-2025-11-17,AC0080,2025-11-17,61,20,0.787,0.616
PU-AC0080-2025-11-24,AC0080,2025-11-24,64,17,0.514,0.723
PU-AC0080-2025-12-01,AC0080,2025-12-01,56,20,0.688,0.578
PU-AC0080-2025-12-08,AC0080,2025-12-08,64,20,0.649,0.614
PU-AC0080-2025-12-15,AC0080,2025-12-15,59,20,0.875,0.517
PU-AC0080-2025-12-22,AC0080,2025-12-22,61,18,0.61,0.535
PU-AC0080-2025-12-29,AC0080,2025-12-29,66,17,0.782,0.404
PU-AC0080-2026-01-05,AC0080,2026-01-05,61,20,0.618,0.796
PU-AC0080-2026-01-12,AC0080,2026-01-12,59,18,0.873,0.596
PU-AC0080-2026-01-19,AC0080,2026-01-19,65,18,0.801,0.753
PU-AC0080-2026-01-26,AC0080,2026-01-26,65,21,0.691,0.614
PU-AC0080-2026-02-02,AC0080,2026-02-02,61,18,0.683,0.649
PU-AC0080-2026-02-09,AC0080,2026-02-09,63,18,0.656,0.668
PU-AC0080-2026-02-16,AC0080,2026-02-16,64,16,0.851,0.803
PU-AC0080-2026-02-23,AC0080,2026-02-23,68,16,0.637,0.448
PU-AC0080-2026-03-02,AC0080,2026-03-02,59,18,0.624,0.906
PU-AC0080-2026-03-09,AC0080,2026-03-09,61,21,0.83,0.874
PU-AC0080-2026-03-16,AC0080,2026-03-16,63,16,0.842,0.787
PU-AC0080-2026-03-23,AC0080,2026-03-23,59,19,0.816,0.656
PU-AC0080-2026-03-30,AC0080,2026-03-30,59,17,0.662,0.507
PU-AC0080-2026-04-06,AC0080,2026-04-06,63,18,0.711,0.578
PU-AC0080-2026-04-13,AC0080,2026-04-13,56,18,0.799,0.627
PU-AC0080-2026-04-20,AC0080,2026-04-20,63,17,1.0,0.299
PU-AC0080-2026-04-27,AC0080,2026-04-27,58,18,0.978,0.472
PU-AC0080-2026-05-04,AC0080,2026-05-04,63,20,0.518,0.693
PU-AC0080-2026-05-11,AC0080,2026-05-11,59,18,0.894,0.509
PU-AC0080-2026-05-18,AC0080,2026-05-18,57,15,0.831,0.772
PU-AC0080-2026-05-25,AC0080,2026-05-25,65,20,0.761,0.882
PU-AC0080-2026-06-01,AC0080,2026-06-01,64,15,0.761,0.688
PU-AC0080-2026-06-08,AC0080,2026-06-08,62,20,0.674,0.575
PU-AC0080-2026-06-15,AC0080,2026-06-15,58,17,0.674,0.624
PU-AC0080-2026-06-22,AC0080,2026-06-22,58,20,0.595,0.546
PU-AC0080-2026-06-29,AC0080,2026-06-29,54,17,0.739,0.807
PU-AC0080-2026-07-06,AC0080,2026-07-06,70,17,0.679,0.624
PU-AC0080-2026-07-13,AC0080,2026-07-13,60,21,0.734,0.466
PU-AC0080-2026-07-20,AC0080,2026-07-20,56,20,0.806,0.467
PU-AC0080-2026-07-27,AC0080,2026-07-27,60,18,0.906,0.644
PU-AC0080-2026-08-03,AC0080,2026-08-03,59,19,0.656,0.709
PU-AC0080-2026-08-10,AC0080,2026-08-10,58,18,0.782,0.895
PU-AC0080-2026-08-17,AC0080,2026-08-17,58,19,0.68,0.609
PU-AC0080-2026-08-24,AC0080,2026-08-24,63,18,0.459,0.611
PU-AC0081-2025-09-01,AC0081,2025-09-01,26,7,0.614,0.598
PU-AC0081-2025-09-08,AC0081,2025-09-08,29,6,0.578,0.764
PU-AC0081-2025-09-15,AC0081,2025-09-15,30,6,0.651,0.741
PU-AC0081-2025-09-22,AC0081,2025-09-22,28,5,0.732,0.584
PU-AC0081-2025-09-29,AC0081,2025-09-29,27,6,0.577,0.582
PU-AC0081-2025-10-06,AC0081,2025-10-06,30,6,0.972,0.7
PU-AC0081-2025-10-13,AC0081,2025-10-13,31,7,0.899,0.695
PU-AC0081-2025-10-20,AC0081,2025-10-20,28,7,0.609,0.867
PU-AC0081-2025-10-27,AC0081,2025-10-27,27,7,0.808,0.734
PU-AC0081-2025-11-03,AC0081,2025-11-03,29,6,0.695,0.711
PU-AC0081-2025-11-10,AC0081,2025-11-10,31,5,0.854,0.771
PU-AC0081-2025-11-17,AC0081,2025-11-17,29,5,0.798,0.779
PU-AC0081-2025-11-24,AC0081,2025-11-24,28,6,0.608,0.541
PU-AC0081-2025-12-01,AC0081,2025-12-01,31,6,0.636,0.868
PU-AC0081-2025-12-08,AC0081,2025-12-08,28,7,0.543,0.616
PU-AC0081-2025-12-15,AC0081,2025-12-15,28,7,0.579,0.578
PU-AC0081-2025-12-22,AC0081,2025-12-22,28,6,0.705,0.725
PU-AC0081-2025-12-29,AC0081,2025-12-29,29,5,0.671,0.546
PU-AC0081-2026-01-05,AC0081,2026-01-05,29,6,0.748,0.842
PU-AC0081-2026-01-12,AC0081,2026-01-12,27,5,0.786,0.239
PU-AC0081-2026-01-19,AC0081,2026-01-19,29,6,0.916,0.712
PU-AC0081-2026-01-26,AC0081,2026-01-26,29,6,0.71,0.516
PU-AC0081-2026-02-02,AC0081,2026-02-02,27,6,0.525,0.776
PU-AC0081-2026-02-09,AC0081,2026-02-09,27,7,0.75,0.722
PU-AC0081-2026-02-16,AC0081,2026-02-16,31,7,0.723,0.598
PU-AC0081-2026-02-23,AC0081,2026-02-23,29,5,0.738,0.643
PU-AC0081-2026-03-02,AC0081,2026-03-02,29,6,0.907,0.696
PU-AC0081-2026-03-09,AC0081,2026-03-09,33,7,0.871,0.635
PU-AC0081-2026-03-16,AC0081,2026-03-16,29,5,0.642,0.521
PU-AC0081-2026-03-23,AC0081,2026-03-23,30,6,0.684,0.569
PU-AC0081-2026-03-30,AC0081,2026-03-30,30,7,0.694,0.627
PU-AC0081-2026-04-06,AC0081,2026-04-06,30,6,0.59,0.608
PU-AC0081-2026-04-13,AC0081,2026-04-13,30,6,0.922,0.55
PU-AC0081-2026-04-20,AC0081,2026-04-20,29,6,0.813,0.825
PU-AC0081-2026-04-27,AC0081,2026-04-27,30,6,0.55,0.938
PU-AC0081-2026-05-04,AC0081,2026-05-04,33,6,0.686,0.518
PU-AC0081-2026-05-11,AC0081,2026-05-11,31,7,0.511,0.829
PU-AC0081-2026-05-18,AC0081,2026-05-18,27,6,0.741,0.624
PU-AC0081-2026-05-25,AC0081,2026-05-25,28,6,0.603,0.609
PU-AC0081-2026-06-01,AC0081,2026-06-01,30,6,0.624,0.705
PU-AC0081-2026-06-08,AC0081,2026-06-08,25,6,0.417,0.602
PU-AC0081-2026-06-15,AC0081,2026-06-15,27,7,0.674,0.56
PU-AC0081-2026-06-22,AC0081,2026-06-22,30,6,0.8,0.539
PU-AC0081-2026-06-29,AC0081,2026-06-29,29,7,0.988,0.599
PU-AC0081-2026-07-06,AC0081,2026-07-06,29,6,0.74,0.678
PU-AC0081-2026-07-13,AC0081,2026-07-13,27,6,0.745,0.776
PU-AC0081-2026-07-20,AC0081,2026-07-20,30,5,0.713,0.592
PU-AC0081-2026-07-27,AC0081,2026-07-27,28,7,0.629,0.85
PU-AC0081-2026-08-03,AC0081,2026-08-03,30,5,0.893,0.789
PU-AC0081-2026-08-10,AC0081,2026-08-10,30,6,0.797,0.469
PU-AC0081-2026-08-17,AC0081,2026-08-17,26,7,0.796,0.66
PU-AC0081-2026-08-24,AC0081,2026-08-24,30,5,0.588,0.672
PU-AC0082-2025-09-01,AC0082,2025-09-01,18,6,0.814,0.728
PU-AC0082-2025-09-08,AC0082,2025-09-08,17,6,0.835,0.643
PU-AC0082-2025-09-15,AC0082,2025-09-15,20,7,0.633,0.917
PU-AC0082-2025-09-22,AC0082,2025-09-22,16,6,0.816,0.526
PU-AC0082-2025-09-29,AC0082,2025-09-29,17,5,0.803,0.566
PU-AC0082-2025-10-06,AC0082,2025-10-06,17,6,0.798,0.756
PU-AC0082-2025-10-13,AC0082,2025-10-13,17,6,0.701,0.549
PU-AC0082-2025-10-20,AC0082,2025-10-20,16,6,0.672,0.49
PU-AC0082-2025-10-27,AC0082,2025-10-27,16,6,0.576,0.599
PU-AC0082-2025-11-03,AC0082,2025-11-03,19,7,0.674,0.585
PU-AC0082-2025-11-10,AC0082,2025-11-10,14,6,0.781,0.64
PU-AC0082-2025-11-17,AC0082,2025-11-17,17,6,0.667,0.656
PU-AC0082-2025-11-24,AC0082,2025-11-24,17,7,0.662,0.571
PU-AC0082-2025-12-01,AC0082,2025-12-01,17,6,0.554,0.695
PU-AC0082-2025-12-08,AC0082,2025-12-08,19,6,0.502,0.636
PU-AC0082-2025-12-15,AC0082,2025-12-15,16,6,0.764,0.702
PU-AC0082-2025-12-22,AC0082,2025-12-22,17,6,0.677,0.73
PU-AC0082-2025-12-29,AC0082,2025-12-29,17,6,0.722,0.784
PU-AC0082-2026-01-05,AC0082,2026-01-05,18,6,0.799,0.801
PU-AC0082-2026-01-12,AC0082,2026-01-12,18,5,0.75,0.736
PU-AC0082-2026-01-19,AC0082,2026-01-19,18,7,0.715,0.542
PU-AC0082-2026-01-26,AC0082,2026-01-26,18,7,0.796,0.83
PU-AC0082-2026-02-02,AC0082,2026-02-02,18,5,0.588,0.486
PU-AC0082-2026-02-09,AC0082,2026-02-09,18,5,0.612,0.328
PU-AC0082-2026-02-16,AC0082,2026-02-16,19,7,0.661,0.647
PU-AC0082-2026-02-23,AC0082,2026-02-23,16,6,0.794,0.617
PU-AC0082-2026-03-02,AC0082,2026-03-02,16,5,0.55,0.633
PU-AC0082-2026-03-09,AC0082,2026-03-09,18,6,0.525,0.6
PU-AC0082-2026-03-16,AC0082,2026-03-16,18,5,0.919,0.701
PU-AC0082-2026-03-23,AC0082,2026-03-23,16,6,0.712,0.635
PU-AC0082-2026-03-30,AC0082,2026-03-30,18,7,0.756,0.921
PU-AC0082-2026-04-06,AC0082,2026-04-06,15,5,0.769,0.586
PU-AC0082-2026-04-13,AC0082,2026-04-13,18,6,0.8,0.495
PU-AC0082-2026-04-20,AC0082,2026-04-20,17,6,0.823,0.402
PU-AC0082-2026-04-27,AC0082,2026-04-27,18,5,1.0,0.741
PU-AC0082-2026-05-04,AC0082,2026-05-04,18,5,0.717,0.738
PU-AC0082-2026-05-11,AC0082,2026-05-11,19,6,0.878,0.695
PU-AC0082-2026-05-18,AC0082,2026-05-18,17,6,0.763,0.551
PU-AC0082-2026-05-25,AC0082,2026-05-25,18,5,0.938,0.581
PU-AC0082-2026-06-01,AC0082,2026-06-01,17,6,0.819,0.556
PU-AC0082-2026-06-08,AC0082,2026-06-08,19,7,0.779,0.561
PU-AC0082-2026-06-15,AC0082,2026-06-15,19,7,0.603,0.578
PU-AC0082-2026-06-22,AC0082,2026-06-22,18,6,0.508,0.787
PU-AC0082-2026-06-29,AC0082,2026-06-29,17,6,0.606,0.487
PU-AC0082-2026-07-06,AC0082,2026-07-06,17,6,0.673,0.656
PU-AC0082-2026-07-13,AC0082,2026-07-13,17,5,0.889,0.632
PU-AC0082-2026-07-20,AC0082,2026-07-20,18,6,0.799,0.64
PU-AC0082-2026-07-27,AC0082,2026-07-27,16,7,0.741,0.632
PU-AC0082-2026-08-03,AC0082,2026-08-03,16,6,1.0,0.587
PU-AC0082-2026-08-10,AC0082,2026-08-10,19,5,0.579,0.701
PU-AC0082-2026-08-17,AC0082,2026-08-17,18,5,0.695,0.483
PU-AC0082-2026-08-24,AC0082,2026-08-24,18,6,0.598,0.549
PU-AC0083-2025-09-01,AC0083,2025-09-01,28,8,0.476,0.588
PU-AC0083-2025-09-08,AC0083,2025-09-08,29,6,0.836,0.662
PU-AC0083-2025-09-15,AC0083,2025-09-15,27,7,0.624,0.806
PU-AC0083-2025-09-22,AC0083,2025-09-22,32,6,0.653,0.533
PU-AC0083-2025-09-29,AC0083,2025-09-29,29,7,0.704,0.735
PU-AC0083-2025-10-06,AC0083,2025-10-06,28,7,0.651,0.434
PU-AC0083-2025-10-13,AC0083,2025-10-13,28,8,0.805,0.915
PU-AC0083-2025-10-20,AC0083,2025-10-20,28,6,0.75,0.594
PU-AC0083-2025-10-27,AC0083,2025-10-27,31,7,0.749,0.714
PU-AC0083-2025-11-03,AC0083,2025-11-03,26,6,0.616,0.633
PU-AC0083-2025-11-10,AC0083,2025-11-10,27,8,0.699,0.753
PU-AC0083-2025-11-17,AC0083,2025-11-17,29,6,0.551,0.77
PU-AC0083-2025-11-24,AC0083,2025-11-24,31,8,0.697,0.675
PU-AC0083-2025-12-01,AC0083,2025-12-01,29,7,0.674,0.541
PU-AC0083-2025-12-08,AC0083,2025-12-08,30,7,0.537,0.744
PU-AC0083-2025-12-15,AC0083,2025-12-15,31,7,0.678,0.583
PU-AC0083-2025-12-22,AC0083,2025-12-22,28,6,0.774,0.544
PU-AC0083-2025-12-29,AC0083,2025-12-29,29,6,0.761,0.602
PU-AC0083-2026-01-05,AC0083,2026-01-05,31,8,0.757,0.739
PU-AC0083-2026-01-12,AC0083,2026-01-12,29,7,0.642,0.854
PU-AC0083-2026-01-19,AC0083,2026-01-19,29,8,0.576,0.558
PU-AC0083-2026-01-26,AC0083,2026-01-26,27,7,0.654,0.46
PU-AC0083-2026-02-02,AC0083,2026-02-02,26,6,0.74,0.689
PU-AC0083-2026-02-09,AC0083,2026-02-09,28,7,0.725,0.442
PU-AC0083-2026-02-16,AC0083,2026-02-16,30,7,0.679,0.582
PU-AC0083-2026-02-23,AC0083,2026-02-23,30,6,0.672,0.704
PU-AC0083-2026-03-02,AC0083,2026-03-02,28,7,0.869,0.466
PU-AC0083-2026-03-09,AC0083,2026-03-09,26,8,0.568,0.678
PU-AC0083-2026-03-16,AC0083,2026-03-16,32,8,0.803,0.581
PU-AC0083-2026-03-23,AC0083,2026-03-23,30,7,0.85,0.744
PU-AC0083-2026-03-30,AC0083,2026-03-30,31,6,0.612,0.763
PU-AC0083-2026-04-06,AC0083,2026-04-06,29,6,0.532,0.565
PU-AC0083-2026-04-13,AC0083,2026-04-13,30,7,0.67,0.638
PU-AC0083-2026-04-20,AC0083,2026-04-20,27,7,0.761,0.588
PU-AC0083-2026-04-27,AC0083,2026-04-27,31,6,0.641,0.559
PU-AC0083-2026-05-04,AC0083,2026-05-04,28,6,0.629,0.676
PU-AC0083-2026-05-11,AC0083,2026-05-11,30,6,0.979,0.804
PU-AC0083-2026-05-18,AC0083,2026-05-18,32,7,0.723,0.779
PU-AC0083-2026-05-25,AC0083,2026-05-25,33,7,0.697,0.649
PU-AC0083-2026-06-01,AC0083,2026-06-01,25,7,0.724,0.662
PU-AC0083-2026-06-08,AC0083,2026-06-08,30,8,0.551,0.684
PU-AC0083-2026-06-15,AC0083,2026-06-15,30,8,0.732,0.367
PU-AC0083-2026-06-22,AC0083,2026-06-22,28,7,0.823,0.705
PU-AC0083-2026-06-29,AC0083,2026-06-29,30,8,0.605,0.733
PU-AC0083-2026-07-06,AC0083,2026-07-06,29,6,0.705,0.512
PU-AC0083-2026-07-13,AC0083,2026-07-13,30,6,0.859,0.445
PU-AC0083-2026-07-20,AC0083,2026-07-20,27,7,0.595,0.624
PU-AC0083-2026-07-27,AC0083,2026-07-27,27,8,0.567,0.38
PU-AC0083-2026-08-03,AC0083,2026-08-03,30,7,0.807,0.62
PU-AC0083-2026-08-10,AC0083,2026-08-10,31,8,0.8,0.557
PU-AC0083-2026-08-17,AC0083,2026-08-17,30,7,0.662,0.879
PU-AC0083-2026-08-24,AC0083,2026-08-24,30,6,0.736,0.779
PU-AC0084-2025-09-01,AC0084,2025-09-01,25,7,0.851,0.784
PU-AC0084-2025-09-08,AC0084,2025-09-08,20,9,0.643,0.827
PU-AC0084-2025-09-15,AC0084,2025-09-15,24,9,0.47,0.517
PU-AC0084-2025-09-22,AC0084,2025-09-22,22,6,0.724,0.546
PU-AC0084-2025-09-29,AC0084,2025-09-29,24,8,0.647,0.553
PU-AC0084-2025-10-06,AC0084,2025-10-06,23,8,0.86,0.703
PU-AC0084-2025-10-13,AC0084,2025-10-13,21,8,0.942,0.837
PU-AC0084-2025-10-20,AC0084,2025-10-20,25,9,0.772,0.492
PU-AC0084-2025-10-27,AC0084,2025-10-27,23,8,0.65,0.632
PU-AC0084-2025-11-03,AC0084,2025-11-03,24,7,0.763,0.502
PU-AC0084-2025-11-10,AC0084,2025-11-10,22,8,0.972,0.801
PU-AC0084-2025-11-17,AC0084,2025-11-17,26,7,0.76,0.74
PU-AC0084-2025-11-24,AC0084,2025-11-24,22,8,0.595,0.676
PU-AC0084-2025-12-01,AC0084,2025-12-01,23,7,0.512,0.693
PU-AC0084-2025-12-08,AC0084,2025-12-08,23,8,0.866,0.732
PU-AC0084-2025-12-15,AC0084,2025-12-15,22,9,0.614,0.539
PU-AC0084-2025-12-22,AC0084,2025-12-22,23,8,0.66,0.572
PU-AC0084-2025-12-29,AC0084,2025-12-29,24,8,0.499,0.617
PU-AC0084-2026-01-05,AC0084,2026-01-05,21,8,0.725,0.684
PU-AC0084-2026-01-12,AC0084,2026-01-12,23,7,0.614,0.398
PU-AC0084-2026-01-19,AC0084,2026-01-19,25,7,0.628,0.595
PU-AC0084-2026-01-26,AC0084,2026-01-26,22,7,0.653,0.656
PU-AC0084-2026-02-02,AC0084,2026-02-02,24,7,0.787,0.267
PU-AC0084-2026-02-09,AC0084,2026-02-09,22,8,0.669,0.628
PU-AC0084-2026-02-16,AC0084,2026-02-16,23,9,0.51,0.627
PU-AC0084-2026-02-23,AC0084,2026-02-23,23,8,0.681,0.869
PU-AC0084-2026-03-02,AC0084,2026-03-02,25,9,0.913,0.762
PU-AC0084-2026-03-09,AC0084,2026-03-09,22,7,0.768,0.633
PU-AC0084-2026-03-16,AC0084,2026-03-16,22,8,0.85,0.71
PU-AC0084-2026-03-23,AC0084,2026-03-23,26,8,0.617,0.85
PU-AC0084-2026-03-30,AC0084,2026-03-30,23,9,0.669,0.604
PU-AC0084-2026-04-06,AC0084,2026-04-06,25,6,0.881,0.738
PU-AC0084-2026-04-13,AC0084,2026-04-13,23,9,0.496,0.398
PU-AC0084-2026-04-20,AC0084,2026-04-20,25,8,0.661,0.572
PU-AC0084-2026-04-27,AC0084,2026-04-27,23,7,0.731,0.761
PU-AC0084-2026-05-04,AC0084,2026-05-04,23,8,0.729,0.617
PU-AC0084-2026-05-11,AC0084,2026-05-11,18,8,0.788,0.47
PU-AC0084-2026-05-18,AC0084,2026-05-18,25,8,0.79,0.479
PU-AC0084-2026-05-25,AC0084,2026-05-25,23,8,0.705,0.561
PU-AC0084-2026-06-01,AC0084,2026-06-01,24,8,0.418,0.759
PU-AC0084-2026-06-08,AC0084,2026-06-08,24,7,0.6,0.648
PU-AC0084-2026-06-15,AC0084,2026-06-15,25,9,0.828,0.56
PU-AC0084-2026-06-22,AC0084,2026-06-22,24,7,0.67,0.476
PU-AC0084-2026-06-29,AC0084,2026-06-29,23,6,0.831,0.867
PU-AC0084-2026-07-06,AC0084,2026-07-06,21,7,0.803,0.707
PU-AC0084-2026-07-13,AC0084,2026-07-13,24,7,0.849,0.699
PU-AC0084-2026-07-20,AC0084,2026-07-20,23,8,0.851,0.814
PU-AC0084-2026-07-27,AC0084,2026-07-27,21,8,0.761,0.309
PU-AC0084-2026-08-03,AC0084,2026-08-03,23,6,0.932,0.694
PU-AC0084-2026-08-10,AC0084,2026-08-10,24,7,0.531,0.618
PU-AC0084-2026-08-17,AC0084,2026-08-17,26,9,0.623,0.626
PU-AC0084-2026-08-24,AC0084,2026-08-24,23,8,0.642,0.663
PU-AC0085-2025-09-01,AC0085,2025-09-01,101,41,0.791,0.726
PU-AC0085-2025-09-08,AC0085,2025-09-08,110,49,0.687,0.665
PU-AC0085-2025-09-15,AC0085,2025-09-15,98,51,0.614,0.51
PU-AC0085-2025-09-22,AC0085,2025-09-22,104,42,0.692,0.748
PU-AC0085-2025-09-29,AC0085,2025-09-29,95,41,0.823,0.747
PU-AC0085-2025-10-06,AC0085,2025-10-06,105,40,0.692,0.723
PU-AC0085-2025-10-13,AC0085,2025-10-13,92,44,0.596,0.754
PU-AC0085-2025-10-20,AC0085,2025-10-20,97,49,0.659,0.774
PU-AC0085-2025-10-27,AC0085,2025-10-27,108,51,0.873,0.656
PU-AC0085-2025-11-03,AC0085,2025-11-03,104,48,1.0,0.6
PU-AC0085-2025-11-10,AC0085,2025-11-10,103,51,0.701,0.472
PU-AC0085-2025-11-17,AC0085,2025-11-17,102,45,0.722,0.572
PU-AC0085-2025-11-24,AC0085,2025-11-24,93,49,0.857,0.643
PU-AC0085-2025-12-01,AC0085,2025-12-01,112,45,0.682,0.438
PU-AC0085-2025-12-08,AC0085,2025-12-08,100,46,0.638,0.656
PU-AC0085-2025-12-15,AC0085,2025-12-15,108,42,0.472,0.494
PU-AC0085-2025-12-22,AC0085,2025-12-22,104,40,0.645,0.662
PU-AC0085-2025-12-29,AC0085,2025-12-29,111,50,0.795,0.727
PU-AC0085-2026-01-05,AC0085,2026-01-05,101,51,0.592,0.747
