survey_id,account_id,survey_type,score,comment,survey_date,linked_interaction_id
SV00810,AC0057,CSAT,4,Great help,2026-03-10,TK01807
SV00811,AC0075,CSAT,5,Clear answer,2026-03-10,TK01797
SV00812,AC0062,CSAT,5,,2026-05-22,TK02552
SV00813,AC0012,CSAT,3,Slow resolution,2025-11-27,TK00855
SV00814,AC0103,CSAT,4,Clear answer,2025-09-20,TK00171
SV00815,AC0137,CSAT,3,,2026-07-23,TK03191
SV00816,AC0005,CSAT,5,,2026-01-30,TK01442
SV00817,AC0015,CSAT,4,Clear answer,2026-08-21,TK03455
SV00818,AC0020,CSAT,5,,2026-03-31,TK02032
SV00819,AC0101,CSAT,4,Still waiting,2025-12-05,TK00936
SV00820,AC0105,CSAT,4,Great help,2025-09-26,TK00220
SV00821,AC0065,CSAT,3,Clear answer,2025-11-10,TK00675
SV00822,AC0065,CSAT,4,Slow resolution,2026-06-19,TK02873
SV00823,AC0021,CSAT,4,,2026-06-12,TK02788
SV00824,AC0011,CSAT,4,Still waiting,2026-03-27,TK01992
SV00825,AC0008,CSAT,3,Helpful but issue remains,2025-12-08,TK00962
SV00826,AC0021,CSAT,4,,2026-06-14,TK02820
SV00827,AC0137,CSAT,4,Helpful but issue remains,2026-05-22,TK02557
SV00828,AC0061,CSAT,3,Still waiting,2026-06-02,TK02667
SV00829,AC0121,CSAT,4,Great help,2026-04-13,TK02146
SV00830,AC0028,CSAT,3,,2026-01-06,TK01236
SV00831,AC0100,CSAT,5,Helpful but issue remains,2025-11-26,TK00846
SV00832,AC0074,CSAT,4,Helpful but issue remains,2026-03-09,TK01789
SV00833,AC0065,CSAT,4,Great help,2026-01-26,TK01415
SV00834,AC0088,CSAT,3,Great help,2026-04-19,TK02209
SV00835,AC0029,CSAT,5,Helpful but issue remains,2026-03-31,TK02041
SV00836,AC0121,CSAT,5,Still waiting,2026-01-22,TK01377
SV00837,AC0033,CSAT,5,Slow resolution,2025-12-01,TK00899
SV00838,AC0127,CSAT,4,Clear answer,2025-09-30,TK00254
SV00839,AC0017,CSAT,3,Great help,2026-07-02,TK03007
SV00840,AC0140,CSAT,4,,2025-09-01,TK00010
SV00841,AC0048,CSAT,5,,2026-01-16,TK01326
SV00842,AC0051,CSAT,3,Great help,2026-06-21,TK02888
SV00843,AC0139,CSAT,4,Still waiting,2026-02-08,TK01522
SV00844,AC0126,CSAT,5,Helpful but issue remains,2026-08-12,TK03386
SV00845,AC0148,CSAT,4,Slow resolution,2025-10-06,TK00296
SV00846,AC0095,CSAT,5,,2026-04-23,TK02254
SV00847,AC0061,CSAT,4,Great help,2025-09-07,TK00054
SV00848,AC0014,CSAT,4,Still waiting,2025-10-23,TK00477
SV00849,AC0065,CSAT,5,Still waiting,2025-10-10,TK00329
SV00850,AC0142,CSAT,2,Helpful but issue remains,2025-12-18,TK01059
SV00851,AC0068,CSAT,3,Still waiting,2026-01-12,TK01298
SV00852,AC0112,CSAT,5,Clear answer,2026-03-13,TK01833
SV00853,AC0085,CSAT,4,,2025-11-05,TK00616
SV00854,AC0062,CSAT,4,Still waiting,2025-11-25,TK00841
SV00855,AC0132,CSAT,3,Still waiting,2025-10-01,TK00271
SV00856,AC0137,CSAT,5,Slow resolution,2025-10-07,TK00302
SV00857,AC0067,CSAT,2,Great help,2025-10-13,TK00366
SV00858,AC0095,CSAT,5,Great help,2026-01-04,TK01217
SV00859,AC0075,CSAT,5,Still waiting,2026-03-01,TK01716
SV00860,AC0080,CSAT,3,Great help,2026-05-26,TK02586
SV00861,AC0046,CSAT,5,Slow resolution,2025-11-14,TK00745
SV00862,AC0092,CSAT,5,Slow resolution,2025-12-01,TK00896
SV00863,AC0099,CSAT,4,Slow resolution,2026-03-07,TK01771
SV00864,AC0061,CSAT,4,Still waiting,2026-03-16,TK01870
SV00865,AC0092,CSAT,4,,2026-06-14,TK02822
SV00866,AC0064,CSAT,5,Slow resolution,2026-08-15,TK03408
SV00867,AC0121,CSAT,3,Still waiting,2025-10-01,TK00263
SV00868,AC0006,CSAT,4,Great help,2026-06-28,TK02966
SV00869,AC0030,CSAT,4,Clear answer,2025-12-03,TK00922
SV00870,AC0048,CSAT,5,Still waiting,2026-05-29,TK02620
SV00871,AC0019,CSAT,4,Helpful but issue remains,2025-09-23,TK00192
SV00872,AC0033,CSAT,3,Still waiting,2025-12-20,TK01078
SV00873,AC0052,CSAT,3,Still waiting,2026-01-07,TK01239
SV00874,AC0053,CSAT,5,Great help,2026-05-09,TK02417
SV00875,AC0085,CSAT,3,Helpful but issue remains,2025-10-14,TK00375
SV00876,AC0086,CSAT,4,,2026-04-14,TK02159
SV00877,AC0046,CSAT,4,Helpful but issue remains,2026-02-10,TK01540
SV00878,AC0126,CSAT,4,Clear answer,2026-01-31,TK01456
SV00879,AC0047,CSAT,5,Helpful but issue remains,2025-10-05,TK00292
SV00880,AC0140,CSAT,2,Clear answer,2026-06-18,TK02863
SV00881,AC0020,CSAT,3,Still waiting,2025-11-05,TK00617
SV00882,AC0074,CSAT,5,Great help,2026-03-16,TK01864
SV00883,AC0021,CSAT,4,Slow resolution,2026-07-17,TK03136
SV00884,AC0138,CSAT,4,Slow resolution,2026-06-04,TK02684
SV00885,AC0021,CSAT,4,Helpful but issue remains,2026-01-08,TK01253
SV00886,AC0094,CSAT,5,Great help,2026-01-27,TK01424
SV00887,AC0127,CSAT,4,Great help,2025-11-25,TK00837
SV00888,AC0065,CSAT,5,Slow resolution,2026-01-24,TK01396
SV00889,AC0037,CSAT,4,Still waiting,2026-08-07,TK03334
SV00890,AC0018,CSAT,2,Still waiting,2026-02-10,TK01539
SV00891,AC0075,CSAT,2,Slow resolution,2025-12-20,TK01084
SV00892,AC0105,CSAT,2,Helpful but issue remains,2025-12-16,TK01041
SV00893,AC0100,CSAT,5,Slow resolution,2026-03-10,TK01800
SV00894,AC0033,CSAT,5,Slow resolution,2026-08-18,TK03429
SV00895,AC0061,CSAT,4,,2026-03-23,TK01943
SV00896,AC0124,CSAT,4,Slow resolution,2026-06-30,TK02986
SV00897,AC0008,CSAT,4,Clear answer,2026-05-12,TK02448
SV00898,AC0129,CSAT,5,Clear answer,2026-04-27,TK02298
SV00899,AC0046,CSAT,5,Great help,2026-08-16,TK03414
SV00900,AC0031,CSAT,4,Slow resolution,2025-12-25,TK01122
SV00901,AC0058,CSAT,5,Helpful but issue remains,2025-11-24,TK00833
SV00902,AC0117,CSAT,5,Great help,2025-09-21,TK00180
SV00903,AC0018,CSAT,4,Helpful but issue remains,2026-01-23,TK01380
SV00904,AC0087,CSAT,4,,2025-11-11,TK00691
SV00905,AC0150,CSAT,4,Clear answer,2026-06-29,TK02981
SV00906,AC0132,CSAT,4,,2025-10-22,TK00471
SV00907,AC0087,CSAT,5,Helpful but issue remains,2026-01-23,TK01390
SV00908,AC0137,CSAT,4,Helpful but issue remains,2026-02-24,TK01676
SV00909,AC0077,CSAT,5,Still waiting,2025-11-11,TK00705
SV00910,AC0119,CSAT,1,Helpful but issue remains,2026-04-02,TK02060
SV00911,AC0040,CSAT,5,,2025-10-24,TK00489
SV00912,AC0143,CSAT,3,Slow resolution,2026-04-14,TK02155
SV00913,AC0085,CSAT,5,Helpful but issue remains,2025-11-03,TK00603
SV00914,AC0142,CSAT,5,Slow resolution,2025-12-10,TK00982
SV00915,AC0133,CSAT,4,Slow resolution,2026-07-28,TK03246
SV00916,AC0025,CSAT,4,Great help,2026-02-08,TK01527
SV00917,AC0127,CSAT,4,Helpful but issue remains,2025-09-07,TK00052
SV00918,AC0049,CSAT,4,Slow resolution,2026-01-08,TK01252
SV00919,AC0098,CSAT,5,Helpful but issue remains,2026-05-21,TK02547
SV00920,AC0056,CSAT,4,Helpful but issue remains,2026-06-05,TK02697
SV00921,AC0149,CSAT,4,Helpful but issue remains,2026-05-26,TK02579
SV00922,AC0095,CSAT,4,Clear answer,2026-01-27,TK01421
SV00923,AC0127,CSAT,5,Clear answer,2025-12-27,TK01152
SV00924,AC0147,CSAT,3,Slow resolution,2025-09-08,TK00064
SV00925,AC0092,CSAT,5,Slow resolution,2025-11-17,TK00770
SV00926,AC0088,CSAT,5,Clear answer,2026-01-07,TK01241
SV00927,AC0047,CSAT,3,Great help,2026-08-10,TK03357
SV00928,AC0113,CSAT,5,Slow resolution,2026-07-02,TK03005
SV00929,AC0070,CSAT,4,Great help,2025-11-23,TK00820
SV00930,AC0088,CSAT,4,Helpful but issue remains,2025-11-19,TK00781
SV00931,AC0018,CSAT,3,,2026-05-07,TK02400
SV00932,AC0068,CSAT,5,Clear answer,2025-12-05,TK00934
SV00933,AC0057,CSAT,4,Helpful but issue remains,2026-04-27,TK02295
SV00934,AC0141,CSAT,5,Great help,2026-06-25,TK02934
SV00935,AC0087,CSAT,2,Slow resolution,2025-09-25,TK00211
SV00936,AC0132,CSAT,5,,2026-04-20,TK02216
SV00937,AC0018,CSAT,3,Still waiting,2025-11-15,TK00753
SV00938,AC0117,CSAT,4,,2026-01-09,TK01263
SV00939,AC0008,CSAT,4,Helpful but issue remains,2025-12-31,TK01182
SV00940,AC0117,CSAT,3,Still waiting,2026-08-09,TK03353
SV00941,AC0147,CSAT,4,Still waiting,2026-05-27,TK02589
SV00942,AC0005,CSAT,4,Slow resolution,2026-05-29,TK02622
SV00943,AC0106,CSAT,4,Slow resolution,2026-07-17,TK03146
SV00944,AC0054,CSAT,5,Clear answer,2026-03-25,TK01963
SV00945,AC0127,CSAT,5,Still waiting,2026-06-01,TK02646
SV00946,AC0050,CSAT,5,Still waiting,2026-03-10,TK01806
SV00947,AC0087,CSAT,5,Slow resolution,2026-02-07,TK01514
SV00948,AC0132,CSAT,3,Helpful but issue remains,2025-11-12,TK00717
SV00949,AC0068,CSAT,5,Clear answer,2026-03-02,TK01730
SV00950,AC0098,CSAT,3,Helpful but issue remains,2026-07-21,TK03167
SV00951,AC0124,CSAT,4,Helpful but issue remains,2026-05-20,TK02537
SV00952,AC0050,CSAT,4,Still waiting,2025-10-11,TK00340
SV00953,AC0084,CSAT,2,,2025-11-14,TK00736
SV00954,AC0047,CSAT,5,Clear answer,2026-03-03,TK01735
SV00955,AC0056,CSAT,4,,2026-05-28,TK02606
SV00956,AC0095,CSAT,3,Great help,2025-10-30,TK00551
SV00957,AC0122,CSAT,3,Great help,2025-10-27,TK00518
SV00958,AC0047,CSAT,3,Slow resolution,2026-01-10,TK01276
SV00959,AC0119,CSAT,5,Still waiting,2026-06-13,TK02809
SV00960,AC0046,CSAT,5,Clear answer,2026-04-17,TK02183
SV00961,AC0071,CSAT,4,Great help,2026-05-29,TK02618
SV00962,AC0030,CSAT,4,Slow resolution,2026-05-10,TK02428
SV00963,AC0142,CSAT,5,Slow resolution,2026-03-16,TK01871
SV00964,AC0099,CSAT,4,Helpful but issue remains,2026-04-25,TK02268
SV00965,AC0137,CSAT,4,Still waiting,2025-12-20,TK01096
SV00966,AC0088,CSAT,5,Clear answer,2026-04-13,TK02145
SV00967,AC0083,CSAT,4,,2026-07-19,TK03159
SV00968,AC0139,CSAT,4,Slow resolution,2026-04-21,TK02224
SV00969,AC0071,CSAT,3,Clear answer,2026-02-28,TK01708
SV00970,AC0101,CSAT,5,,2025-11-25,TK00843
SV00971,AC0117,CSAT,5,Clear answer,2026-01-21,TK01365
SV00972,AC0037,CSAT,3,Still waiting,2025-09-02,TK00021
SV00973,AC0149,CSAT,2,Clear answer,2026-04-24,TK02260
SV00974,AC0024,CSAT,5,,2025-11-29,TK00880
SV00975,AC0136,CSAT,1,Slow resolution,2025-12-30,TK01171
SV00976,AC0018,CSAT,3,,2026-02-09,TK01537
SV00977,AC0097,CSAT,3,Great help,2026-06-16,TK02839
SV00978,AC0121,CSAT,3,Great help,2025-11-19,TK00786
SV00979,AC0073,CSAT,5,Helpful but issue remains,2026-03-26,TK01983
SV00980,AC0059,CSAT,4,Clear answer,2025-11-28,TK00864
SV00981,AC0145,CSAT,4,,2026-03-31,TK02034
SV00982,AC0061,CSAT,4,Clear answer,2026-07-27,TK03227
SV00983,AC0061,CSAT,2,,2026-06-29,TK02982
SV00984,AC0105,CSAT,4,Clear answer,2025-10-12,TK00355
SV00985,AC0088,CSAT,4,Still waiting,2026-03-30,TK02016
SV00986,AC0080,CSAT,3,Clear answer,2026-07-29,TK03251
SV00987,AC0132,CSAT,5,Great help,2026-02-24,TK01675
SV00988,AC0024,CSAT,5,,2026-02-27,TK01701
SV00989,AC0065,CSAT,3,Great help,2026-01-07,TK01243
SV00990,AC0117,CSAT,5,Great help,2026-03-14,TK01846
SV00991,AC0047,CSAT,4,Slow resolution,2026-06-22,TK02904
SV00992,AC0013,CSAT,5,Great help,2026-07-23,TK03192
SV00993,AC0087,CSAT,1,Helpful but issue remains,2026-05-04,TK02377
SV00994,AC0135,CSAT,4,Great help,2025-12-31,TK01189
SV00995,AC0058,CSAT,5,Slow resolution,2026-05-15,TK02484
SV00996,AC0113,CSAT,5,,2025-11-13,TK00730
SV00997,AC0124,CSAT,5,Helpful but issue remains,2026-05-30,TK02624
SV00998,AC0054,CSAT,3,Great help,2025-09-07,TK00059
SV00999,AC0037,CSAT,4,,2026-04-08,TK02104
SV01000,AC0133,CSAT,4,Great help,2026-05-06,TK02390
SV01001,AC0024,CSAT,4,Still waiting,2026-04-26,TK02290
SV01002,AC0004,CSAT,4,Still waiting,2026-01-22,TK01376
SV01003,AC0088,CSAT,3,Slow resolution,2026-06-20,TK02880
SV01004,AC0007,CSAT,3,,2025-09-26,TK00215
SV01005,AC0117,CSAT,5,Helpful but issue remains,2026-01-01,TK01198
SV01006,AC0018,CSAT,5,,2026-07-05,TK03030
SV01007,AC0120,CSAT,3,Still waiting,2026-01-23,TK01391
SV01008,AC0117,CSAT,4,Slow resolution,2026-02-09,TK01529
SV01009,AC0013,CSAT,5,Still waiting,2026-03-14,TK01842
SV01010,AC0088,CSAT,4,Great help,2026-03-30,TK02015
SV01011,AC0065,CSAT,4,Still waiting,2026-06-07,TK02729
SV01012,AC0101,CSAT,3,Still waiting,2026-06-23,TK02915
SV01013,AC0030,CSAT,4,Helpful but issue remains,2026-02-21,TK01651
SV01014,AC0132,CSAT,4,Helpful but issue remains,2025-11-15,TK00750
SV01015,AC0106,CSAT,3,Slow resolution,2025-10-20,TK00454
SV01016,AC0058,CSAT,4,Still waiting,2026-06-13,TK02805
SV01017,AC0134,CSAT,5,Helpful but issue remains,2026-06-15,TK02836
SV01018,AC0098,CSAT,2,Great help,2026-04-23,TK02245
SV01019,AC0140,CSAT,3,Still waiting,2025-09-26,TK00214
SV01020,AC0123,CSAT,5,Clear answer,2026-02-07,TK01512
SV01021,AC0008,CSAT,4,,2025-09-28,TK00241
SV01022,AC0053,CSAT,4,Slow resolution,2026-07-18,TK03152
SV01023,AC0085,CSAT,5,Slow resolution,2025-10-12,TK00342
SV01024,AC0138,CSAT,4,Great help,2025-09-17,TK00148
SV01025,AC0062,CSAT,3,Slow resolution,2026-01-12,TK01299
SV01026,AC0132,CSAT,5,Slow resolution,2026-06-16,TK02846
SV01027,AC0008,CSAT,4,Helpful but issue remains,2026-06-07,TK02720
SV01028,AC0069,CSAT,3,,2026-08-17,TK03422
SV01029,AC0064,CSAT,4,Slow resolution,2026-01-17,TK01335
SV01030,AC0066,CSAT,3,Slow resolution,2025-10-20,TK00453
SV01031,AC0030,CSAT,5,,2026-02-16,TK01601
SV01032,AC0039,CSAT,3,Great help,2026-08-03,TK03294
SV01033,AC0058,CSAT,3,Still waiting,2025-09-23,TK00193
SV01034,AC0056,CSAT,4,Great help,2026-02-17,TK01610
SV01035,AC0078,CSAT,5,Great help,2026-04-01,TK02051
SV01036,AC0119,CSAT,5,Clear answer,2026-06-11,TK02784
SV01037,AC0129,CSAT,2,Slow resolution,2026-05-10,TK02434
SV01038,AC0010,CSAT,5,Still waiting,2025-11-06,TK00627
SV01039,AC0150,CSAT,4,,2026-06-17,TK02854
SV01040,AC0023,CSAT,5,Helpful but issue remains,2026-07-28,TK03239
SV01041,AC0130,CSAT,3,,2025-12-09,TK00975
SV01042,AC0041,CSAT,4,Great help,2026-02-09,TK01528
SV01043,AC0006,CSAT,3,Great help,2026-04-28,TK02313
SV01044,AC0018,CSAT,4,Helpful but issue remains,2025-09-18,TK00151
SV01045,AC0006,CSAT,4,Clear answer,2026-06-09,TK02749
SV01046,AC0029,CSAT,3,,2026-01-17,TK01328
SV01047,AC0140,CSAT,3,Helpful but issue remains,2026-08-11,TK03371
SV01048,AC0030,CSAT,2,,2026-05-13,TK02471
SV01049,AC0113,CSAT,5,Great help,2026-02-25,TK01683
SV01050,AC0103,CSAT,2,,2026-03-20,TK01916
SV01051,AC0141,CSAT,2,Clear answer,2025-10-23,TK00485
SV01052,AC0047,CSAT,4,,2026-06-11,TK02780
SV01053,AC0090,CSAT,3,Great help,2026-02-01,TK01460
SV01054,AC0105,CSAT,3,Helpful but issue remains,2025-12-25,TK01128
SV01055,AC0047,CSAT,4,Clear answer,2025-11-07,TK00650
SV01056,AC0057,CSAT,4,Clear answer,2026-03-30,TK02022
SV01057,AC0126,CSAT,4,,2026-07-27,TK03226
SV01058,AC0121,CSAT,4,,2026-05-12,TK02459
SV01059,AC0057,CSAT,4,Still waiting,2026-03-23,TK01939
SV01060,AC0021,CSAT,5,Slow resolution,2026-02-11,TK01550
SV01061,AC0065,CSAT,4,Still waiting,2026-03-07,TK01765
SV01062,AC0011,CSAT,5,Helpful but issue remains,2026-02-27,TK01696
SV01063,AC0056,CSAT,4,Still waiting,2026-07-27,TK03235
SV01064,AC0047,CSAT,3,,2025-12-06,TK00946
SV01065,AC0087,CSAT,5,Clear answer,2026-07-19,TK03155
SV01066,AC0104,CSAT,4,Slow resolution,2025-09-08,TK00073
SV01067,AC0146,CSAT,5,,2026-01-25,TK01407
SV01068,AC0031,CSAT,4,Still waiting,2026-05-11,TK02442
SV01069,AC0021,CSAT,4,Helpful but issue remains,2026-05-16,TK02500
SV01070,AC0064,CSAT,5,Great help,2026-03-30,TK02029
SV01071,AC0117,CSAT,4,,2025-11-16,TK00763
SV01072,AC0102,CSAT,4,,2025-09-11,TK00090
SV01073,AC0025,CSAT,4,,2026-07-16,TK03130
SV01074,AC0107,CSAT,4,Slow resolution,2026-01-16,TK01321
SV01075,AC0117,CSAT,4,Helpful but issue remains,2025-09-01,TK00018
SV01076,AC0095,CSAT,4,Still waiting,2026-07-29,TK03249
SV01077,AC0065,CSAT,3,,2025-11-21,TK00805
SV01078,AC0001,CSAT,4,Slow resolution,2026-04-19,TK02210
SV01079,AC0092,CSAT,2,Great help,2026-08-13,TK03392
SV01080,AC0034,CSAT,4,Still waiting,2026-04-07,TK02096
SV01081,AC0109,CSAT,3,Helpful but issue remains,2025-11-25,TK00839
SV01082,AC0042,CSAT,4,Slow resolution,2025-12-18,TK01058
SV01083,AC0047,CSAT,3,Helpful but issue remains,2025-11-28,TK00865
SV01084,AC0087,CSAT,1,Slow resolution,2026-03-09,TK01788
SV01085,AC0137,CSAT,4,Great help,2026-07-12,TK03092
SV01086,AC0006,CSAT,3,Great help,2025-10-06,TK00299
SV01087,AC0058,CSAT,4,Slow resolution,2026-06-17,TK02848
SV01088,AC0094,CSAT,5,Helpful but issue remains,2025-12-31,TK01180
SV01089,AC0144,CSAT,3,Helpful but issue remains,2026-05-23,TK02560
SV01090,AC0092,CSAT,3,Great help,2025-12-18,TK01062
SV01091,AC0085,CSAT,3,Clear answer,2025-12-15,TK01030
SV01092,AC0008,CSAT,5,,2026-08-26,TK03498
SV01093,AC0121,CSAT,5,,2026-04-18,TK02191
SV01094,AC0024,CSAT,5,Still waiting,2025-10-15,TK00399
SV01095,AC0094,CSAT,5,Still waiting,2026-05-13,TK02467
SV01096,AC0077,CSAT,4,,2026-03-04,TK01748
SV01097,AC0061,CSAT,3,,2026-01-13,TK01306
SV01098,AC0043,CSAT,5,Still waiting,2026-03-23,TK01940
SV01099,AC0088,CSAT,5,Slow resolution,2026-02-24,TK01679
SV01100,AC0003,CSAT,3,,2025-10-15,TK00396
SV01101,AC0048,NPS,7,,2026-05-18,
SV01102,AC0004,NPS,8,Reliable,2026-05-14,
SV01103,AC0032,NPS,8,Pricing concern,2026-07-30,
SV01104,AC0026,NPS,6,Good overall,2026-07-20,
SV01105,AC0016,NPS,9,Need faster support,2026-06-11,
SV01106,AC0119,NPS,9,Good overall,2026-07-27,
SV01107,AC0090,NPS,7,Pricing concern,2026-06-14,
SV01108,AC0007,NPS,8,Need faster support,2026-05-27,
SV01109,AC0104,NPS,7,Good overall,2026-06-13,
SV01110,AC0066,NPS,8,Pricing concern,2026-08-10,
SV01111,AC0089,NPS,10,,2026-05-26,
SV01112,AC0039,NPS,10,Need faster support,2026-06-08,
SV01113,AC0093,NPS,6,Good overall,2026-07-10,
SV01114,AC0054,NPS,7,Need faster support,2026-05-27,
SV01115,AC0141,NPS,9,More features needed,2026-08-08,
SV01116,AC0041,NPS,6,More features needed,2026-06-23,
SV01117,AC0073,NPS,6,Need faster support,2026-06-03,
SV01118,AC0136,NPS,4,Reliable,2026-05-09,
SV01119,AC0114,NPS,9,Good overall,2026-06-17,
SV01120,AC0043,NPS,5,Good overall,2026-05-08,
SV01121,AC0127,NPS,7,More features needed,2026-05-22,
SV01122,AC0113,NPS,6,,2026-05-08,
SV01123,AC0142,NPS,7,Need faster support,2026-08-01,
SV01124,AC0077,NPS,9,Need faster support,2026-07-02,
SV01125,AC0006,NPS,10,,2026-07-12,
SV01126,AC0110,NPS,7,,2026-06-24,
SV01127,AC0135,NPS,7,Reliable,2026-08-10,
SV01128,AC0068,NPS,9,Need faster support,2026-07-26,
SV01129,AC0058,NPS,10,Pricing concern,2026-06-02,
SV01130,AC0087,NPS,8,,2026-07-15,
SV01131,AC0015,NPS,8,,2026-07-28,
SV01132,AC0025,NPS,3,More features needed,2026-07-26,
SV01133,AC0140,NPS,10,Pricing concern,2026-06-01,
SV01134,AC0059,NPS,6,,2026-06-10,
SV01135,AC0009,NPS,9,Reliable,2026-07-20,
SV01136,AC0028,NPS,9,More features needed,2026-07-17,
SV01137,AC0078,NPS,7,Pricing concern,2026-06-20,
SV01138,AC0042,NPS,7,,2026-06-24,
SV01139,AC0112,NPS,9,,2026-08-06,
SV01140,AC0069,NPS,9,,2026-07-09,
SV01141,AC0129,NPS,10,,2026-06-16,
SV01142,AC0083,NPS,7,Good overall,2026-07-23,
SV01143,AC0023,NPS,10,Need faster support,2026-06-27,
SV01144,AC0018,NPS,8,Reliable,2026-07-12,
SV01145,AC0128,NPS,6,Pricing concern,2026-08-01,
SV01146,AC0052,NPS,10,Reliable,2026-05-15,
SV01147,AC0024,NPS,5,Need faster support,2026-06-26,
SV01148,AC0084,NPS,6,,2026-07-18,
SV01149,AC0143,NPS,9,Need faster support,2026-08-04,
SV01150,AC0085,NPS,6,Need faster support,2026-04-30,
SV01151,AC0046,NPS,4,More features needed,2026-06-12,
SV01152,AC0036,NPS,4,More features needed,2026-07-05,
SV01153,AC0102,NPS,6,Reliable,2026-05-10,
SV01154,AC0051,NPS,5,Pricing concern,2026-08-08,
SV01155,AC0074,NPS,7,,2026-05-02,
SV01156,AC0035,NPS,6,Good overall,2026-08-03,
SV01157,AC0137,NPS,8,,2026-06-22,
SV01158,AC0020,NPS,8,Need faster support,2026-05-28,
SV01159,AC0117,NPS,8,Good overall,2026-05-11,
SV01160,AC0097,NPS,6,Need faster support,2026-05-01,
SV01161,AC0005,NPS,8,Need faster support,2026-08-12,
SV01162,AC0013,NPS,10,Need faster support,2026-07-26,
SV01163,AC0144,NPS,10,Pricing concern,2026-06-15,
SV01164,AC0071,NPS,6,Need faster support,2026-07-16,
SV01165,AC0011,NPS,5,Reliable,2026-04-30,
SV01166,AC0012,NPS,10,Reliable,2026-07-29,
SV01167,AC0099,NPS,9,Good overall,2026-06-04,
SV01168,AC0138,NPS,6,Good overall,2026-05-24,
SV01169,AC0101,NPS,10,Reliable,2026-08-12,
SV01170,AC0010,NPS,5,More features needed,2026-08-10,
SV01171,AC0125,NPS,8,,2026-05-01,
SV01172,AC0096,NPS,4,,2026-05-02,
SV01173,AC0030,NPS,9,More features needed,2026-06-27,
SV01174,AC0040,NPS,4,Pricing concern,2026-05-10,
SV01175,AC0131,NPS,9,Good overall,2026-08-04,
SV01176,AC0118,NPS,6,Pricing concern,2026-05-28,
SV01177,AC0115,NPS,10,Reliable,2026-05-23,
SV01178,AC0100,NPS,6,Need faster support,2026-07-17,
SV01179,AC0060,NPS,8,Good overall,2026-07-18,
SV01180,AC0088,NPS,6,Pricing concern,2026-05-16,
SV01181,AC0045,NPS,5,Reliable,2026-07-12,
SV01182,AC0037,NPS,6,Pricing concern,2026-06-10,
SV01183,AC0116,NPS,10,More features needed,2026-07-09,
SV01184,AC0145,NPS,8,More features needed,2026-05-13,
SV01185,AC0053,NPS,5,Good overall,2026-04-30,
SV01186,AC0103,NPS,6,Reliable,2026-05-25,
SV01187,AC0062,NPS,7,Reliable,2026-06-06,
SV01188,AC0123,NPS,7,More features needed,2026-06-09,
SV01189,AC0031,NPS,9,Reliable,2026-06-23,
SV01190,AC0134,NPS,6,Good overall,2026-05-19,
SV01191,AC0150,CSAT,2,Still waiting for a fix,2026-08-26,TKNS001
SV01192,AC0150,NPS,8,Generally strong product,2026-05-29,
