deal_id,account_id,owner_agent_id,created_at,closed_at,stage,amount,segment,loss_reason,source,handover_complete,special_requirements_issue
DL00566,AC0062,A042,2026-06-29,2026-08-29,Closed Lost,28000,Mid-Market,No Decision,Partner,,
DL00567,AC0008,A053,2026-01-22,2026-03-18,Closed Lost,34000,Mid-Market,Price,Inbound,,
DL00568,AC0067,A049,2026-07-11,2026-08-17,Closed Lost,15000,SMB,Price,Referral,,
DL00569,AC0118,A039,2026-07-10,2026-09-01,Closed Lost,28000,Mid-Market,Timing,Paid Search,,
DL00570,AC0020,A055,2026-02-12,2026-04-30,Closed Lost,160000,Enterprise,Competitor,Referral,,
DL00571,AC0075,A056,2026-06-14,2026-07-16,Closed Won,62000,Mid-Market,,Referral,True,
DL00572,AC0132,A052,2026-05-27,2026-07-20,Closed Lost,170000,Enterprise,Unqualified,Paid Search,,
DL00573,AC0040,A054,2025-12-19,2026-01-29,Closed Lost,38000,Mid-Market,Procurement,Referral,,
DL00574,AC0116,A048,2025-12-17,2026-03-01,Closed Won,107000,Enterprise,,Paid Search,True,
DL00575,AC0029,A044,2026-06-23,2026-08-01,Closed Won,40000,Mid-Market,,Inbound,True,
DL00576,AC0051,A042,2026-02-09,2026-04-05,Closed Won,12000,SMB,,Inbound,True,
DL00577,AC0021,A052,2026-07-08,2026-07-30,Closed Won,13000,SMB,,Outbound,False,Free-text / field quality issue
DL00578,AC0039,A049,2026-05-08,,Negotiation,12000,SMB,,Outbound,,
DL00579,AC0143,A044,2025-09-06,2025-10-30,Closed Won,10000,SMB,,Referral,True,
DL00580,AC0069,A041,2025-09-27,2025-12-10,Closed Won,66000,Enterprise,,Partner,True,
DL00581,AC0116,A045,2025-09-24,2025-11-18,Closed Won,142000,Enterprise,,Partner,True,
DL00582,AC0067,A041,2026-05-28,2026-08-08,Closed Lost,22000,SMB,Competitor,Partner,,
DL00583,AC0113,A047,2026-01-03,2026-03-03,Closed Lost,56000,Mid-Market,Price,Outbound,,
DL00584,AC0036,A054,2026-08-16,2026-10-17,Closed Lost,54000,Mid-Market,Missing Feature,Inbound,,
DL00585,AC0053,A054,2025-09-22,,Negotiation,17000,SMB,,Paid Search,,
DL00586,AC0135,A044,2026-07-12,,Proposal,9000,SMB,,Partner,,
DL00587,AC0097,A039,2025-12-19,,Discovery,50000,Mid-Market,,Outbound,,
DL00588,AC0037,A054,2026-06-12,,Qualified,12000,SMB,,Paid Search,,
DL00589,AC0088,A053,2026-03-01,,Negotiation,64000,Mid-Market,,Outbound,,
DL00590,AC0131,A047,2025-12-18,2026-02-13,Closed Won,108000,Enterprise,,Inbound,True,
DL00591,AC0047,A052,2026-02-09,,Proposal,13000,SMB,,Paid Search,,
DL00592,AC0116,A054,2026-03-16,2026-04-15,Closed Won,11000,SMB,,Partner,True,
DL00593,AC0131,A051,2026-07-01,,Qualified,13000,SMB,,Partner,,
DL00594,AC0083,A040,2025-10-14,2025-11-02,Closed Won,48000,Mid-Market,,Outbound,True,
DL00595,AC0059,A051,2026-05-21,2026-06-16,Closed Lost,22000,SMB,Price,Referral,,
DL00596,AC0010,A045,2026-04-12,2026-06-15,Closed Won,8000,SMB,,Partner,True,
DL00597,AC0148,A050,2026-05-29,,Negotiation,18000,SMB,,Referral,,
DL00598,AC0052,A050,2026-02-25,2026-04-19,Closed Won,18000,SMB,,Partner,True,
DL00599,AC0030,A055,2025-12-29,2026-02-26,Closed Lost,31000,Mid-Market,No Decision,Referral,,
DL00600,AC0105,A046,2025-11-04,2025-12-26,Closed Lost,141000,Enterprise,Procurement,Outbound,,
DL00601,AC0058,A053,2025-12-02,,Qualified,39000,Mid-Market,,Inbound,,
DL00602,AC0073,A046,2025-12-30,2026-01-15,Closed Lost,161000,Enterprise,Missing Feature,Referral,,
DL00603,AC0115,A055,2026-02-16,2026-05-14,Closed Lost,59000,Mid-Market,Timing,Outbound,,
DL00604,AC0026,A049,2026-05-11,2026-08-01,Closed Lost,49000,Mid-Market,Timing,Partner,,
DL00605,AC0034,A042,2026-06-30,2026-09-11,Closed Won,109000,Enterprise,,Outbound,True,
DL00606,AC0024,A042,2026-05-16,,Qualified,38000,Mid-Market,,Outbound,,
DL00607,AC0139,A039,2025-10-21,2025-12-07,Closed Won,53000,Mid-Market,,Outbound,True,
DL00608,AC0139,A054,2026-02-23,2026-04-21,Closed Won,35000,Mid-Market,,Inbound,True,
DL00609,AC0041,A041,2026-07-01,,Proposal,22000,SMB,,Partner,,
DL00610,AC0084,A048,2026-01-12,2026-02-02,Closed Won,33000,Mid-Market,,Referral,True,
DL00611,AC0146,A056,2026-03-13,2026-04-02,Closed Lost,24000,SMB,Price,Inbound,,
DL00612,AC0067,A040,2026-03-03,,Qualified,18000,SMB,,Paid Search,,
DL00613,AC0025,A048,2026-04-03,,Negotiation,60000,Mid-Market,,Outbound,,
DL00614,AC0140,A052,2026-04-25,2026-06-22,Closed Won,18000,SMB,,Referral,True,
DL00615,AC0001,A040,2026-03-18,,Discovery,54000,Mid-Market,,Outbound,,
DL00616,AC0104,A055,2025-12-13,2026-01-20,Closed Won,115000,Enterprise,,Paid Search,True,
DL00617,AC0039,A041,2026-06-20,2026-07-19,Closed Lost,25000,Mid-Market,Missing Feature,Outbound,,
DL00618,AC0094,A051,2025-11-27,2026-01-10,Closed Lost,141000,Enterprise,Competitor,Outbound,,
DL00619,AC0094,A044,2026-05-28,,Negotiation,17000,SMB,,Inbound,,
DL00620,AC0132,A040,2026-07-04,,Qualified,41000,Mid-Market,,Partner,,
DL00621,AC0053,A043,2026-08-18,2026-10-25,Closed Won,20000,SMB,,Outbound,True,
DL00622,AC0138,A047,2025-11-03,2026-01-13,Closed Lost,57000,Mid-Market,Procurement,Outbound,,
DL00623,AC0081,A053,2025-11-16,2026-01-11,Closed Won,10000,SMB,,Outbound,True,
DL00624,AC0057,A053,2026-07-06,2026-08-14,Closed Won,80000,Enterprise,,Referral,False,Free-text / field quality issue
DL00625,AC0089,A047,2026-01-25,,Discovery,92000,Enterprise,,Partner,,
DL00626,AC0111,A050,2026-08-15,2026-10-13,Closed Lost,109000,Enterprise,No Decision,Inbound,,
DL00627,AC0108,A055,2026-03-17,2026-05-15,Closed Won,43000,Mid-Market,,Partner,True,
DL00628,AC0092,A056,2026-03-30,2026-05-01,Closed Won,14000,SMB,,Paid Search,True,
DL00629,AC0110,A040,2025-12-30,2026-02-01,Closed Won,48000,Mid-Market,,Partner,True,
DL00630,AC0100,A050,2026-04-23,2026-07-11,Closed Lost,20000,SMB,Price,Outbound,,
DL00631,AC0114,A052,2026-04-24,,Qualified,14000,SMB,,Referral,,
DL00632,AC0018,A052,2025-12-21,,Negotiation,40000,Mid-Market,,Outbound,,
DL00633,AC0140,A052,2026-04-03,,Proposal,60000,Mid-Market,,Paid Search,,
DL00634,AC0095,A039,2025-09-17,2025-10-09,Closed Won,40000,Mid-Market,,Paid Search,True,
DL00635,AC0105,A054,2025-12-01,2026-01-22,Closed Won,49000,Mid-Market,,Paid Search,True,
DL00636,AC0049,A054,2026-03-31,,Proposal,56000,Mid-Market,,Referral,,
DL00637,AC0066,A042,2026-07-09,,Proposal,8000,SMB,,Referral,,
DL00638,AC0079,A041,2026-02-03,,Discovery,38000,Mid-Market,,Outbound,,
DL00639,AC0105,A046,2026-02-10,,Negotiation,38000,Mid-Market,,Paid Search,,
DL00640,AC0046,A044,2026-03-02,2026-04-04,Closed Lost,49000,Mid-Market,Missing Feature,Outbound,,
DL00641,AC0039,A040,2025-09-12,2025-10-03,Closed Lost,61000,Mid-Market,Unqualified,Referral,,
DL00642,AC0057,A047,2026-01-11,2026-02-20,Closed Lost,73000,Enterprise,Missing Feature,Referral,,
DL00643,AC0022,A045,2025-09-02,2025-09-23,Closed Won,58000,Mid-Market,,Outbound,True,
DL00644,AC0117,A056,2026-02-05,2026-04-12,Closed Won,10000,SMB,,Inbound,True,
DL00645,AC0051,A055,2026-05-20,,Negotiation,24000,SMB,,Referral,,
DL00646,AC0149,A047,2026-03-02,2026-03-20,Closed Lost,26000,Mid-Market,Price,Outbound,,
DL00647,AC0021,A056,2026-03-01,2026-04-28,Closed Won,53000,Mid-Market,,Referral,True,
DL00648,AC0061,A056,2026-06-12,2026-06-29,Closed Lost,13000,SMB,Unqualified,Referral,,
DL00649,AC0064,A040,2026-01-26,2026-02-23,Closed Lost,59000,Mid-Market,Price,Paid Search,,
DL00650,AC0069,A056,2026-04-08,,Proposal,22000,SMB,,Inbound,,
DL00651,AC0058,A048,2025-10-07,2025-11-23,Closed Lost,8000,SMB,No Decision,Referral,,
DL00652,AC0052,A056,2025-10-29,2025-12-11,Closed Won,89000,Enterprise,,Inbound,True,
DL00653,AC0015,A039,2026-01-23,2026-02-17,Closed Lost,20000,SMB,Procurement,Referral,,
DL00654,AC0145,A041,2026-04-19,2026-06-29,Closed Won,46000,Mid-Market,,Inbound,True,
DL00655,AC0148,A055,2025-09-04,,Discovery,42000,Mid-Market,,Partner,,
DL00656,AC0128,A050,2026-03-05,,Negotiation,11000,SMB,,Partner,,
DL00657,AC0030,A051,2026-08-18,2026-10-23,Closed Lost,87000,Enterprise,Missing Feature,Partner,True,
DL00658,AC0055,A045,2025-09-09,,Discovery,44000,Mid-Market,,Inbound,,
DL00659,AC0005,A039,2025-11-28,2026-02-17,Closed Lost,37000,Mid-Market,Procurement,Referral,,
DL00660,AC0071,A041,2026-05-01,,Proposal,18000,SMB,,Partner,,
DL00661,AC0050,A045,2026-06-11,,Negotiation,49000,Mid-Market,,Partner,,
DL00662,AC0096,A051,2025-10-31,,Negotiation,15000,SMB,,Paid Search,,
DL00663,AC0056,A052,2026-01-10,2026-02-10,Closed Won,18000,SMB,,Outbound,True,
DL00664,AC0081,A053,2025-09-07,2025-09-28,Closed Won,24000,SMB,,Partner,True,
DL00665,AC0035,A040,2026-02-26,2026-05-21,Closed Lost,17000,SMB,Procurement,Paid Search,,
DL00666,AC0036,A049,2025-10-01,2025-12-07,Closed Lost,110000,Enterprise,Missing Feature,Outbound,,
DL00667,AC0121,A043,2026-08-17,2026-11-06,Closed Lost,25000,Mid-Market,Procurement,Referral,,
DL00668,AC0044,A048,2026-08-06,,Discovery,13000,SMB,,Outbound,,
DL00669,AC0007,A039,2026-06-27,2026-08-17,Closed Lost,106000,Enterprise,Missing Feature,Inbound,,
DL00670,AC0067,A049,2026-04-21,,Proposal,45000,Mid-Market,,Paid Search,,
DL00671,AC0073,A039,2026-06-21,2026-08-12,Closed Won,45000,Mid-Market,,Inbound,True,
DL00672,AC0134,A047,2026-05-07,2026-07-15,Closed Won,45000,Mid-Market,,Referral,True,
DL00673,AC0080,A055,2026-05-02,,Discovery,70000,Enterprise,,Referral,,
DL00674,AC0129,A046,2025-12-20,2026-01-28,Closed Won,12000,SMB,,Partner,True,
DL00675,AC0084,A051,2025-09-26,,Discovery,48000,Mid-Market,,Outbound,,
DL00676,AC0001,A043,2026-03-22,,Proposal,11000,SMB,,Referral,,
DL00677,AC0092,A047,2026-01-05,2026-02-14,Closed Lost,33000,Mid-Market,Procurement,Paid Search,,
DL00678,AC0149,A043,2026-08-17,,Discovery,51000,Mid-Market,,Referral,,
DL00679,AC0025,A049,2026-03-01,,Negotiation,41000,Mid-Market,,Referral,,
DL00680,AC0012,A050,2026-01-31,,Discovery,54000,Mid-Market,,Referral,,
DL00681,AC0141,A041,2026-05-08,,Proposal,73000,Enterprise,,Partner,,
DL00682,AC0026,A040,2026-03-07,2026-04-26,Closed Lost,13000,SMB,Competitor,Inbound,,
DL00683,AC0004,A054,2026-07-17,,Discovery,187000,Enterprise,,Inbound,,
DL00684,AC0132,A048,2025-12-18,2026-02-18,Closed Won,78000,Enterprise,,Referral,False,Free-text / field quality issue
DL00685,AC0088,A055,2025-09-09,,Negotiation,39000,Mid-Market,,Inbound,,
DL00686,AC0024,A045,2025-11-13,2025-11-29,Closed Lost,41000,Mid-Market,Price,Partner,,
DL00687,AC0013,A041,2026-03-09,,Qualified,11000,SMB,,Outbound,,
DL00688,AC0090,A042,2025-12-03,,Qualified,19000,SMB,,Partner,,
DL00689,AC0037,A045,2025-11-11,,Qualified,17000,SMB,,Partner,,
DL00690,AC0048,A042,2026-06-22,2026-08-12,Closed Won,93000,Enterprise,,Partner,True,
DL00691,AC0059,A043,2026-04-06,,Proposal,9000,SMB,,Referral,,
DL00692,AC0141,A048,2026-03-24,2026-05-22,Closed Won,20000,SMB,,Referral,True,
DL00693,AC0039,A050,2026-06-21,2026-08-10,Closed Lost,58000,Mid-Market,Timing,Paid Search,,
DL00694,AC0062,A041,2026-07-29,,Proposal,29000,Mid-Market,,Outbound,,
DL00695,AC0132,A045,2025-09-01,2025-10-23,Closed Lost,151000,Enterprise,Timing,Outbound,,
DL00696,AC0113,A049,2026-05-30,2026-08-02,Closed Lost,18000,SMB,No Decision,Referral,,
DL00697,AC0104,A048,2026-07-31,2026-08-21,Closed Lost,13000,SMB,No Decision,Referral,,
DL00698,AC0102,A047,2026-06-26,2026-09-14,Closed Lost,130000,Enterprise,Price,Outbound,,
DL00699,AC0044,A043,2025-09-09,,Qualified,22000,SMB,,Inbound,,
DL00700,AC0126,A056,2026-08-27,,Proposal,54000,Mid-Market,,Paid Search,,
DL00701,AC0113,A051,2026-06-28,,Discovery,161000,Enterprise,,Inbound,,
DL00702,AC0109,A056,2025-09-19,2025-10-20,Closed Won,61000,Mid-Market,,Referral,True,
DL00703,AC0049,A055,2025-10-15,2025-11-13,Closed Lost,42000,Mid-Market,Price,Paid Search,,
DL00704,AC0054,A054,2025-11-11,2025-12-02,Closed Lost,46000,Mid-Market,Price,Inbound,,
DL00705,AC0026,A049,2026-05-15,,Qualified,11000,SMB,,Referral,,
DL00706,AC0032,A044,2026-01-05,2026-03-17,Closed Lost,44000,Mid-Market,Timing,Inbound,,
DL00707,AC0114,A047,2026-04-16,2026-05-19,Closed Won,186000,Enterprise,,Outbound,True,
DL00708,AC0018,A052,2026-03-26,2026-05-20,Closed Won,30000,Mid-Market,,Paid Search,True,Formatting mismatch
DL00709,AC0140,A050,2025-10-26,2025-12-06,Closed Won,15000,SMB,,Inbound,True,
DL00710,AC0053,A048,2026-03-16,,Proposal,11000,SMB,,Outbound,,
DL00711,AC0133,A050,2026-05-02,,Negotiation,11000,SMB,,Inbound,,
DL00712,AC0130,A040,2025-10-30,,Negotiation,11000,SMB,,Inbound,,
DL00713,AC0101,A049,2025-10-05,2025-12-12,Closed Lost,22000,SMB,Price,Paid Search,,
DL00714,AC0137,A044,2025-11-08,2026-01-07,Closed Won,19000,SMB,,Referral,True,
DL00715,AC0105,A045,2026-05-31,2026-07-25,Closed Lost,19000,SMB,Missing Feature,Paid Search,,
DL00716,AC0086,A039,2026-03-13,,Proposal,10000,SMB,,Partner,,
DL00717,AC0118,A040,2026-07-17,,Negotiation,9000,SMB,,Referral,,
DL00718,AC0135,A043,2026-01-12,2026-02-24,Closed Lost,38000,Mid-Market,Price,Inbound,,
DL00719,AC0044,A042,2026-03-08,,Negotiation,59000,Mid-Market,,Outbound,,
DL00720,AC0093,A054,2025-10-29,,Discovery,185000,Enterprise,,Referral,,
DL00721,AC0079,A051,2026-07-04,2026-07-29,Closed Won,40000,Mid-Market,,Referral,True,
DL00722,AC0104,A039,2026-01-05,2026-02-03,Closed Lost,70000,Enterprise,Competitor,Outbound,,
DL00723,AC0011,A051,2026-02-11,,Discovery,41000,Mid-Market,,Outbound,,
DL00724,AC0130,A051,2026-07-31,,Proposal,27000,Mid-Market,,Referral,,
DL00725,AC0008,A050,2026-06-01,2026-07-25,Closed Won,14000,SMB,,Outbound,True,
DL00726,AC0089,A049,2026-06-30,2026-08-08,Closed Won,10000,SMB,,Outbound,True,
DL00727,AC0073,A047,2026-02-11,2026-04-06,Closed Won,77000,Enterprise,,Inbound,True,
DL00728,AC0025,A046,2025-10-25,2025-11-17,Closed Won,66000,Enterprise,,Referral,True,
DL00729,AC0086,A051,2026-04-30,2026-06-09,Closed Won,13000,SMB,,Referral,True,
DL00730,AC0106,A055,2025-11-04,,Proposal,11000,SMB,,Inbound,,
DL00731,AC0134,A051,2025-11-23,2026-02-04,Closed Won,59000,Mid-Market,,Outbound,True,Integration mapping error
DL00732,AC0099,A050,2026-07-30,2026-09-21,Closed Won,34000,Mid-Market,,Referral,True,
DL00733,AC0109,A056,2026-05-03,2026-05-24,Closed Lost,64000,Mid-Market,Missing Feature,Partner,,
DL00734,AC0132,A052,2026-02-04,,Qualified,45000,Mid-Market,,Partner,,
DL00735,AC0047,A055,2025-11-27,,Discovery,9000,SMB,,Paid Search,,
DL00736,AC0061,A041,2026-04-25,2026-06-11,Closed Lost,166000,Enterprise,No Decision,Inbound,,
DL00737,AC0119,A045,2026-06-25,,Proposal,170000,Enterprise,,Outbound,,
DL00738,AC0126,A040,2025-11-02,2025-12-09,Closed Won,10000,SMB,,Inbound,True,
DL00739,AC0146,A045,2025-10-05,,Negotiation,87000,Enterprise,,Inbound,,
DL00740,AC0117,A040,2026-06-22,2026-09-02,Closed Lost,130000,Enterprise,Competitor,Partner,,
DL00741,AC0078,A053,2026-05-15,2026-07-13,Closed Lost,152000,Enterprise,Missing Feature,Inbound,,
DL00742,AC0064,A054,2025-09-30,2025-12-01,Closed Won,45000,Mid-Market,,Inbound,False,Free-text / field quality issue
DL00743,AC0012,A046,2026-02-22,2026-05-06,Closed Lost,60000,Mid-Market,Competitor,Inbound,,
DL00744,AC0054,A052,2026-07-20,2026-10-02,Closed Lost,14000,SMB,Unqualified,Outbound,,
DL00745,AC0118,A046,2026-03-17,2026-05-15,Closed Won,16000,SMB,,Referral,True,
DL00746,AC0136,A047,2026-04-29,2026-06-29,Closed Lost,30000,Mid-Market,No Decision,Paid Search,,
DL00747,AC0117,A041,2026-06-02,2026-08-02,Closed Won,22000,SMB,,Inbound,True,
DL00748,AC0073,A048,2025-10-18,2025-11-30,Closed Lost,24000,SMB,Missing Feature,Referral,,
DL00749,AC0087,A050,2026-03-27,,Negotiation,55000,Mid-Market,,Paid Search,,
DL00750,AC0111,A048,2026-04-10,2026-06-15,Closed Won,93000,Enterprise,,Partner,True,Missing structured value
DL00751,AC0144,A041,2026-08-15,2026-09-24,Closed Lost,137000,Enterprise,Timing,Outbound,,
DL00752,AC0077,A049,2025-10-29,,Negotiation,15000,SMB,,Paid Search,,
DL00753,AC0058,A047,2025-11-24,,Negotiation,47000,Mid-Market,,Referral,,
DL00754,AC0118,A041,2026-05-16,2026-07-03,Closed Won,184000,Enterprise,,Partner,True,
DL00755,AC0051,A056,2026-07-23,2026-09-01,Closed Lost,114000,Enterprise,Price,Paid Search,,
DL00756,AC0057,A041,2025-09-06,2025-11-30,Closed Lost,92000,Enterprise,Missing Feature,Partner,,
DL00757,AC0120,A054,2025-10-17,2025-12-30,Closed Lost,39000,Mid-Market,No Decision,Referral,,
DL00758,AC0008,A048,2025-11-17,2025-12-14,Closed Lost,133000,Enterprise,No Decision,Outbound,,
DL00759,AC0048,A044,2025-10-28,2025-11-18,Closed Won,25000,SMB,,Outbound,True,
DL00760,AC0078,A050,2026-08-21,,Negotiation,36000,Mid-Market,,Outbound,,
DL00761,AC0052,A046,2025-12-19,,Discovery,64000,Mid-Market,,Partner,,
DL00762,AC0099,A056,2026-04-28,2026-06-10,Closed Won,137000,Enterprise,,Partner,True,
DL00763,AC0114,A046,2026-06-15,2026-09-03,Closed Lost,25000,SMB,Price,Paid Search,,
DL00764,AC0053,A039,2026-08-01,,Qualified,132000,Enterprise,,Outbound,,
DL00765,AC0051,A042,2026-02-06,2026-03-01,Closed Won,53000,Mid-Market,,Paid Search,True,
DL00766,AC0148,A045,2026-06-03,2026-08-12,Closed Won,64000,Mid-Market,,Referral,True,
DL00767,AC0003,A046,2026-01-14,2026-02-23,Closed Won,21000,SMB,,Referral,True,
DL00768,AC0116,A055,2025-12-17,2026-03-02,Closed Lost,11000,SMB,Competitor,Outbound,,
DL00769,AC0085,A044,2026-01-28,2026-02-16,Closed Won,189000,Enterprise,,Outbound,True,
DL00770,AC0078,A043,2026-08-16,2026-09-11,Closed Won,27000,Mid-Market,,Partner,False,Free-text vague
DL00771,AC0138,A053,2026-06-13,2026-07-29,Closed Won,55000,Mid-Market,,Partner,True,
DL00772,AC0102,A041,2025-10-25,2025-11-27,Closed Lost,101000,Enterprise,No Decision,Partner,,
DL00773,AC0052,A056,2025-12-06,2026-02-15,Closed Won,21000,SMB,,Partner,True,
DL00774,AC0066,A050,2025-12-26,2026-02-09,Closed Lost,44000,Mid-Market,Missing Feature,Referral,,
DL00775,AC0066,A049,2026-01-24,2026-03-31,Closed Lost,31000,Mid-Market,Missing Feature,Paid Search,,
DL00776,AC0050,A041,2026-04-26,,Proposal,8000,SMB,,Partner,,
DL00777,AC0066,A040,2026-03-27,2026-04-15,Closed Lost,43000,Mid-Market,No Decision,Paid Search,,
DL00778,AC0050,A051,2025-11-09,,Discovery,54000,Mid-Market,,Referral,,
DL00779,AC0132,A050,2025-10-20,2025-12-23,Closed Lost,19000,SMB,No Decision,Paid Search,,
DL00780,AC0031,A051,2025-09-18,,Negotiation,43000,Mid-Market,,Partner,,
DL00781,AC0032,A052,2025-10-05,,Negotiation,24000,SMB,,Inbound,,
DL00782,AC0128,A040,2026-07-04,2026-08-22,Closed Lost,12000,SMB,Price,Referral,,
DL00783,AC0038,A040,2025-11-07,2025-12-27,Closed Won,11000,SMB,,Inbound,True,
DL00784,AC0104,A049,2025-12-27,,Proposal,64000,Mid-Market,,Referral,,
DL00785,AC0090,A039,2026-08-25,,Negotiation,96000,Enterprise,,Referral,,
DL00786,AC0107,A045,2026-06-03,2026-08-15,Closed Won,8000,SMB,,Outbound,True,
DL00787,AC0145,A041,2025-12-27,,Qualified,43000,Mid-Market,,Referral,,
DL00788,AC0073,A042,2026-04-10,2026-05-06,Closed Lost,34000,Mid-Market,Timing,Inbound,,
DL00789,AC0042,A054,2026-02-07,2026-03-04,Closed Lost,10000,SMB,Competitor,Partner,,
DL00790,AC0146,A048,2026-04-14,2026-05-16,Closed Lost,136000,Enterprise,Timing,Inbound,,
DL00791,AC0052,A041,2025-12-01,2025-12-30,Closed Won,26000,Mid-Market,,Inbound,True,
DL00792,AC0115,A045,2025-10-16,2025-11-16,Closed Won,31000,Mid-Market,,Outbound,False,Free-text / field quality issue
DL00793,AC0110,A040,2026-01-11,2026-02-04,Closed Won,31000,Mid-Market,,Partner,True,
DL00794,AC0089,A049,2026-07-13,,Negotiation,14000,SMB,,Paid Search,,
DL00795,AC0079,A045,2026-04-23,2026-06-23,Closed Won,175000,Enterprise,,Outbound,True,
DL00796,AC0036,A041,2025-11-04,2026-01-17,Closed Lost,145000,Enterprise,Unqualified,Partner,,
DL00797,AC0030,A050,2025-12-20,2026-02-26,Closed Lost,186000,Enterprise,Price,Outbound,,
DL00798,AC0047,A039,2026-08-19,2026-10-24,Closed Lost,9000,SMB,No Decision,Inbound,,
DL00799,AC0138,A044,2025-10-25,2025-12-15,Closed Won,63000,Mid-Market,,Partner,True,
DL00800,AC0113,A050,2025-12-27,2026-02-27,Closed Lost,54000,Mid-Market,Timing,Paid Search,,
DL00801,AC0042,A055,2026-03-03,,Qualified,20000,SMB,,Partner,,
DL00802,AC0077,A052,2026-08-25,2026-10-23,Closed Lost,140000,Enterprise,No Decision,Outbound,True,
DL00803,AC0107,A050,2026-05-30,2026-08-27,Closed Lost,64000,Mid-Market,Competitor,Partner,,
DL00804,AC0042,A051,2026-05-31,2026-08-12,Closed Won,22000,SMB,,Outbound,True,
DL00805,AC0095,A055,2026-01-19,,Proposal,10000,SMB,,Paid Search,,
DL00806,AC0075,A040,2025-09-18,,Proposal,19000,SMB,,Partner,,
DL00807,AC0046,A046,2025-12-19,,Discovery,33000,Mid-Market,,Inbound,,
DL00808,AC0149,A051,2026-02-18,,Negotiation,25000,SMB,,Partner,,
DL00809,AC0142,A040,2026-05-03,2026-06-22,Closed Won,29000,Mid-Market,,Partner,True,
DL00810,AC0014,A049,2026-04-30,,Discovery,39000,Mid-Market,,Inbound,,
DL00811,AC0097,A045,2025-11-10,2026-01-27,Closed Lost,12000,SMB,Procurement,Outbound,,
DL00812,AC0128,A052,2026-02-11,2026-03-24,Closed Lost,14000,SMB,Competitor,Referral,,
DL00813,AC0049,A055,2026-07-01,2026-09-14,Closed Lost,133000,Enterprise,Unqualified,Inbound,,
DL00814,AC0094,A040,2025-10-11,,Discovery,34000,Mid-Market,,Inbound,,
DL00815,AC0007,A051,2026-04-21,,Proposal,11000,SMB,,Referral,,
DL00816,AC0019,A042,2025-09-26,,Proposal,24000,SMB,,Partner,,
DL00817,AC0113,A045,2026-07-03,,Qualified,105000,Enterprise,,Inbound,,
DL00818,AC0074,A054,2025-09-13,,Proposal,64000,Mid-Market,,Paid Search,,
DL00819,AC0087,A053,2026-03-11,2026-05-12,Closed Won,31000,Mid-Market,,Inbound,True,
DL00820,AC0144,A055,2026-07-23,,Qualified,132000,Enterprise,,Partner,,
DL00821,AC0040,A042,2025-10-25,2025-11-15,Closed Won,58000,Mid-Market,,Inbound,True,Free-text vague
DL00822,AC0102,A041,2025-11-05,2025-12-04,Closed Won,54000,Mid-Market,,Referral,True,
DL00823,AC0022,A048,2026-05-10,2026-06-20,Closed Lost,84000,Enterprise,Competitor,Referral,,
DL00824,AC0098,A047,2026-07-18,,Discovery,53000,Mid-Market,,Referral,,
DL00825,AC0092,A056,2026-01-03,2026-02-21,Closed Won,21000,SMB,,Paid Search,True,Missing structured value
DL00826,AC0003,A046,2025-10-15,2025-11-08,Closed Won,13000,SMB,,Paid Search,True,
DL00827,AC0125,A040,2025-11-14,,Qualified,23000,SMB,,Outbound,,
DL00828,AC0033,A056,2026-05-24,,Qualified,40000,Mid-Market,,Partner,,
DL00829,AC0044,A056,2025-11-05,2025-11-28,Closed Won,14000,SMB,,Partner,True,
DL00830,AC0041,A041,2026-06-17,2026-09-14,Closed Lost,90000,Enterprise,Procurement,Inbound,,
DL00831,AC0030,A039,2026-04-05,2026-05-30,Closed Won,21000,SMB,,Outbound,True,
DL00832,AC0012,A045,2026-05-22,2026-07-17,Closed Won,82000,Enterprise,,Outbound,True,
DL00833,AC0076,A046,2025-10-07,2025-12-29,Closed Lost,172000,Enterprise,Missing Feature,Outbound,,
DL00834,AC0039,A047,2025-09-08,,Discovery,16000,SMB,,Paid Search,,
DL00835,AC0059,A052,2025-12-29,,Qualified,30000,Mid-Market,,Partner,,
DL00836,AC0067,A044,2026-07-03,,Negotiation,161000,Enterprise,,Inbound,,
DL00837,AC0026,A050,2026-08-14,2026-10-27,Closed Lost,72000,Enterprise,No Decision,Outbound,,
DL00838,AC0116,A040,2026-02-11,2026-04-07,Closed Lost,43000,Mid-Market,No Decision,Paid Search,,
DL00839,AC0029,A041,2026-07-01,,Negotiation,64000,Mid-Market,,Paid Search,,
DL00840,AC0076,A042,2026-07-02,2026-07-30,Closed Won,49000,Mid-Market,,Partner,True,
DL00841,AC0093,A052,2026-08-05,2026-10-27,Closed Lost,18000,SMB,Unqualified,Partner,,
DL00842,AC0053,A049,2026-07-08,,Proposal,14000,SMB,,Referral,,
DL00843,AC0117,A042,2026-05-12,,Qualified,31000,Mid-Market,,Partner,,
DL00844,AC0079,A049,2026-07-14,,Proposal,27000,Mid-Market,,Partner,,
DL00845,AC0026,A052,2026-06-06,,Discovery,12000,SMB,,Referral,,
DL00846,AC0092,A054,2026-01-20,2026-04-04,Closed Won,8000,SMB,,Inbound,True,
DL00847,AC0033,A046,2026-04-01,2026-04-22,Closed Won,21000,SMB,,Paid Search,False,Free-text / field quality issue
DL00848,AC0101,A055,2026-04-13,,Proposal,39000,Mid-Market,,Inbound,,
