lead_id,created_date,lead_source,industry,region,company_size,rep_id,status,qualified_date,demo_date,opportunity_date,closed_date,potential_arr_eur,loss_reason
VAI-00483,2025-09-22,Paid Search,Fintech,Benelux,201-500,AE04,Unqualified,,,,,,
VAI-00484,2025-09-30,Paid Search,Healthcare,Southern Europe,51-200,AE05,Unqualified,,,,,,
VAI-00485,2025-12-19,LinkedIn,SaaS,CEE,501-1000,AE02,Qualified,2025-12-21,,,,,
VAI-00486,2025-09-28,Organic Search,E-commerce,DACH,201-500,AE06,Closed Won,2025-10-01,2025-10-03,2025-10-05,2025-10-20,37500.0,
VAI-00487,2025-06-28,Paid Search,HR Tech,Southern Europe,1000+,AE07,Unqualified,,,,,,
VAI-00488,2025-11-12,Organic Search,Travel,Nordics,51-200,AE05,Qualified,2025-11-23,,,,,
VAI-00489,2025-03-16,LinkedIn,SaaS,Nordics,1-50,AE01,Unqualified,,,,,,
VAI-00490,2025-02-01,LinkedIn,HR Tech,Southern Europe,51-200,AE06,Closed Won,2025-02-10,2025-02-13,2025-02-14,2025-02-27,14500.0,
VAI-00491,2025-03-19,Referral,Media,Southern Europe,1000+,AE02,Unqualified,,,,,,
VAI-00492,2025-04-27,Referral,HR Tech,Southern Europe,51-200,AE06,Qualified,2025-05-04,,,,,
VAI-00493,2025-08-11,Outbound,Professional Services,UK & Ireland,201-500,AE02,Qualified,2025-08-15,,,,,
VAI-00494,2025-07-21,LinkedIn,SaaS,Nordics,501-1000,AE01,Closed Lost,2025-07-24,2025-07-30,2025-08-04,2025-08-22,59000.0,Budget frozen
VAI-00495,2025-12-18,Paid Search,Fintech,UK & Ireland,51-200,AE04,Closed Lost,2025-12-24,2026-01-04,2026-01-05,2026-01-14,10500.0,Price
VAI-00496,2025-03-17,Outbound,Media,UK & Ireland,1000+,AE06,Unqualified,,,,,,
VAI-00497,2025-07-19,Outbound,Healthcare,CEE,501-1000,AE04,Unqualified,,,,,,
VAI-00498,2025-09-24,Partners,SaaS,UK & Ireland,1000+,AE06,Demo Completed,2025-09-27,2025-09-29,,,,
VAI-00499,2025-08-18,Organic Search,Healthcare,Benelux,501-1000,AE05,Qualified,2025-08-21,,,,,
VAI-00500,2025-10-18,Organic Search,HR Tech,Southern Europe,51-200,AE08,Qualified,2025-10-21,,,,,
VAI-00501,2025-06-28,Outbound,Healthcare,Southern Europe,51-200,AE01,Unqualified,,,,,,
VAI-00502,2025-02-01,Outbound,Healthcare,UK & Ireland,1-50,AE08,Unqualified,,,,,,
VAI-00503,2025-06-17,Outbound,SaaS,Nordics,51-200,AE01,Unqualified,,,,,,
VAI-00504,2025-09-20,Referral,E-commerce,CEE,1-50,AE04,Qualified,2025-09-27,,,,,
VAI-00505,2025-06-15,Paid Search,Healthcare,UK & Ireland,51-200,AE05,Qualified,2025-06-24,,,,,
VAI-00506,2025-06-20,Outbound,HR Tech,Benelux,201-500,AE05,Closed Won,2025-06-26,2025-07-02,2025-07-13,2025-09-04,37000.0,
VAI-00507,2025-09-17,Paid Search,Media,UK & Ireland,1-50,AE05,Unqualified,,,,,,
VAI-00508,2025-01-13,Events,SaaS,Benelux,51-200,AE05,Closed Won,2025-01-16,2025-01-22,2025-01-31,2025-02-15,12500.0,
VAI-00509,2025-10-14,LinkedIn,Professional Services,CEE,1-50,AE08,Demo Completed,2025-10-17,2025-10-25,,,,
VAI-00510,2025-06-15,Paid Search,SaaS,UK & Ireland,1-50,AE01,Demo Completed,2025-06-18,2025-06-24,,,,
VAI-00511,2025-10-01,Organic Search,Fintech,DACH,1000+,AE01,Closed Won,2025-10-02,2025-10-09,2025-10-19,2025-11-19,56500.0,
VAI-00512,2025-01-02,LinkedIn,Travel,DACH,1000+,AE08,Unqualified,,,,,,
VAI-00513,2025-07-06,Events,SaaS,UK & Ireland,201-500,AE03,Closed Lost,2025-07-07,2025-07-13,2025-07-23,2025-08-04,40000.0,Competitor
VAI-00514,2025-08-08,Organic Search,E-commerce,Benelux,1-50,AE02,Closed Won,2025-08-12,2025-08-19,2025-08-27,2025-09-28,8000.0,
VAI-00515,2025-07-19,LinkedIn,Fintech,DACH,51-200,AE06,Unqualified,,,,,,
VAI-00516,2025-11-13,Events,Professional Services,Nordics,201-500,AE04,Unqualified,,,,,,
VAI-00517,2025-11-27,Organic Search,E-commerce,Benelux,201-500,AE07,Unqualified,,,,,,
VAI-00518,2025-01-18,Organic Search,Travel,Southern Europe,1000+,AE08,Unqualified,,,,,,
VAI-00519,2025-05-25,Events,Fintech,Benelux,201-500,AE04,Unqualified,,,,,,
VAI-00520,2025-07-21,Outbound,Travel,DACH,201-500,AE08,Qualified,2025-07-23,,,,,
VAI-00521,2025-07-09,Paid Search,Professional Services,Nordics,51-200,AE06,Unqualified,,,,,,
VAI-00522,2025-05-24,Paid Search,Healthcare,Southern Europe,51-200,AE03,Qualified,2025-06-02,,,,,
VAI-00523,2025-06-16,Organic Search,Professional Services,DACH,201-500,AE04,Qualified,2025-06-22,,,,,
VAI-00524,2025-06-05,Events,Healthcare,UK & Ireland,1000+,AE05,Unqualified,,,,,,
VAI-00525,2025-09-14,Paid Search,SaaS,CEE,501-1000,AE06,Demo Completed,2025-09-16,2025-09-18,,,,
VAI-00526,2025-11-06,LinkedIn,Fintech,Southern Europe,1-50,AE05,Unqualified,,,,,,
VAI-00527,2025-05-13,Paid Search,Professional Services,Nordics,1000+,AE02,Unqualified,,,,,,
VAI-00528,2025-05-09,Paid Search,Travel,DACH,1-50,AE04,Qualified,2025-05-14,,,,,
VAI-00529,2025-05-09,Outbound,SaaS,Southern Europe,51-200,AE03,Demo Completed,2025-05-13,2025-05-15,,,,
VAI-00530,2025-11-24,Organic Search,HR Tech,UK & Ireland,1-50,AE01,Unqualified,,,,,,
VAI-00531,2025-10-26,Events,E-commerce,CEE,1000+,AE02,Closed Lost,2025-10-29,2025-11-06,2025-11-13,2025-12-08,84500.0,No executive buy-in
VAI-00532,2025-03-08,Paid Search,E-commerce,Southern Europe,51-200,AE03,Unqualified,,,,,,
VAI-00533,2025-04-13,Outbound,SaaS,Nordics,51-200,AE07,Unqualified,,,,,,
VAI-00534,2025-12-19,LinkedIn,E-commerce,UK & Ireland,51-200,AE06,Unqualified,,,,,,
VAI-00535,2025-11-05,Organic Search,Travel,Southern Europe,51-200,AE04,Unqualified,,,,,,
VAI-00536,2025-10-28,LinkedIn,SaaS,UK & Ireland,51-200,AE02,Closed Won,2025-11-03,2025-11-05,2025-11-17,2025-12-01,12000.0,
VAI-00537,2025-01-08,Outbound,Healthcare,Benelux,1-50,AE05,Qualified,2025-01-11,,,,,
VAI-00538,2025-12-11,Referral,E-commerce,Nordics,1000+,AE01,Unqualified,,,,,,
VAI-00539,2025-04-22,Paid Search,Fintech,UK & Ireland,51-200,AE08,Demo Completed,2025-04-25,2025-05-11,,,,
VAI-00540,2025-09-04,Outbound,Professional Services,Benelux,1-50,AE07,Unqualified,,,,,,
VAI-00541,2025-01-06,Outbound,E-commerce,Nordics,501-1000,AE07,Demo Completed,2025-01-09,2025-01-18,,,,
VAI-00542,2025-06-24,LinkedIn,Healthcare,Southern Europe,501-1000,AE07,Unqualified,,,,,,
VAI-00543,2025-03-18,Organic Search,E-commerce,UK & Ireland,1000+,AE03,Closed Lost,2025-03-21,2025-03-25,2025-04-08,2025-04-29,87500.0,Competitor
VAI-00544,2025-02-13,LinkedIn,Healthcare,Southern Europe,201-500,AE03,Unqualified,,,,,,
VAI-00545,2025-06-25,Events,HR Tech,CEE,501-1000,AE02,Demo Completed,2025-06-28,2025-07-03,,,,
VAI-00546,2025-08-26,Outbound,Media,DACH,201-500,AE04,Qualified,2025-08-28,,,,,
VAI-00547,2025-07-30,Partners,Fintech,UK & Ireland,501-1000,AE06,Demo Completed,2025-07-31,2025-08-19,,,,
VAI-00548,2025-01-03,Partners,Travel,CEE,51-200,AE01,Unqualified,,,,,,
VAI-00549,2025-08-03,LinkedIn,Fintech,CEE,51-200,AE06,Closed Lost,2025-08-15,2025-08-28,2025-09-05,2025-10-28,19500.0,Budget frozen
VAI-00550,2025-05-01,Outbound,Travel,UK & Ireland,51-200,AE02,Unqualified,,,,,,
VAI-00551,2025-08-07,Outbound,Travel,DACH,501-1000,AE07,Closed Lost,2025-08-16,2025-08-26,2025-09-04,2025-09-15,35500.0,Timing
VAI-00552,2025-05-17,Organic Search,Fintech,UK & Ireland,51-200,AE05,Unqualified,,,,,,
VAI-00553,2025-06-09,Paid Search,Travel,Southern Europe,51-200,AE05,Unqualified,,,,,,
VAI-00554,2025-01-23,Partners,Professional Services,DACH,501-1000,AE06,Demo Completed,2025-02-01,2025-02-05,,,,
VAI-00555,2025-08-21,Outbound,Fintech,CEE,1000+,AE04,Closed Lost,2025-08-28,2025-09-04,2025-09-12,2025-09-29,61000.0,Budget frozen
VAI-00556,2025-01-08,LinkedIn,Healthcare,DACH,51-200,AE06,Qualified,2025-01-09,,,,,
VAI-00557,2025-06-22,LinkedIn,SaaS,Southern Europe,501-1000,AE07,Closed Won,2025-06-23,2025-06-24,2025-07-03,2025-07-13,67000.0,
VAI-00558,2025-07-21,Partners,HR Tech,DACH,51-200,AE05,Qualified,2025-07-24,,,,,
VAI-00559,2025-12-02,LinkedIn,Healthcare,CEE,201-500,AE06,Qualified,2025-12-03,,,,,
VAI-00560,2025-10-22,Referral,Travel,UK & Ireland,501-1000,AE04,Unqualified,,,,,,
VAI-00561,2025-06-27,Paid Search,Media,Southern Europe,201-500,AE03,Unqualified,,,,,,
VAI-00562,2025-09-29,Organic Search,SaaS,UK & Ireland,51-200,AE05,Qualified,2025-10-03,,,,,
VAI-00563,2025-06-08,LinkedIn,HR Tech,CEE,201-500,AE06,Unqualified,,,,,,
VAI-00564,2025-08-23,LinkedIn,SaaS,UK & Ireland,1-50,AE05,Unqualified,,,,,,
VAI-00565,2025-04-29,LinkedIn,E-commerce,CEE,201-500,AE01,Demo Completed,2025-04-30,2025-05-04,,,,
VAI-00566,2025-02-24,Paid Search,E-commerce,UK & Ireland,501-1000,AE01,Unqualified,,,,,,
VAI-00567,2025-11-05,Organic Search,Fintech,Nordics,1-50,AE05,Unqualified,,,,,,
VAI-00568,2025-04-18,Events,Fintech,CEE,201-500,AE01,Unqualified,,,,,,
VAI-00569,2025-01-28,Outbound,Healthcare,Benelux,51-200,AE03,Unqualified,,,,,,
VAI-00570,2025-10-04,Referral,Fintech,DACH,501-1000,AE02,Closed Won,2025-10-10,2025-10-13,2025-10-31,2025-11-08,49000.0,
VAI-00571,2025-06-17,Events,SaaS,CEE,201-500,AE03,Qualified,2025-06-19,,,,,
VAI-00572,2025-03-07,Referral,Professional Services,Nordics,1-50,AE03,Qualified,2025-03-08,,,,,
VAI-00573,2025-05-21,LinkedIn,Media,CEE,201-500,AE07,Qualified,2025-05-22,,,,,
VAI-00574,2025-03-31,Outbound,Fintech,Nordics,1000+,AE05,Closed Won,2025-04-02,2025-04-20,2025-04-25,2025-06-08,64000.0,
VAI-00575,2025-11-17,Partners,Healthcare,UK & Ireland,201-500,AE06,Demo Completed,2025-11-18,2025-11-29,,,,
VAI-00576,2025-07-06,Outbound,Professional Services,UK & Ireland,51-200,AE07,Demo Completed,2025-07-17,2025-07-19,,,,
VAI-00577,2025-06-01,Events,SaaS,UK & Ireland,201-500,AE04,Qualified,2025-06-08,,,,,
VAI-00578,2025-12-01,LinkedIn,E-commerce,UK & Ireland,1-50,AE05,Unqualified,,,,,,
VAI-00579,2025-04-02,Paid Search,HR Tech,UK & Ireland,1000+,AE02,Demo Completed,2025-04-03,2025-04-10,,,,
VAI-00580,2025-01-10,LinkedIn,Media,Southern Europe,1000+,AE03,Unqualified,,,,,,
VAI-00581,2025-07-13,Organic Search,Fintech,CEE,1000+,AE06,Demo Completed,2025-07-17,2025-07-24,,,,
VAI-00582,2025-09-05,Paid Search,Media,Southern Europe,51-200,AE03,Unqualified,,,,,,
VAI-00583,2025-10-04,Organic Search,E-commerce,Benelux,501-1000,AE02,Closed Won,2025-10-09,2025-10-12,2025-10-17,2025-10-26,38500.0,
VAI-00584,2025-09-19,Outbound,SaaS,DACH,201-500,AE03,Qualified,2025-09-21,,,,,
VAI-00585,2025-08-22,Organic Search,HR Tech,Benelux,1-50,AE07,Qualified,2025-09-01,,,,,
VAI-00586,2025-10-01,Paid Search,Travel,DACH,51-200,AE05,Unqualified,,,,,,
VAI-00587,2025-09-15,LinkedIn,Media,DACH,201-500,AE03,Unqualified,,,,,,
VAI-00588,2025-10-06,Organic Search,Travel,UK & Ireland,1000+,AE06,Unqualified,,,,,,
VAI-00589,2025-05-10,Organic Search,HR Tech,Southern Europe,1-50,AE01,Unqualified,,,,,,
VAI-00590,2025-05-13,Outbound,E-commerce,Benelux,51-200,AE02,Unqualified,,,,,,
VAI-00591,2025-05-28,Paid Search,Professional Services,UK & Ireland,51-200,AE04,Qualified,2025-05-29,,,,,
VAI-00592,2025-04-12,LinkedIn,E-commerce,Benelux,51-200,AE03,Closed Lost,2025-04-19,2025-04-23,2025-04-24,2025-05-16,17500.0,No executive buy-in
VAI-00593,2025-07-20,Paid Search,Healthcare,Nordics,1000+,AE02,Demo Completed,2025-07-22,2025-07-28,,,,
VAI-00594,2025-08-25,Paid Search,Travel,Benelux,201-500,AE01,Closed Lost,2025-08-27,2025-08-28,2025-09-09,2025-09-11,21000.0,Competitor
VAI-00595,2025-09-04,Referral,Travel,Southern Europe,201-500,AE05,Unqualified,,,,,,
VAI-00596,2025-03-07,Outbound,Media,Southern Europe,1-50,AE02,Closed Won,2025-03-19,2025-03-22,2025-04-14,2025-05-11,5500.0,
VAI-00597,2025-12-21,Events,Travel,CEE,201-500,AE05,Unqualified,,,,,,
VAI-00598,2025-12-11,Outbound,Media,Benelux,201-500,AE07,Demo Completed,2025-12-13,2025-12-17,,,,
VAI-00599,2025-05-11,Outbound,Media,DACH,51-200,AE01,Unqualified,,,,,,
VAI-00600,2025-10-31,Outbound,Travel,DACH,1000+,AE04,Unqualified,,,,,,
VAI-00601,2025-03-10,Organic Search,HR Tech,UK & Ireland,1-50,AE07,Unqualified,,,,,,
VAI-00602,2025-06-30,Paid Search,Media,Southern Europe,201-500,AE03,Unqualified,,,,,,
VAI-00603,2025-11-06,Outbound,HR Tech,UK & Ireland,1000+,AE06,Qualified,2025-11-10,,,,,
VAI-00604,2025-11-30,LinkedIn,SaaS,DACH,501-1000,AE05,Closed Lost,2025-12-01,2025-12-06,2025-12-21,2025-12-24,54000.0,Budget frozen
VAI-00605,2025-08-13,Outbound,SaaS,DACH,501-1000,AE03,Closed Won,2025-08-15,2025-08-28,2025-09-06,2025-09-17,36000.0,
VAI-00606,2025-10-03,Partners,Travel,DACH,51-200,AE06,Qualified,2025-10-05,,,,,
VAI-00607,2025-07-14,Paid Search,Travel,Benelux,501-1000,AE01,Demo Completed,2025-07-21,2025-07-29,,,,
VAI-00608,2025-08-13,Organic Search,Healthcare,CEE,51-200,AE01,Unqualified,,,,,,
VAI-00609,2025-04-09,Referral,E-commerce,CEE,1-50,AE07,Unqualified,,,,,,
VAI-00610,2025-11-12,Partners,Travel,CEE,51-200,AE02,Closed Lost,2025-11-15,2025-11-22,2025-12-07,2025-12-16,10000.0,Price
VAI-00611,2025-05-11,Events,Media,UK & Ireland,201-500,AE07,Unqualified,,,,,,
VAI-00612,2025-07-09,Organic Search,Professional Services,Southern Europe,1-50,AE08,Unqualified,,,,,,
VAI-00613,2025-02-09,Partners,Fintech,Benelux,1000+,AE06,Closed Won,2025-02-10,2025-02-11,2025-02-14,2025-03-20,99500.0,
VAI-00614,2025-09-27,LinkedIn,SaaS,UK & Ireland,51-200,AE01,Unqualified,,,,,,
VAI-00615,2025-06-23,Paid Search,Media,UK & Ireland,501-1000,AE04,Closed Lost,2025-06-27,2025-07-06,2025-07-13,2025-08-11,35500.0,Budget frozen
VAI-00616,2025-02-06,Paid Search,Fintech,DACH,51-200,AE05,Unqualified,,,,,,
VAI-00617,2025-06-02,Organic Search,Professional Services,Benelux,51-200,AE07,Unqualified,,,,,,
VAI-00618,2025-08-10,Paid Search,SaaS,CEE,201-500,AE07,Closed Won,2025-08-12,2025-08-16,2025-08-24,2025-08-28,19000.0,
VAI-00619,2025-07-10,Paid Search,SaaS,Nordics,51-200,AE05,Demo Completed,2025-07-19,2025-07-28,,,,
VAI-00620,2025-08-23,Outbound,Media,Benelux,201-500,AE03,Qualified,2025-08-28,,,,,
VAI-00621,2025-05-27,Paid Search,Fintech,Southern Europe,201-500,AE03,Closed Won,2025-05-31,2025-06-03,2025-06-18,2025-06-29,28000.0,
VAI-00622,2025-03-30,LinkedIn,HR Tech,CEE,201-500,AE03,Closed Won,2025-04-03,2025-04-08,2025-04-19,2025-05-20,24000.0,
VAI-00623,2025-10-15,LinkedIn,Healthcare,Southern Europe,201-500,AE07,Qualified,2025-10-19,,,,,
VAI-00624,2025-05-20,Organic Search,Media,CEE,51-200,AE04,Unqualified,,,,,,
VAI-00625,2025-06-25,Outbound,Fintech,Benelux,201-500,AE02,Qualified,2025-06-26,,,,,
VAI-00626,2025-11-23,LinkedIn,SaaS,UK & Ireland,201-500,AE08,Demo Completed,2025-11-26,2025-12-04,,,,
VAI-00627,2025-10-08,LinkedIn,E-commerce,Southern Europe,201-500,AE05,Unqualified,,,,,,
VAI-00628,2025-04-05,Events,SaaS,Benelux,501-1000,AE03,Demo Completed,2025-04-12,2025-04-16,,,,
VAI-00629,2025-08-02,Referral,Media,CEE,1-50,AE04,Closed Lost,2025-08-04,2025-08-16,2025-08-17,2025-09-14,5500.0,No decision
VAI-00630,2025-11-18,Events,Professional Services,DACH,51-200,AE05,Unqualified,,,,,,
VAI-00631,2025-07-11,LinkedIn,Healthcare,DACH,1-50,AE03,Demo Completed,2025-07-13,2025-08-05,,,,
VAI-00632,2025-04-22,Referral,E-commerce,Nordics,501-1000,AE02,Demo Completed,2025-05-01,2025-05-06,,,,
VAI-00633,2025-10-21,Organic Search,Travel,UK & Ireland,51-200,AE03,Unqualified,,,,,,
VAI-00634,2025-03-06,Paid Search,Travel,Southern Europe,1000+,AE06,Qualified,2025-03-12,,,,,
VAI-00635,2025-11-27,Outbound,Professional Services,Benelux,201-500,AE08,Unqualified,,,,,,
VAI-00636,2025-05-09,Outbound,HR Tech,Nordics,501-1000,AE02,Closed Won,2025-05-18,2025-05-26,2025-06-03,2025-06-30,59000.0,
VAI-00637,2025-11-18,Outbound,Professional Services,Nordics,1-50,AE06,Qualified,2025-11-22,,,,,
VAI-00638,2025-09-04,Partners,Professional Services,DACH,51-200,AE05,Unqualified,,,,,,
VAI-00639,2025-03-03,Partners,Media,Southern Europe,201-500,AE04,Qualified,2025-03-04,,,,,
VAI-00640,2025-01-08,Partners,Healthcare,Nordics,501-1000,AE04,Closed Lost,2025-01-10,2025-01-23,2025-01-30,2025-03-10,48000.0,Price
VAI-00641,2025-03-09,Paid Search,Healthcare,UK & Ireland,501-1000,AE03,Unqualified,,,,,,
VAI-00642,2025-04-28,Referral,E-commerce,CEE,201-500,AE07,Closed Won,2025-04-30,2025-05-02,2025-05-08,2025-05-17,38500.0,
VAI-00643,2025-03-20,Outbound,HR Tech,DACH,51-200,AE03,Unqualified,,,,,,
VAI-00644,2025-03-06,Outbound,E-commerce,UK & Ireland,1-50,AE02,Qualified,2025-03-10,,,,,
VAI-00645,2025-12-20,Outbound,Travel,CEE,1000+,AE03,Closed Lost,2025-12-22,2026-01-08,2026-01-11,2026-02-02,93000.0,Price
VAI-00646,2025-06-14,LinkedIn,SaaS,CEE,51-200,AE08,Unqualified,,,,,,
VAI-00647,2025-08-29,Outbound,HR Tech,Southern Europe,501-1000,AE02,Unqualified,,,,,,
VAI-00648,2025-08-03,Organic Search,HR Tech,DACH,51-200,AE01,Qualified,2025-08-05,,,,,
VAI-00649,2025-06-10,Partners,Fintech,Benelux,501-1000,AE03,Unqualified,,,,,,
VAI-00650,2025-11-20,Paid Search,Healthcare,Nordics,201-500,AE06,Unqualified,,,,,,
VAI-00651,2025-05-21,Outbound,Fintech,DACH,501-1000,AE08,Qualified,2025-05-31,,,,,
VAI-00652,2025-11-07,Organic Search,Healthcare,Southern Europe,51-200,AE07,Unqualified,,,,,,
VAI-00653,2025-08-08,Organic Search,Healthcare,UK & Ireland,501-1000,AE08,Unqualified,,,,,,
VAI-00654,2025-10-10,Organic Search,HR Tech,UK & Ireland,1-50,AE01,Unqualified,,,,,,
VAI-00655,2025-06-08,LinkedIn,Travel,Benelux,51-200,AE02,Qualified,2025-06-25,,,,,
VAI-00656,2025-07-25,Referral,Travel,Nordics,201-500,AE07,Unqualified,,,,,,
VAI-00657,2025-12-23,LinkedIn,E-commerce,Nordics,201-500,AE02,Qualified,2026-01-05,,,,,
VAI-00658,2025-02-07,Paid Search,Fintech,UK & Ireland,201-500,AE02,Unqualified,,,,,,
VAI-00659,2025-07-13,Paid Search,Media,DACH,1000+,AE03,Unqualified,,,,,,
VAI-00660,2025-04-18,Organic Search,SaaS,CEE,501-1000,AE02,Unqualified,,,,,,
VAI-00661,2025-02-17,Outbound,HR Tech,CEE,1000+,AE06,Qualified,2025-02-23,,,,,
VAI-00662,2025-10-03,Partners,Healthcare,Southern Europe,1-50,AE01,Closed Lost,2025-10-06,2025-10-12,2025-10-26,2025-11-06,4500.0,Competitor
VAI-00663,2025-05-25,Partners,Travel,DACH,1000+,AE03,Unqualified,,,,,,
VAI-00664,2025-07-05,Organic Search,SaaS,DACH,51-200,AE06,Closed Lost,2025-07-06,2025-07-07,2025-07-11,2025-08-11,12000.0,No decision
VAI-00665,2025-04-17,Outbound,Media,Nordics,1-50,AE02,Unqualified,,,,,,
VAI-00666,2025-03-12,Events,SaaS,DACH,51-200,AE07,Unqualified,,,,,,
VAI-00667,2025-02-16,Paid Search,Fintech,Southern Europe,201-500,AE02,Closed Lost,2025-02-19,2025-02-28,2025-03-06,2025-03-29,36500.0,Competitor
VAI-00668,2025-12-18,Paid Search,SaaS,UK & Ireland,501-1000,AE01,Unqualified,,,,,,
VAI-00669,2025-07-12,LinkedIn,E-commerce,Nordics,201-500,AE05,Closed Won,2025-07-18,2025-07-23,2025-08-02,2025-08-11,39500.0,
VAI-00670,2025-06-08,Paid Search,HR Tech,Nordics,51-200,AE02,Closed Lost,2025-06-13,2025-06-20,2025-06-21,2025-07-06,15000.0,Price
VAI-00671,2025-12-04,Partners,Media,UK & Ireland,51-200,AE07,Unqualified,,,,,,
VAI-00672,2025-11-09,Events,SaaS,DACH,201-500,AE06,Unqualified,,,,,,
VAI-00673,2025-02-13,Outbound,Professional Services,Nordics,201-500,AE02,Qualified,2025-02-14,,,,,
VAI-00674,2025-01-20,Outbound,Media,CEE,51-200,AE02,Demo Completed,2025-01-21,2025-01-28,,,,
VAI-00675,2025-05-15,Paid Search,Travel,DACH,51-200,AE01,Qualified,2025-05-19,,,,,
VAI-00676,2025-10-13,Partners,Travel,Southern Europe,201-500,AE06,Unqualified,,,,,,
VAI-00677,2025-06-02,Outbound,HR Tech,Benelux,1000+,AE08,Unqualified,,,,,,
VAI-00678,2025-06-08,Referral,HR Tech,Benelux,201-500,AE02,Unqualified,,,,,,
VAI-00679,2025-11-04,LinkedIn,Media,Benelux,51-200,AE05,Qualified,2025-11-09,,,,,
VAI-00680,2025-03-01,Organic Search,HR Tech,UK & Ireland,51-200,AE07,Qualified,2025-03-10,,,,,
VAI-00681,2025-03-27,Events,Professional Services,Southern Europe,501-1000,AE05,Unqualified,,,,,,
VAI-00682,2025-08-07,Paid Search,Healthcare,DACH,51-200,AE07,Qualified,2025-08-18,,,,,
VAI-00683,2025-11-13,LinkedIn,HR Tech,CEE,201-500,AE02,Closed Lost,2025-11-18,2025-11-22,2025-12-02,2025-12-08,21500.0,Timing
VAI-00684,2025-04-13,Organic Search,Travel,UK & Ireland,1-50,AE04,Unqualified,,,,,,
VAI-00685,2025-01-14,Outbound,Travel,Nordics,201-500,AE07,Demo Completed,2025-01-20,2025-01-27,,,,
VAI-00686,2025-12-02,Referral,E-commerce,DACH,51-200,AE08,Closed Won,2025-12-03,2025-12-08,2025-12-16,2025-12-28,11500.0,
VAI-00687,2025-11-24,Paid Search,E-commerce,CEE,51-200,AE01,Qualified,2025-11-27,,,,,
VAI-00688,2025-02-08,Referral,Fintech,Southern Europe,51-200,AE05,Qualified,2025-02-10,,,,,
VAI-00689,2025-05-08,Partners,Media,UK & Ireland,51-200,AE02,Unqualified,,,,,,
VAI-00690,2025-05-28,Events,Healthcare,DACH,51-200,AE01,Unqualified,,,,,,
VAI-00691,2025-10-14,Outbound,SaaS,Benelux,1-50,AE07,Closed Won,2025-10-18,2025-10-24,2025-10-27,2025-10-31,4000.0,
VAI-00692,2025-11-08,LinkedIn,SaaS,UK & Ireland,1000+,AE02,Qualified,2025-11-15,,,,,
VAI-00693,2025-09-02,Outbound,E-commerce,Benelux,1-50,AE06,Qualified,2025-09-12,,,,,
VAI-00694,2025-02-09,Paid Search,Healthcare,UK & Ireland,1-50,AE05,Demo Completed,2025-02-12,2025-02-17,,,,
VAI-00695,2025-11-07,Paid Search,E-commerce,DACH,501-1000,AE01,Unqualified,,,,,,
VAI-00696,2025-08-10,Organic Search,Healthcare,Southern Europe,1-50,AE03,Unqualified,,,,,,
VAI-00697,2025-04-17,LinkedIn,SaaS,DACH,51-200,AE01,Unqualified,,,,,,
VAI-00698,2025-09-30,Paid Search,Professional Services,Nordics,201-500,AE04,Unqualified,,,,,,
VAI-00699,2025-02-19,Outbound,SaaS,UK & Ireland,501-1000,AE02,Demo Completed,2025-02-20,2025-02-22,,,,
VAI-00700,2025-06-20,Referral,E-commerce,DACH,51-200,AE06,Unqualified,,,,,,
VAI-00701,2025-04-15,Referral,HR Tech,DACH,51-200,AE03,Qualified,2025-04-20,,,,,
VAI-00702,2025-10-22,LinkedIn,Travel,UK & Ireland,51-200,AE04,Unqualified,,,,,,
VAI-00703,2025-03-27,LinkedIn,Media,UK & Ireland,1000+,AE01,Closed Won,2025-03-29,2025-03-31,2025-04-02,2025-04-29,107500.0,
VAI-00704,2025-01-10,Paid Search,Fintech,Benelux,51-200,AE01,Qualified,2025-01-16,,,,,
VAI-00705,2025-06-25,Organic Search,SaaS,Nordics,201-500,AE02,Qualified,2025-06-27,,,,,
VAI-00706,2025-04-05,Events,Fintech,UK & Ireland,501-1000,AE02,Demo Completed,2025-04-11,2025-04-14,,,,
VAI-00707,2025-06-11,Organic Search,Healthcare,Southern Europe,1-50,AE03,Unqualified,,,,,,
VAI-00708,2025-02-24,Events,E-commerce,CEE,501-1000,AE04,Unqualified,,,,,,
VAI-00709,2025-01-30,Outbound,Media,DACH,1000+,AE06,Unqualified,,,,,,
VAI-00710,2025-10-18,Paid Search,HR Tech,UK & Ireland,51-200,AE03,Unqualified,,,,,,
VAI-00711,2025-07-27,Outbound,SaaS,UK & Ireland,501-1000,AE02,Unqualified,,,,,,
VAI-00712,2025-11-20,Partners,Healthcare,Benelux,1-50,AE06,Unqualified,,,,,,
VAI-00713,2025-08-11,LinkedIn,Travel,Nordics,1000+,AE05,Qualified,2025-08-17,,,,,
VAI-00714,2025-11-22,Organic Search,Professional Services,DACH,51-200,AE06,Closed Won,2025-11-25,2025-12-09,2025-12-14,2026-01-10,14000.0,
VAI-00715,2025-11-18,LinkedIn,E-commerce,UK & Ireland,201-500,AE02,Qualified,2025-11-20,,,,,
VAI-00716,2025-04-25,Referral,Fintech,UK & Ireland,1-50,AE03,Unqualified,,,,,,
VAI-00717,2025-02-22,LinkedIn,Professional Services,CEE,1000+,AE08,Demo Completed,2025-02-27,2025-03-05,,,,
VAI-00718,2025-07-14,Outbound,Healthcare,DACH,201-500,AE08,Unqualified,,,,,,
